comid,metric,p10,p25,p50,p75,p90,source,result_type
8316811,Peak_Dur_2,1,1,2,4,5,inferred,predicted
8316811,Peak_Dur_5,1,1,1,2,3,inferred,predicted
8316811,Peak_Fre_2,1,1,1,2,3,inferred,predicted
8316811,Peak_Fre_5,1,1,1,1,2,inferred,predicted
8316811,Peak_10,35440.5995033027,44057.742641851204,52116.2926655293,59248.2665199187,73195.8168907871,model,predicted
8316811,Peak_2,19808.5810170075,22891.8963275521,29041.098781253597,34949.1859189772,44507.8560040609,model,predicted
8316811,Peak_5,28932.62,33085.74,45133.51,49976.48,61515.01,model,predicted
8316811,DS_Dur_WS,124.08,145.85,163,173.46875,190.606666666667,model,predicted
8316811,DS_Mag_50,30.1054525197362,40.9348041050357,57.4338634610995,83.542495848755,110.373400822948,model,predicted
8316811,DS_Mag_90,125.967949189628,161.967229330617,209.49203485975,259.598399501888,358.228762143064,model,predicted
8316811,DS_Tim,231.975,246,255.95,266.625,282.0125,model,predicted
8316811,FA_Dur,2,2,3,5,6.5,obs,predicted
8316811,FA_Mag,172.958803114567,257.01036676169,444.569518260772,715.434318498593,1239.27522324885,model,predicted
8316811,FA_Tim,8.5,13,21,24.7708333333333,29,model,predicted
8316811,Peak_Dur_10,1,1,2,2,3,obs,predicted
8316811,Peak_Fre_10,1,1,1,1,2,obs,predicted
8316811,SP_Dur,28.4916666666666,34.8520833333334,41.725,51,68.9041666666667,model,predicted
8316811,SP_Mag,1713.18888829535,2648.44762220486,3752.56946606496,5837.65663083499,8329.50325806388,model,predicted
8316811,SP_ROC,0.0300964961449692,0.0508287518361106,0.064429646285566,0.0851310844282136,0.100773627995302,obs,predicted
8316811,SP_Tim,184.7375,198.21875,208.275,220.85,230.8075,model,predicted
8316811,Wet_BFL_Dur,127.054166666667,150.833333333333,162,171.35625,187.91,model,predicted
8316811,Wet_BFL_Mag_10,357.919309740578,504.983130463976,623.121441169278,749.34865929433,929.584632434798,model,predicted
8316811,Wet_BFL_Mag_50,1211.02422873288,1523.28371272649,1855.84889444768,2189.16311711231,2605.66884472872,model,predicted
8316811,Wet_Tim,36.75,41.875,49,55.9,61.2125,model,predicted
