Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1940,174,339,48,119.40000000000003,8,420.0022719202637,71,0.07611214087117701,111,1440,228,86,118.5,513,142,NA,197,224,NA,13,1,1920.000000000002,788,1408,NA,3,1
1941,124,310,20,156,6,134.98523061037466,24,0.08574548771121351,70,1140,240,93,153.8,292,147,NA,228,NA,NA,8,NA,1920.000000000002,788,1408,NA,3,NA
1942,158,310,25,125.40000000000009,5,155.76870514875728,16,0.07714491708723864,57,718,253,185,83.80000000000001,179,68,NA,232,NA,NA,6,NA,1920.000000000002,788,1408,NA,1,NA
1943,227,308,33,85.80000000000001,2,48.99226952263403,33,0.07518796992481203,95,870,213,111,109,270,102,NA,204,NA,NA,8,NA,1920.000000000002,788,1408,NA,5,NA
1944,223,285,20,160,5,93.9942034735909,35,0.07142857142857142,59,691,226,57,107.6,199,169,NA,219,NA,NA,3,NA,1920.000000000002,788,1408,NA,1,NA
1945,146,297,14,53.5,8,44.97196468717816,30,0.07793522267206478,78,1000,219,77,81,166,142,NA,210,NA,NA,14,NA,1920.000000000002,788,1408,NA,1,NA
1946,122,289,16,62,3,79.9907842120488,11,0.07435469372030307,75,802,214,137,39,166,77,NA,206,NA,NA,8,NA,1920.000000000002,788,1408,NA,3,NA
1947,260,275,20,61.89999999999995,8,80.00011980426638,2,0.12756302521008406,57,494,218,173,35.2,102,45,NA,NA,NA,NA,NA,NA,1920.000000000002,788,1408,NA,NA,NA
1948,75,304,7,16,3,55.97483828048239,15,0.0967741935483871,47,599,257,88,39,258,169,NA,NA,NA,NA,NA,NA,1920.000000000002,788,1408,NA,NA,NA
1949,234,280,27,153,NA,NA,NA,0.13513513513513514,51,788,229,216,18,33,13,NA,225,NA,NA,1,NA,1920.000000000002,788,1408,NA,1,NA
1950,NA,306,NA,NA,9,210.0118537456937,41,0.09302325581395349,65,886,241,93,104.4,478,148,NA,231,NA,NA,20,NA,1920.000000000002,788,1408,NA,5,NA
1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
