p10,p25,p50,p75,p90,metric,comid,result_type
46.8,65,105,139,171.2,DS_Dur_WS,2804039,observed
219,257,306,338,347,DS_Tim,2804039,observed
0.552,0.97,1.3,1.6,2.42,DS_Mag_50,2804039,observed
1.028000000000001,1.7,2.560000000000001,3.4,5.822,DS_Mag_90,2804039,observed
2,2.25,3,4.75,5.600000000000001,FA_Dur,2804039,observed
3.622373113403044,9.19989310273344,20.993476105973308,34.740002923376345,49.28430037621676,FA_Mag,2804039,observed
0.7000000000000002,4.5,11.5,18,27,FA_Tim,2804039,observed
0.09687500000000003,0.14953703703703708,0.23809523809523808,0.3452380952380952,0.45833333333333337,SP_ROC,2804039,observed
75,111,145,194,225,SP_Dur,2804039,observed
69,84.5,126,202,248,SP_Mag,2804039,observed
101,115.5,145,169.5,181,SP_Tim,2804039,observed
86.6,94,112,133,150.6,Wet_BFL_Dur,2804039,observed
0.384,0.6,0.92,1.6,2.3,Wet_BFL_Mag_10,2804039,observed
1.1400000000000001,1.6,2.8,4.1,5.52,Wet_BFL_Mag_50,2804039,observed
2.8000000000000003,14,30,42,48.8,Wet_Tim,2804039,observed
98.6,104,109.5,118.75,130.9,Peak_Tim_10,2804039,observed
92,108.375,117.75,137.125,149.5,Peak_Tim_2,2804039,observed
97.8,109.5,137,145,153.8,Peak_Tim_5,2804039,observed
1,1,1,1,1,Peak_Dur_10,2804039,observed
1,1,1.5,2.25,4,Peak_Dur_2,2804039,observed
1,1,1,2,3,Peak_Dur_5,2804039,observed
309,309,309,309,309,Peak_10,2804039,observed
198,198,198,198,198,Peak_2,2804039,observed
248,248,248,248,248,Peak_5,2804039,observed
1,1,1,1,1,Peak_Fre_10,2804039,observed
1,1,1.5,2.25,3.5,Peak_Fre_2,2804039,observed
1,1,1,2,3,Peak_Fre_5,2804039,observed
