comid,metric,p10,p25,p50,p75,p90,source,result_type
8915935,Peak_10,335.660010337491,427.29576044020797,520.595465078372,862.1704008838609,1405.87911570335,model,predicted
8915935,Peak_2,175.660466530966,237.285851369546,271.997180815274,314.67199812847696,496.99941031594597,model,predicted
8915935,Peak_5,280.6216,366.1821,433.0185,623.4256,879.6767,model,predicted
8915935,DS_Dur_WS,154.99,184.264583333334,202.608333333333,221,235.9,model,predicted
8915935,DS_Mag_50,8.11967717639557,12.3555092658479,16.639733971797,20.525052721758,24.7698758761909,model,predicted
8915935,DS_Mag_90,16.615739889467,21.4134892143716,27.8442909449816,41.0679901705977,66.9536072896724,model,predicted
8915935,DS_Tim,306.643333333333,323.441666666666,337,348.70625,360.8625,model,predicted
8915935,FA_Mag,20.0727813196461,27.940653587129,41.387829022657,58.9984410221009,86.6059690866396,model,predicted
8915935,FA_Tim,6.57833333333333,24.825,40.95,48.63125,61.5083333333334,model,predicted
8915935,SP_Dur,50,61.075,77.8541666666667,92.75,124.95,model,predicted
8915935,SP_Mag,191.311234241685,234.363619773905,278.801741865274,338.875790273109,438.968563061994,model,predicted
8915935,SP_Tim,244.685,253,260.75,270,276.41,model,predicted
8915935,Wet_BFL_Dur,64.85,76.875,89.4291666666666,101.8,116.295,model,predicted
8915935,Wet_BFL_Mag_10,17.2334189843576,22.1648525946132,28.0305974594039,38.8206127143694,51.5979483096945,model,predicted
8915935,Wet_BFL_Mag_50,66.4615489807165,79.4679933325627,103.845234020855,141.540813099346,172.578928244631,model,predicted
8915935,Wet_Tim,152.6,164.15,171.4,183.275,193.455,model,predicted
