Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1956,NA,347,NA,NA,18,2.8932916607291688,45,0.0625,108,58,239,116,10.5,11,123,NA,NA,NA,NA,NA,NA,505.1,353,445.4000000000001,NA,NA,NA
1957,505,114,7.6,47,3,28.98695697654155,61,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.1,353,445.4000000000001,NA,NA,NA
1958,89,340,9.4,45,NA,NA,NA,0.030086580086580085,28,514,312,59,94.6,483,253,307.5,275,281,14,53,47,505.1,353,445.4000000000001,4,1,1
1959,335,231,7.4,14.600000000000023,7,46.094893451028746,1,0.21052631578947367,148,495,83,20,9.4,444,63,359,213.5,216,3,20,14,505.1,353,445.4000000000001,1,2,2
1960,143,233,9.4,126.79999999999995,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,200,NA,211,NA,NA,1,NA,505.1,353,445.4000000000001,NA,1,NA
1961,197,351,7.5,35.400000000000006,5,135.9596619494883,2,0.06666666666666662,349,136,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,505.1,353,445.4000000000001,NA,NA,NA
1962,184,344,10,19,2,36.88997703963578,61,0.020833333333333332,60,276,284,102,78,236,182,NA,NA,NA,NA,NA,NA,505.1,353,445.4000000000001,NA,NA,NA
1963,330,208,7.5,8.8,3,20.0887423110364,2,0.0945945945945946,23,304,185,23,10,261,162,NA,NA,NA,NA,NA,NA,505.1,353,445.4000000000001,NA,NA,NA
1964,224,333,7.4,13,NA,NA,NA,0.0555555555555556,138,376,195,23,3.56,8.1,172,NA,191,NA,NA,8,NA,505.1,353,445.4000000000001,NA,1,NA
1965,201,232,7.1,8.7,9,16.331443630675658,66,0.3721750690254627,20,134,212,21,0,101,191,NA,NA,NA,NA,NA,NA,505.1,353,445.4000000000001,NA,NA,NA
1966,75,326,6.8,8,NA,NA,NA,0.3171189622802526,18,218,308,241,25,101,67,NA,NA,NA,NA,NA,NA,505.1,353,445.4000000000001,NA,NA,NA
1967,NA,381,NA,NA,NA,NA,NA,0.013333333333333334,59,353,322,287,3.3,39,35,NA,179.5,NA,NA,7,NA,505.1,353,445.4000000000001,NA,2,NA
1968,NA,342,NA,NA,NA,NA,NA,0.12962962962962965,14,67,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.1,353,445.4000000000001,NA,NA,NA
1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,304,320,8.7,38,NA,NA,NA,0.09213085764809903,22,352,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.1,353,445.4000000000001,NA,NA,NA
1975,248,319,7.4,9.5,6,38.13333595276964,2,0.10733431745785099,24,250,295,37,32,35,258,NA,NA,NA,NA,NA,NA,505.1,353,445.4000000000001,NA,NA,NA
1976,NA,289,NA,NA,NA,NA,NA,0.09090909090909091,18,39,271,70,7.2,37,201,NA,NA,NA,NA,NA,NA,505.1,353,445.4000000000001,NA,NA,NA
1977,266,325,6.8,19,3,287.9967494192326,4,0.03703703703703707,317,288,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.1,353,445.4000000000001,NA,NA,NA
1978,NA,347,NA,NA,NA,NA,NA,0.09898919484140815,77,203,270,45,0,189,225,NA,NA,NA,NA,NA,NA,505.1,353,445.4000000000001,NA,NA,NA
1979,NA,398,NA,NA,3,210.00487652003017,1,NA,NA,210,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.1,353,445.4000000000001,NA,NA,NA
1980,NA,361,NA,NA,NA,NA,NA,0.037383177570093455,19,250,342,NA,NA,NA,NA,NA,157.5,NA,NA,2,NA,505.1,353,445.4000000000001,NA,2,NA
1981,NA,401,NA,NA,NA,NA,NA,0.020620748299319726,74,225,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.1,353,445.4000000000001,NA,NA,NA
1982,NA,34,NA,NA,NA,NA,NA,NA,NA,425,NA,NA,NA,NA,NA,NA,331,NA,NA,17,NA,505.1,353,445.4000000000001,NA,2,NA
1983,362,124,5,72,NA,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.1,353,445.4000000000001,NA,NA,NA
1984,NA,382,NA,NA,2,72.87592741144014,5,0.06725355259629993,52,223,330,210,41,96,120,NA,NA,NA,NA,NA,NA,505.1,353,445.4000000000001,NA,NA,NA
1985,NA,253,NA,NA,NA,NA,NA,NA,NA,437,355,NA,NA,NA,NA,NA,340,NA,NA,18,NA,505.1,353,445.4000000000001,NA,1,NA
