p10,p25,p50,p75,p90,metric,comid,result_type
95,122,172,209,258.4,DS_Dur_WS,22527375,observed
192.4,213.5,253,304,336.80000000000007,DS_Tim,22527375,observed
0,0.14,0.36,0.9,1.564,DS_Mag_50,22527375,observed
0.16000000000000006,0.24700000000000003,0.86,1.95,3.2040000000000015,DS_Mag_90,22527375,observed
2,3,4,5.75,8,FA_Dur,22527375,observed
2.174295099364752,3.0345932627500467,5.936165397780287,16.73997806642106,52.65150617770255,FA_Mag,22527375,observed
2.4000000000000004,4.25,13,28.75,48.20000000000006,FA_Tim,22527375,observed
0.0655042630002304,0.09574216344127842,0.12820512820512822,0.23179653679653683,0.5,SP_ROC,22527375,observed
10,20.5,79,118.5,165.79999999999998,SP_Dur,22527375,observed
13,21.1,73,139.5,221.2000000000001,SP_Mag,22527375,observed
125.20000000000002,155,177,198,227.00000000000003,SP_Tim,22527375,observed
59.8,84.5,107,142.5,185.40000000000003,Wet_BFL_Dur,22527375,observed
0.008000000000000007,0.16,0.52,1.1560000000000001,1.7176000000000002,Wet_BFL_Mag_10,22527375,observed
0.19000000000000003,0.275,1.6,3.945,8.960000000000003,Wet_BFL_Mag_50,22527375,observed
25.200000000000003,35.5,59,83,104.60000000000001,Wet_Tim,22527375,observed
114.80000000000001,128,144,152.5,156.1,Peak_Tim_10,22527375,observed
86.4,100.5,132,141.25,155.50000000000003,Peak_Tim_2,22527375,observed
104,126.5,137,147.25,150.5,Peak_Tim_5,22527375,observed
1,1,1,1.25,2.3,Peak_Dur_10,22527375,observed
1,1,2.5,5,10.600000000000009,Peak_Dur_2,22527375,observed
1,1,1.5,4,5,Peak_Dur_5,22527375,observed
509.9999999999999,509.9999999999999,509.9999999999999,509.9999999999999,509.9999999999999,Peak_10,22527375,observed
157.5,157.5,157.5,157.5,157.5,Peak_2,22527375,observed
366.6,366.6,366.6,366.6,366.6,Peak_5,22527375,observed
1,1,1,1.25,2.3,Peak_Fre_10,22527375,observed
1,1,2,3,6,Peak_Fre_2,22527375,observed
1,1,1,2.25,3,Peak_Fre_5,22527375,observed
