Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1998,322,165,0.4,1,4,3.1106672819736216,56,0.11145510835913311,16,75,149,59,1.1600000000000001,42,90,129,119.5,128,1,26,3,100.4,47.1,93.22000000000001,1,6,1
1999,265,222,0.17,0.37,2,4.251977058799358,47,0.09090909090909093,75,49,147,26,0.91,15,121,NA,138.5,NA,NA,4,NA,100.4,47.1,93.22000000000001,NA,4,NA
2000,132,295,0.13,0.19,NA,NA,NA,0.05714804063860673,138,33,157,36,0.5900000000000001,9.15,121,NA,135,136,NA,5,1,100.4,47.1,93.22000000000001,NA,1,1
2001,221,213,0.06,0.14,NA,NA,NA,0.08487654320987656,64,4,149,88,0.14,0.3,61,NA,NA,NA,NA,NA,NA,100.4,47.1,93.22000000000001,NA,NA,NA
2002,77,355,0.1,0.16,2,11.734558974562228,62,0.06097560975609748,255,26,100,32,0.387,0.985,68,NA,93,NA,NA,1,NA,100.4,47.1,93.22000000000001,NA,1,NA
2003,88,347,0.165,0.40799999999999986,2,1.2081691269394803,38,0.07537878787878793,254,22.2,93,27,0.07200000000000001,3.27,66,NA,NA,NA,NA,NA,NA,100.4,47.1,93.22000000000001,NA,NA,NA
2004,213,231,0.13,0.2380000000000001,NA,NA,NA,0.058571428571428545,78,1.53,153,84,0.303,0.535,69,NA,NA,NA,NA,NA,NA,100.4,47.1,93.22000000000001,NA,NA,NA
2005,219,221,0.24,0.4620000000000002,3,3.444012262685516,68,0.047317436661699006,25,4.27,196,118,0.287,1.12,78,NA,NA,NA,NA,NA,NA,100.4,47.1,93.22000000000001,NA,NA,NA
2006,127,265,0.18,2.074,NA,NA,NA,0.10557184750733141,75,57.3,190,116,3.445,18.55,74,91,133,91,2,25,2,100.4,47.1,93.22000000000001,1,2,1
2007,128,328,0.63,1.293,2,2.2093837435996004,7,0.08109589041095898,173,47.1,155,129,0.46599999999999997,1.93,26,NA,151,NA,NA,2,NA,100.4,47.1,93.22000000000001,NA,1,NA
2008,130,357,1.3,2.2450000000000006,3,2.07076609332682,9,0.07473096851335187,228,66.5,129,39,1.014,7.18,90,NA,123,NA,NA,9,NA,100.4,47.1,93.22000000000001,NA,3,NA
2009,125,331,1.52,2.1460000000000004,7,2.9308160994321,3,0.056961438635521,111,9.54,220,99,1.344,2.96,121,NA,NA,NA,NA,NA,NA,100.4,47.1,93.22000000000001,NA,NA,NA
2010,69,359,1.21,1.924,9,6.454449170348812,12,0.11262077294685993,125,5.74,234,144,2.2600000000000002,5.895,90,NA,NA,NA,NA,NA,NA,100.4,47.1,93.22000000000001,NA,NA,NA
2011,212,301,1.2650000000000001,2.479,5,3.8378119712153973,23,0.08267679164689129,121,92.2,180,118,2.66,5.470000000000001,62,NA,131,NA,NA,7,NA,100.4,47.1,93.22000000000001,NA,2,NA
2012,112,305,1.5750000000000002,2.4050000000000002,2,2.785133010827077,4,0.04101578146278943,106,74.4,199,52,1.747,2.705,147,NA,180.5,NA,NA,3,NA,100.4,47.1,93.22000000000001,NA,2,NA
2013,NA,318,NA,NA,4,3.3625658334736497,21,0.06043956043956049,227,41.9,91,40,1.723,4.49,51,NA,NA,NA,NA,NA,NA,100.4,47.1,93.22000000000001,NA,NA,NA
2014,122,289,1.52,1.6,3,3.736927633557215,50,0.012232530300763007,60,2.39,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.4,47.1,93.22000000000001,NA,NA,NA
2015,144,294,1.44,2.36,NA,NA,NA,0.06565656565656561,148,2.95,146,101,2.07,3.48,45,NA,NA,NA,NA,NA,NA,100.4,47.1,93.22000000000001,NA,NA,NA
2016,69,362,2.16,4.134,NA,NA,NA,0.08270726778828003,184,44.7,178,106,3.605,7.125,72,NA,168,165,NA,4,1,100.4,47.1,93.22000000000001,NA,2,1
2017,241,216,1.97,2.45,3,8.366023707210589,15,0.09122807017543867,69,142,147,82,4.718,41.8,65,129,114.5,129,9,44,10,100.4,47.1,93.22000000000001,3,4,3
2018,112,367,1.975,4.367,4,6.515533398853951,46,0.05741626794258368,174,15.8,193,102,1.64,3.065,91,NA,188,NA,NA,1,NA,100.4,47.1,93.22000000000001,NA,1,NA
2019,191,216,2.19,3.86,3,4.078265325548786,18,0.04323732718894002,52,34.4,164,52,3.914,7.994999999999999,112,NA,NA,NA,NA,NA,NA,100.4,47.1,93.22000000000001,NA,NA,NA
2020,52,355,1.67,2.318,NA,NA,NA,0.03209155369411071,127,3.81,228,187,1.786,2.46,41,NA,NA,NA,NA,NA,NA,100.4,47.1,93.22000000000001,NA,NA,NA
