Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1973,214,248,0,0.5370000000000003,14,3.922163119953505,42,0.47727272727272724,33,21,215,90,0,13,125,NA,144.5,151,NA,3,1,45.01000000000002,26.35,40.400000000000006,NA,2,1
1974,134,242,0,0,1,1.199691978500048,0,0.8666666666666667,13,4.2,229,133,0.32400000000000007,9.2,96,NA,158,NA,NA,6,NA,45.01000000000002,26.35,40.400000000000006,NA,3,NA
1975,NA,244,NA,NA,NA,NA,NA,0.9629629629629629,6,1.4,238,228,0,0,10,NA,NA,NA,NA,NA,NA,45.01000000000002,26.35,40.400000000000006,NA,NA,NA
1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,100,340,0,0,1,8.104744955606543,0,0.8947368421052632,100,28,240,NA,NA,NA,NA,NA,236,NA,NA,1,NA,45.01000000000002,26.35,40.400000000000006,NA,1,NA
1978,NA,400,NA,NA,NA,NA,NA,0.07614942528735633,129,19,271,197,0,4.7,74,224,289,282.5,26,101,33,45.01000000000002,26.35,40.400000000000006,3,13,4
1979,103,435,1.7,8.68,NA,NA,NA,0.2606060606060606,172,16,263,NA,NA,NA,NA,NA,193,NA,NA,36,NA,45.01000000000002,26.35,40.400000000000006,NA,11,NA
1980,NA,372,NA,NA,2,17.00299343324167,1,0.11538461538461539,104,38,268,165,4.020000000000001,25,103,NA,211,NA,NA,117,NA,45.01000000000002,26.35,40.400000000000006,NA,15,NA
1981,274,218,0,0.5870000000000002,NA,NA,NA,NA,14,4,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.01000000000002,26.35,40.400000000000006,NA,NA,NA
1982,235,243,0,3.9599999999999995,5,9.270730808322345,58,0.37037037037037035,39,44,204,78,1.1620000000000001,7.65,126,198,201.5,198,2,12,4,45.01000000000002,26.35,40.400000000000006,1,6,1
1983,NA,NA,NA,NA,14,2.535620082864103,42,NA,NA,49,269,157,7.240000000000001,29,112,265.5,227,259,10,112,22,45.01000000000002,26.35,40.400000000000006,6,8,9
1984,39,358,0,0.05400000000000006,3,34.95585589496258,4,0.48809523809523814,114,3.7,244,NA,NA,NA,NA,NA,46,NA,NA,24,NA,45.01000000000002,26.35,40.400000000000006,NA,8,NA
1985,145,268,0,0,NA,NA,NA,0.9,85,1.5,183,152,0,0.30000000000000004,31,NA,NA,NA,NA,NA,NA,45.01000000000002,26.35,40.400000000000006,NA,NA,NA
1986,NA,333,NA,NA,14,5.29690350226868,42,1,70,12,263,216,0,0.305,47,NA,145,NA,NA,1,NA,45.01000000000002,26.35,40.400000000000006,NA,1,NA
1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,NA,250,NA,NA,4,3.1507524213722227,11,1,41,18,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.01000000000002,26.35,40.400000000000006,NA,NA,NA
1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,260,302,1.3,11,1,8.904721501994597,26,0.35789473684210527,5,8.2,297,173,0.6199999999999994,13,124,NA,165.5,171,NA,20,1,45.01000000000002,26.35,40.400000000000006,NA,8,1
1993,NA,422,NA,NA,2,3.605602360233854,3,0.0339080459770115,164,16,258,62,0.86,9.5,196,NA,282,224.5,NA,106,6,45.01000000000002,26.35,40.400000000000006,NA,3,2
1994,241,225,0,0.41,NA,NA,NA,0.6285714285714286,10,8.3,215,NA,NA,NA,NA,NA,77,NA,NA,21,NA,45.01000000000002,26.35,40.400000000000006,NA,4,NA
1995,NA,374,NA,NA,3,4.068678742194552,5,0.11538461538461539,116,35,258,158,0,27,100,217,281,205,36,104,54,45.01000000000002,26.35,40.400000000000006,4,13,2
1996,89,321,1.7,5.680000000000001,NA,NA,NA,0.07407407407407403,44,9,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.01000000000002,26.35,40.400000000000006,NA,NA,NA
1997,185,315,2,9.699999999999998,3,10.872545123481004,30,0.446875,60,6.5,255,211,1.1,3.6,44,NA,87,NA,NA,12,NA,45.01000000000002,26.35,40.400000000000006,NA,3,NA
1998,NA,413,NA,NA,5,13.999196838860614,0,0.11336898395721923,122,8.3,291,157,0.562,10,134,NA,210.5,237.5,NA,21,4,45.01000000000002,26.35,40.400000000000006,NA,8,2
1999,53,327,0,0.24400000000000013,NA,NA,NA,0.7692307692307692,62,2.3,265,NA,NA,NA,NA,NA,58,NA,NA,2,NA,45.01000000000002,26.35,40.400000000000006,NA,1,NA
2000,143,321,0.14,1.4,NA,NA,NA,1,66,1.3,255,241,0,0.39,14,NA,NA,NA,NA,NA,NA,45.01000000000002,26.35,40.400000000000006,NA,NA,NA
2001,45,343,0,0.006000000000000014,5,1.4622742464457794,1,0.7333333333333333,71,0.89,272,174,0.03,0.71,98,NA,NA,NA,NA,NA,NA,45.01000000000002,26.35,40.400000000000006,NA,NA,NA
2002,65,318,0,0.016000000000000014,10,1.2439781328632156,22,0.9642857142857143,34,1.58,284,262,0,0.5,22,NA,NA,NA,NA,NA,NA,45.01000000000002,26.35,40.400000000000006,NA,NA,NA
2003,85,303,0.05,0.8740000000000012,NA,NA,NA,0.6428571428571428,20,6.47,283,266,0,1.165,17,NA,NA,NA,NA,NA,NA,45.01000000000002,26.35,40.400000000000006,NA,NA,NA
2004,72,371,2,11,6,1.993903814324869,1,0.7594117647058825,104,4.8,267,245,0,0.45,22,NA,NA,NA,NA,NA,NA,45.01000000000002,26.35,40.400000000000006,NA,NA,NA
2005,NA,350,NA,NA,1,2.431238353520673,17,0.09347826086956522,59,44,291,219,0.10200000000000004,7.3,72,248,296,261.5,21,56,27,45.01000000000002,26.35,40.400000000000006,2,9,2
2006,127,250,2.98,11.9,NA,NA,NA,0.9393939393939393,7,6.18,243,NA,NA,NA,NA,NA,17.5,NA,NA,4,NA,45.01000000000002,26.35,40.400000000000006,NA,2,NA
2007,116,306,0,1.8050000000000002,NA,NA,NA,0.7682119205298014,29,6.16,277,266,0,0.98,11,NA,188,NA,NA,2,NA,45.01000000000002,26.35,40.400000000000006,NA,1,NA
2008,45,343,0.63,1.6940000000000004,8,3.3925468244994765,23,0.7018467852257182,55,7.18,288,232,0,1.705,56,NA,144,148,NA,6,1,45.01000000000002,26.35,40.400000000000006,NA,3,1
2009,110,316,0.11,2.0260000000000007,9,1.5303600992289699,10,1,66,3.93,250,228,0,1.595,22,NA,NA,NA,NA,NA,NA,45.01000000000002,26.35,40.400000000000006,NA,NA,NA
2010,68,338,0.13,0.7620000000000002,4,2.703179100554874,13,0.5,93,0.9,245,185,0,1.37,60,NA,145,NA,NA,4,NA,45.01000000000002,26.35,40.400000000000006,NA,2,NA
2011,NA,338,NA,NA,2,3.1685479446753266,19,0.5959302325581395,85,3,253,213,0,3.7,40,NA,176,NA,NA,2,NA,45.01000000000002,26.35,40.400000000000006,NA,2,NA
2012,78,337,0.055,1.3909999999999993,3,10.168553755130988,8,0.7421965317919075,110,14.6,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.01000000000002,26.35,40.400000000000006,NA,NA,NA
