p10,p25,p50,p75,p90,metric,comid,result_type
171.2,200.5,240,268.75,316.4,DS_Dur_WS,17573685,observed
158.8,186.25,204.5,225.5,253.8,DS_Tim,17573685,observed
0,0,0.05,0.38499999999999995,2.121999999999999,DS_Mag_50,17573685,observed
0,0.45599999999999985,2.4049999999999994,16.45000000000004,37.59999999999999,DS_Mag_90,17573685,observed
1,2.5,4.5,8.75,16,FA_Dur,17573685,observed
4.566563008481714,11.339455847575993,61.004021946389415,172.99158919479908,791.9786294615212,FA_Mag,17573685,observed
2.1000000000000005,15.5,38.5,49.75,59.5,FA_Tim,17573685,observed
0.0671391288412565,0.09353146853146854,0.16250000000000003,0.25891316848763657,0.44142292490118584,SP_ROC,17573685,observed
13.200000000000001,20,33,49,89.6,SP_Dur,17573685,observed
712,1390,4190,6920,29820.000000000004,SP_Mag,17573685,observed
123.80000000000001,154,162,182,202.60000000000002,SP_Tim,17573685,observed
30.2,47,57,96,138.60000000000002,Wet_BFL_Dur,17573685,observed
0,0,0.5,4.9,58.720000000000034,Wet_BFL_Mag_10,17573685,observed
0.09800000000000003,3,55,370,1399.2000000000005,Wet_BFL_Mag_50,17573685,observed
38.3,74.25,100.5,119.25,127.4,Wet_Tim,17573685,observed
124,133.125,138.75,142.5,147,Peak_Tim_10,17573685,observed
92.5,130,136.5,144.5,165,Peak_Tim_2,17573685,observed
132,133.5,138,147,155,Peak_Tim_5,17573685,observed
1.5,2,2,2.75,3,Peak_Dur_10,17573685,observed
1,2,3,10.25,16,Peak_Dur_2,17573685,observed
1,1,2,2.5,3,Peak_Dur_5,17573685,observed
29119.999999999996,29119.999999999996,29119.999999999996,29119.999999999996,29119.999999999996,Peak_10,17573685,observed
3700,3700,3700,3700,3700,Peak_2,17573685,observed
21980.000000000007,21980.000000000007,21980.000000000007,21980.000000000007,21980.000000000007,Peak_5,17573685,observed
1,1,1.5,2,2.5,Peak_Fre_10,17573685,observed
1,1,2,4,5.5,Peak_Fre_2,17573685,observed
1,1,1,1.5,2,Peak_Fre_5,17573685,observed
