p10,p25,p50,p75,p90,metric,comid,result_type
146.8,169.5,194,228.5,259.2,DS_Dur_WS,8205291,observed
196.8,230,249,267,282.2,DS_Tim,8205291,observed
0,0.99,6.45,15,23.64,DS_Mag_50,8205291,observed
7.344000000000001,16,35,61.099999999999994,97.28000000000006,DS_Mag_90,8205291,observed
2,3,5,8,10,FA_Dur,8205291,observed
10.014398444463147,25.497403524697006,55.955796549321306,189.98480677146665,486.3574840931948,FA_Mag,8205291,observed
16.9,27.5,41,49.75,63.1,FA_Tim,8205291,observed
0.0373864430468204,0.0420163016171079,0.04752388134741074,0.0626229346970889,0.07909235549565738,SP_ROC,8205291,observed
38.8,49,61,76,99.00000000000001,SP_Dur,8205291,observed
102.60000000000001,379.5,840,1860,3536,SP_Mag,8205291,observed
148.6,161,179,198,214.2,SP_Tim,8205291,observed
53,68.5,91,127,158,Wet_BFL_Dur,8205291,observed
15.08,27.950000000000003,50.22,100.9,194.12000000000003,Wet_BFL_Mag_10,8205291,observed
47.5,81,182.5,326.25,640.4000000000001,Wet_BFL_Mag_50,8205291,observed
38,58,82,101.5,116,Wet_Tim,8205291,observed
85.5,114,123,131.5,153.70000000000002,Peak_Tim_10,8205291,observed
96.5,111.75,125.25,141.25,162,Peak_Tim_2,8205291,observed
88.7,114,125.5,139,175.59999999999997,Peak_Tim_5,8205291,observed
1,1,1,2,2,Peak_Dur_10,8205291,observed
1,1,3,5.25,8.100000000000001,Peak_Dur_2,8205291,observed
1,1,1,2.25,3,Peak_Dur_5,8205291,observed
9762,9762,9762,9762,9762,Peak_10,8205291,observed
3430,3430,3430,3430,3430,Peak_2,8205291,observed
6886.000000000001,6886.000000000001,6886.000000000001,6886.000000000001,6886.000000000001,Peak_5,8205291,observed
1,1,1,1,1,Peak_Fre_10,8205291,observed
1,1,2,3,4.100000000000001,Peak_Fre_2,8205291,observed
1,1,1,2,2,Peak_Fre_5,8205291,observed
