p10,p25,p50,p75,p90,metric,comid,result_type
155.1,179.5,213,242.5,290.20000000000005,DS_Dur_WS,17574345,observed
187,221,242,261.5,278,DS_Tim,17574345,observed
3,4.074999999999999,7.125,11.5,18.060000000000002,DS_Mag_50,17574345,observed
5.788,8.237500000000002,26.2,44.425000000000004,87.21400000000008,DS_Mag_90,17574345,observed
2,3,5,6,6.600000000000001,FA_Dur,17574345,observed
7.269700881240976,24.991672884813234,40.010461013429655,107.97551414650653,324.1956992593936,FA_Mag,17574345,observed
21.200000000000003,28,40,48,61.60000000000001,FA_Tim,17574345,observed
0.0380952380952381,0.04451345755693578,0.05263157894736842,0.06266447368421052,0.07080200501253132,SP_ROC,17574345,observed
32,53,74,109,142,SP_Dur,17574345,observed
116,337,1110,2355,11700,SP_Mag,17574345,observed
94,134.5,156,177.5,189,SP_Tim,17574345,observed
19,34.25,57,94.25,133.3,Wet_BFL_Dur,17574345,observed
5.696000000000001,10.075,18.450000000000003,30,66.34,Wet_BFL_Mag_10,17574345,observed
13.815000000000001,20.05,41.5,161.5,387.1000000000001,Wet_BFL_Mag_50,17574345,observed
37.900000000000006,58.5,89,114.5,121.60000000000002,Wet_Tim,17574345,observed
124,132.25,133.5,140.375,146.75,Peak_Tim_10,17574345,observed
75.5,125.625,134,147.75,163,Peak_Tim_2,17574345,observed
89,115,133,146.75,154,Peak_Tim_5,17574345,observed
1,1,1.5,2.75,4,Peak_Dur_10,17574345,observed
1,1,2,5,8.5,Peak_Dur_2,17574345,observed
1,1,1,2,3,Peak_Dur_5,17574345,observed
17000,17000,17000,17000,17000,Peak_10,17574345,observed
3650,3650,3650,3650,3650,Peak_2,17574345,observed
10400,10400,10400,10400,10400,Peak_5,17574345,observed
1,1,1,1.75,2.5,Peak_Fre_10,17574345,observed
1,1,1,2.75,4.5,Peak_Fre_2,17574345,observed
1,1,1,1,2,Peak_Fre_5,17574345,observed
