Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1969,147,284,6.7,8.4,2,47.991324826833484,33,0.07142857142857142,54,37,230,130,20,53,100,NA,117,NA,NA,1,NA,2893.9999999999995,1145,2166,NA,1,NA
1970,200,213,8.2,14,4,105.99497718112211,14,0.05263157894736842,55,420,158,93,11,55,65,112,107,112,1,3,1,2893.9999999999995,1145,2166,1,3,1
1971,192,226,8.3,12,7,56.98243698723219,34,0.09449404761904762,46,446,180,133,16,29,47,NA,NA,NA,NA,NA,NA,2893.9999999999995,1145,2166,NA,NA,NA
1972,240,217,5.9,20.099999999999994,2,21.98904998081901,35,0.09054487179487183,7,29,210,158,6.2700000000000005,8.3,52,NA,NA,NA,NA,NA,NA,2893.9999999999995,1145,2166,NA,NA,NA
1973,196,200,9.75,21,3,133.99818662803347,10,0.05718954248366013,26,163,174,83,42.2,102,91,NA,109,NA,NA,5,NA,2893.9999999999995,1145,2166,NA,5,NA
1974,234,250,12,18,7,19.999341901369142,11,0.041666666666666664,42,88,208,178,20,53.5,30,NA,166.5,NA,NA,2,NA,2893.9999999999995,1145,2166,NA,2,NA
1975,NA,234,NA,NA,4,26.990359559629763,17,0.07692307692307693,41,354,193,75,22.4,55,118,NA,171,NA,NA,1,NA,2893.9999999999995,1145,2166,NA,1,NA
1976,NA,336,NA,NA,2,110.99938396053531,9,0.07594936708860765,114,9.7,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2893.9999999999995,1145,2166,NA,NA,NA
1977,133,301,1.9,6.119999999999999,4,62.00015821989734,0,0.1338308457711443,85,22,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2893.9999999999995,1145,2166,NA,NA,NA
1978,198,258,6.5,9.3,6,6.381651594935634,19,0.06666666666666667,58,133,200,132,20.1,91.5,68,NA,107,NA,NA,1,NA,2893.9999999999995,1145,2166,NA,1,NA
1979,101,341,7.1,25,5,17.995135311613673,19,0.04959016393442624,121,45,220,130,10,29,90,NA,NA,NA,NA,NA,NA,2893.9999999999995,1145,2166,NA,NA,NA
1980,135,289,8.6,13.800000000000026,2,115.99492115929354,18,0.08333333333333333,129,391,160,84,17.900000000000002,70.5,76,NA,122.5,NA,NA,2,NA,2893.9999999999995,1145,2166,NA,2,NA
1981,121,317,7,45,5,18.000012794649074,7,0.09090909090909091,142,193,175,117,4.9,14,58,NA,NA,NA,NA,NA,NA,2893.9999999999995,1145,2166,NA,NA,NA
1982,215,225,16,44.599999999999994,2,26.999911791346182,6,0.06711711711711713,29,1180,196,124,49.3,93,72,138,165,138,4,5,4,2893.9999999999995,1145,2166,3,4,3
1983,158,234,18,28.30000000000001,5,99.99637032270222,24,0.04880952380952381,21,490,213,139,27.8,257,74,NA,134.5,157.5,NA,8,2,2893.9999999999995,1145,2166,NA,6,2
1984,116,271,13,23,3,75.9998308493423,0,0.054093567251461985,67,61,204,178,26,41.5,26,NA,NA,NA,NA,NA,NA,2893.9999999999995,1145,2166,NA,NA,NA
1985,125,358,12,70.80000000000007,2,102.99256171203923,10,0.08333333333333333,178,548,180,159,18,25,21,NA,130,130,NA,1,1,2893.9999999999995,1145,2166,NA,1,1
1986,280,194,15,32,5,118.99430729056827,20,0.08035714285714286,30,990,164,47,32.6,129,117,139,138,138,1,4,3,2893.9999999999995,1145,2166,1,1,1
1987,63,306,6.7,7.7,5,38.98860306221326,65,0.06666666666666667,138,99,168,60,12.700000000000001,21,108,NA,NA,NA,NA,NA,NA,2893.9999999999995,1145,2166,NA,NA,NA
1988,131,276,3.1,4,NA,NA,NA,0.06809210526315788,67,72,209,206,7.8,14,3,NA,NA,NA,NA,NA,NA,2893.9999999999995,1145,2166,NA,NA,NA
1989,106,269,3.4,5,3,6.076817757445703,7,0.029850746268656744,61,27,208,167,5.46,11,41,NA,NA,NA,NA,NA,NA,2893.9999999999995,1145,2166,NA,NA,NA
1990,229,256,5.2,16,NA,NA,NA,0.078125,13,127,243,234,5.930000000000001,9.9,9,NA,NA,NA,NA,NA,NA,2893.9999999999995,1145,2166,NA,NA,NA
1991,189,194,3.8,12,6,20.002068990442393,2,0.06904761904761905,14,484,180,61,6.5,22,119,NA,NA,NA,NA,NA,NA,2893.9999999999995,1145,2166,NA,NA,NA
1992,76,307,2.5,2.7,NA,NA,NA,0.07142857142857142,146,196,161,144,3.9,6.8,17,NA,134,NA,NA,1,NA,2893.9999999999995,1145,2166,NA,1,NA
