Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1940,226,220,10,19.5,NA,NA,NA,0.07060185185185186,33,2590,187,96,77,388,91,NA,149,150,NA,8,2,10600,2200,8010,NA,3,1
1941,190,247,17,26.099999999999994,NA,NA,NA,0.06443914081145585,57,9550,190,110,194.7,956.5,80,NA,147.5,160,NA,31,4,10600,2200,8010,NA,8,4
1942,206,261,20,42.5,NA,NA,NA,0.07096036585365853,61,785,200,129,58,318,71,NA,116,NA,NA,6,NA,10600,2200,8010,NA,3,NA
1943,293,205,21,45.80000000000001,4,159.99707927503854,49,0.08356881214024071,41,4320,164,63,42,264,101,NA,135.5,113,NA,7,1,10600,2200,8010,NA,2,1
1944,290,188,16,34.200000000000045,NA,NA,NA,0.07526881720430108,28,3460,160,28,70.7,349.5,132,NA,153,NA,NA,4,NA,10600,2200,8010,NA,2,NA
1945,217,209,9.8,34.80000000000001,4,30.99817357232851,41,0.061224489795918366,28,1170,181,69,26,124,112,NA,124,124,NA,3,1,10600,2200,8010,NA,1,1
1946,180,225,5.4,11.099999999999994,4,29.93661065874021,30,0.05555555555555555,39,155,186,126,33,56.5,60,NA,NA,NA,NA,NA,NA,10600,2200,8010,NA,NA,NA
1947,283,234,4.9,11,NA,NA,NA,0.07692307692307693,49,78,185,146,22,32.5,39,NA,NA,NA,NA,NA,NA,10600,2200,8010,NA,NA,NA
1948,268,242,2.4,8.860000000000003,NA,NA,NA,0.09523809523809523,24,95,218,67,9.860000000000001,19,151,NA,NA,NA,NA,NA,NA,10600,2200,8010,NA,NA,NA
1949,254,208,1,6.1,4,4.815443455941801,11,0.09232954545454546,41,988,167,23,15,127,144,NA,NA,NA,NA,NA,NA,10600,2200,8010,NA,NA,NA
