Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1990,233,307,4.4,6.6,NA,NA,NA,0.047247023809523885,99,14,208,84,5.2,7.2,124,NA,NA,NA,NA,NA,NA,653,123,362,NA,NA,NA
1991,113,302,4.3,4.88,4,12.159389777774356,61,0.05771365149833517,63,26,239,65,6.82,14,174,NA,NA,NA,NA,NA,NA,653,123,362,NA,NA,NA
1992,152,372,4.05,8.3,5,9.283465065752114,25,0.045454545454545456,173,209,199,150,4.4,6.45,49,NA,190,NA,NA,6,NA,653,123,362,NA,1,NA
1993,112,321,6.1,6.9,3,8.511650784315401,29,0.029925373134328408,88,55,233,81,12,40,152,NA,NA,NA,NA,NA,NA,653,123,362,NA,NA,NA
1994,224,296,5,11,NA,NA,NA,0.03660714285714278,71,10,225,158,5.8,6.6,67,NA,NA,NA,NA,NA,NA,653,123,362,NA,NA,NA
1995,189,297,5.5,9.820000000000002,NA,NA,NA,0.054093567251461985,23,999,274,120,28,47,154,269,268,272,3,7,5,653,123,362,1,3,2
1996,105,327,4.9,8.240000000000004,4,11.985978366366316,72,0.04880952380952379,95,1750,232,112,14,26,120,228,228,228,2,2,2,653,123,362,1,1,1
1997,146,256,5,6.1,7,14.996653190190525,48,0.07608695652173907,158,342,98,32,8.729999999999999,12,66,93,93,93,1,4,1,653,123,362,1,1,1
1998,155,326,4.9,5.7,NA,NA,NA,0.047619047619047616,65,88,261,225,4.7,10,36,NA,NA,NA,NA,NA,NA,653,123,362,NA,NA,NA
1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,251,136,6.8,8.9,115,NA,NA,NA,NA,NA,NA,653,123,362,NA,NA,NA
2000,NA,259,NA,NA,NA,NA,NA,0.0571428571428572,61,190,198,27,13,17,171,NA,188,NA,NA,8,NA,653,123,362,NA,1,NA
2001,81,374,4,4.6,2,166.99893202307567,1,0.09090909090909098,151,31,223,NA,NA,NA,NA,NA,1,NA,NA,1,NA,653,123,362,NA,1,NA
2002,158,362,6,8,7,9.776345535856759,54,0.034888438133874294,142,11,220,139,4.28,5.4,81,NA,NA,NA,NA,NA,NA,653,123,362,NA,NA,NA
2003,161,360,5,6.8,3,27.94319999491755,38,0.043478260869565064,138,131,222,68,6.37,63,154,NA,218,NA,NA,1,NA,653,123,362,NA,1,NA
2004,291,229,5.4,10,6,23.011808642673184,74,0.05999999999999996,14,169,215,60,9.93,89,155,NA,206,NA,NA,20,NA,653,123,362,NA,3,NA
2005,225,283,6.5,8.7,2,11.997895554364645,19,0.060975609756097456,62,241,221,67,16.6,27,154,NA,216,209,NA,5,1,653,123,362,NA,3,1
2006,NA,287,NA,NA,2,12.982093798433121,62,0.043478260869565216,63,71,224,82,12,33.5,142,NA,185,NA,NA,1,NA,653,123,362,NA,1,NA
2007,247,259,5,6.4,NA,NA,NA,0.026144907723855058,49,8.8,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653,123,362,NA,NA,NA
2008,105,280,5.8,6.4,2,13.740224417477727,58,0.03658536585365841,58,17,222,82,7.9,9.25,140,NA,NA,NA,NA,NA,NA,653,123,362,NA,NA,NA
2009,261,266,6.1,8.3,NA,NA,NA,0.042553191489361736,228,224,38,19,5.2,6,19,NA,32,NA,NA,5,NA,653,123,362,NA,1,NA
2010,143,296,6.1,8.36,2,21.957072257575273,13,0.058823529411764705,44,58,252,91,12,24,161,NA,NA,NA,NA,NA,NA,653,123,362,NA,NA,NA
2011,152,337,9.9,25.900000000000006,6,38.79206714488496,45,0.03743110838946717,79,55,258,185,11,16,73,NA,NA,NA,NA,NA,NA,653,123,362,NA,NA,NA
2012,156,252,5,5.6,3,28.99185918244796,4,0.03296703296703285,104,386,148,25,5.2,298,123,NA,129,136,NA,22,14,653,123,362,NA,1,1
2013,180,317,4.3,5.4,NA,NA,NA,0.022988505747126357,124,11,193,151,5.3,6.1,42,NA,NA,NA,NA,NA,NA,653,123,362,NA,NA,NA
2014,162,355,4.5,5.29,NA,NA,NA,0.04545454545454543,134,7.2,221,90,4.2,5.3,131,NA,NA,NA,NA,NA,NA,653,123,362,NA,NA,NA
2015,146,375,4,6.5,NA,NA,NA,0.04825581395348838,162,25,213,62,5.01,11,151,NA,NA,NA,NA,NA,NA,653,123,362,NA,NA,NA
2016,166,283,6.15,8.350000000000001,NA,NA,NA,0.052289815447710206,94,131,189,43,7.6,14,146,NA,185,NA,NA,1,NA,653,123,362,NA,1,NA
2017,134,269,5.9,8.870000000000001,NA,NA,NA,0.06486676016830295,165,653,104,21,16,17,83,100,97,97,1,6,4,653,123,362,1,1,1
2018,282,270,6.1,25,NA,NA,NA,0.06666666666666667,197,75,73,36,6.35,76,37,NA,172,NA,NA,1,NA,653,123,362,NA,1,NA
2019,95,298,5.9,7.5600000000000005,NA,NA,NA,0.0240963855421688,16,523,282,96,24.5,46.5,186,NA,238,239,NA,16,13,653,123,362,NA,2,2
2020,105,288,5.4,53,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,653,123,362,NA,NA,NA
