comid,metric,p10,p25,p50,p75,p90,source,result_type
5329621,Peak_Dur_2,1,1,2,4,5,inferred,predicted
5329621,Peak_Dur_5,1,1,1,2,3,inferred,predicted
5329621,Peak_Fre_2,1,1,1,2,3,inferred,predicted
5329621,Peak_Fre_5,1,1,1,1,2,inferred,predicted
5329621,Peak_10,1209.08970033084,1512.8411185525501,2095.22312061987,3294.0248545000004,3647.5603642759206,model,predicted
5329621,Peak_2,402.08779337309403,681.9828004575251,1295.94015969315,1895.29941269274,1954.4150333994,model,predicted
5329621,Peak_5,1039.70898574119,1354.51208066475,2174.58173908023,2986.75194453531,3281.27315494101,model,predicted
5329621,DS_Dur_WS,144.95,173.71875,194.875,222.05,248.268333333333,model,predicted
5329621,DS_Mag_50,0.642913747594811,1.31308873349975,1.99138601352806,2.61658071845991,3.50135693963871,model,predicted
5329621,DS_Mag_90,3.329854395609,4.81286541642071,7.82439236983786,11.4940970087972,17.8185783246367,model,predicted
5329621,DS_Tim,198.49,222,240,256,275.255,model,predicted
5329621,FA_Dur,2,2,3,5,6.5,obs,predicted
5329621,FA_Mag,5.38175435613704,9.36817975602886,19.5761850004399,50.4185620871871,86.5731713537198,model,predicted
5329621,FA_Tim,9.495,19.5333333333333,28,40.1166666666666,49.82,model,predicted
5329621,Peak_Dur_10,1,1,2,2,3,obs,predicted
5329621,Peak_Fre_10,1,1,1,1,2,obs,predicted
5329621,SP_Dur,25.6633333333333,32.7333333333333,41.225,61,93.9225,model,predicted
5329621,SP_Mag,72.8604596162062,132.454970252168,265.258198623911,519.41982114762,862.554211753183,model,predicted
5329621,SP_ROC,0.0300964961449692,0.0508287518361106,0.064429646285566,0.0851310844282136,0.100773627995302,obs,predicted
5329621,SP_Tim,158,173,178.533333333334,188.46875,207.6325,model,predicted
5329621,Wet_BFL_Dur,70.14,86.35625,103.145833333333,138.025,153.41,model,predicted
5329621,Wet_BFL_Mag_10,4.77968160898713,8.28119598835901,12.8696542953303,18.4374107051113,25.9805727763328,model,predicted
5329621,Wet_BFL_Mag_50,24.6431003668135,34.8200178211247,48.0410769776817,70.7722931394898,92.1236815365719,model,predicted
5329621,Wet_Tim,47.2416666666666,56.4916666666666,64.7333333333333,73.7125,82.51,model,predicted
