Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1957,119,358,0.2,2.9400000000000004,7,1.6811645548789436,53,0.33333333333333326,124,90,234,98,0.2,1.15,136,NA,NA,NA,NA,NA,NA,1111.7000000000007,493,877.8000000000001,NA,NA,NA
1958,227,229,0.6,2.0400000000000005,NA,NA,NA,0.0857843137254902,41,801,188,77,4.6,73,111,NA,182,NA,NA,3,NA,1111.7000000000007,493,877.8000000000001,NA,1,NA
1959,253,223,0.5,0.9,NA,NA,NA,0.1388888888888889,79,186,144,54,0.36000000000000015,2.25,90,NA,NA,NA,NA,NA,NA,1111.7000000000007,493,877.8000000000001,NA,NA,NA
1960,183,226,0.2,0.4,NA,NA,NA,0.16666666666666666,58,22,168,58,0.87,10.4,110,NA,NA,NA,NA,NA,NA,1111.7000000000007,493,877.8000000000001,NA,NA,NA
1961,259,229,0,0,4,1.0347432939515582,43,0.5,50,5.8,179,136,0.2,0.5,43,NA,NA,NA,NA,NA,NA,1111.7000000000007,493,877.8000000000001,NA,NA,NA
1962,278,198,0,0.5,20,6.587629510207835,61,0.14642857142857144,21,38,177,55,0,34,122,NA,137,NA,NA,1,NA,1111.7000000000007,493,877.8000000000001,NA,1,NA
1963,162,234,0.3,3.6200000000000045,4,386.8775433178427,12,0.08333333333333333,30,297,204,94,0.060000000000000143,36.5,110,122,154,122,1,4,2,1111.7000000000007,493,877.8000000000001,1,2,1
1964,244,194,0,0.4,4,10.892975803316485,10,0.17095265926358855,78,251,116,86,0.2,1.25,30,NA,NA,NA,NA,NA,NA,1111.7000000000007,493,877.8000000000001,NA,NA,NA
1965,179,225,0,0.4,3,1.2652687858379275,31,0.1363636363636364,24,53,201,129,1.6,14,72,NA,82,NA,NA,2,NA,1111.7000000000007,493,877.8000000000001,NA,1,NA
1966,245,167,0,0.4,NA,NA,NA,0.13392857142857145,21,6,146,108,0.3,3.2,38,NA,NA,NA,NA,NA,NA,1111.7000000000007,493,877.8000000000001,NA,NA,NA
1967,195,265,0.2,0.7,NA,NA,NA,0.11538461538461549,18,21,247,201,0.5,21,46,NA,140.5,NA,NA,4,NA,1111.7000000000007,493,877.8000000000001,NA,4,NA
1968,254,211,0.155,0.5370000000000003,3,1.0601742433702515,20,0.1333333333333333,40,60,171,77,0.266,1.6,94,NA,NA,NA,NA,NA,NA,1111.7000000000007,493,877.8000000000001,NA,NA,NA
1969,212,228,0.595,1.4,7,1.8950502703708516,33,0.11764705882352938,37,48,191,92,11,71.5,99,NA,116,NA,NA,3,NA,1111.7000000000007,493,877.8000000000001,NA,3,NA
1970,224,188,0.24,3,4,13.989759593854338,15,0.0976190476190476,30,143,158,84,7.430000000000001,34,74,NA,109.5,109.5,NA,2,2,1111.7000000000007,493,877.8000000000001,NA,2,2
1971,222,216,0.14,0.44,NA,NA,NA,0.16515151515151516,17,12,199,153,2.1,9.3,46,NA,NA,NA,NA,NA,NA,1111.7000000000007,493,877.8000000000001,NA,NA,NA
1972,256,204,0,3.3,NA,NA,NA,0.3680555555555556,72,43,132,60,0.08,0.61,72,NA,NA,NA,NA,NA,NA,1111.7000000000007,493,877.8000000000001,NA,NA,NA
1973,185,213,0.22,0.45,2,183.96348424839192,44,0.0769230769230769,38,65,175,81,18,58,94,NA,118,NA,NA,2,NA,1111.7000000000007,493,877.8000000000001,NA,2,NA
1974,188,297,0.46499999999999997,2.5,NA,NA,NA,0.09377289377289377,111,542,186,154,8.520000000000001,26,32,NA,166.5,NA,NA,2,NA,1111.7000000000007,493,877.8000000000001,NA,2,NA
1975,NA,229,NA,NA,3,4.414787179391174,27,0.13519212746016865,36,70,193,74,4.2,40,119,NA,NA,NA,NA,NA,NA,1111.7000000000007,493,877.8000000000001,NA,NA,NA
1976,NA,213,NA,NA,7,46.789335165460635,9,0.38750000000000007,15,18,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111.7000000000007,493,877.8000000000001,NA,NA,NA
1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,208,252,0,0.042000000000000454,5,29.97175223811725,52,0.4233333333333333,13,17,239,167,2.1,23,72,NA,107,NA,NA,1,NA,1111.7000000000007,493,877.8000000000001,NA,1,NA
1979,215,230,0,0.5959999999999999,3,38.94807754976945,52,0.21978021978021972,8,8.9,222,128,2.6,10,94,NA,NA,NA,NA,NA,NA,1111.7000000000007,493,877.8000000000001,NA,NA,NA
1980,238,235,0,0.9730000000000001,3,6.088219095762759,19,0.1341829085457271,9,12,226,147,3.7600000000000002,13,79,NA,122,104,NA,4,1,1111.7000000000007,493,877.8000000000001,NA,2,1
1981,217,223,0,2.680000000000004,3,33.98012309391778,64,0.14530791788856307,47,110,176,69,2.78,5.6,107,NA,NA,NA,NA,NA,NA,1111.7000000000007,493,877.8000000000001,NA,NA,NA
1982,235,236,1.2,8.979999999999999,9,8.997665810464687,27,0.0625,40,652,196,122,2.9000000000000083,49,74,95,137,116.5,2,5,3,1111.7000000000007,493,877.8000000000001,1,3,2
1983,148,254,1.1,6.730000000000001,4,222.9370237780926,48,0.06066176470588235,39,207,215,110,32.9,119.5,105,NA,134.5,NA,NA,6,NA,1111.7000000000007,493,877.8000000000001,NA,4,NA
1984,158,236,0.35,0.9790000000000003,6,5.395870259328814,0,0.07785336356764935,31,9.2,205,169,5.76,17,36,NA,NA,NA,NA,NA,NA,1111.7000000000007,493,877.8000000000001,NA,NA,NA
1985,290,194,0.215,6.210000000000003,4,4.308952902733825,15,0.11627906976744186,12,54,182,154,0.886,5.2,28,NA,NA,NA,NA,NA,NA,1111.7000000000007,493,877.8000000000001,NA,NA,NA
1986,276,199,0.79,6.05,7,1.2424155731544528,20,0.08088235294117646,35,431,164,46,13.5,47.5,118,139,148,139,3,5,3,1111.7000000000007,493,877.8000000000001,1,2,1
1987,209,193,0,0.26,7,2.878256145005184,65,0.16129032258064516,25,32,168,59,1.48,3,109,NA,NA,NA,NA,NA,NA,1111.7000000000007,493,877.8000000000001,NA,NA,NA
1988,226,214,0,0,NA,NA,NA,0.26666666666666666,102,52,112,76,0,0.31,36,NA,NA,NA,NA,NA,NA,1111.7000000000007,493,877.8000000000001,NA,NA,NA
1989,186,195,0,0,5,41.86101605222237,53,0.27777777777777773,16,170,179,105,0,0.6,74,NA,NA,NA,NA,NA,NA,1111.7000000000007,493,877.8000000000001,NA,NA,NA
1990,NA,256,NA,NA,NA,NA,NA,1,13,34,243,228,0,0.435,15,NA,NA,NA,NA,NA,NA,1111.7000000000007,493,877.8000000000001,NA,NA,NA
