comid,metric,p10,p25,p50,p75,p90,source,result_type
8205291,Peak_Dur_2,1,1,3,6,10,inferred,predicted
8205291,Peak_Dur_5,1,1,1,2,4,inferred,predicted
8205291,Peak_Fre_2,1,1,2,3,5,inferred,predicted
8205291,Peak_Fre_5,1,1,1,2,2,inferred,predicted
8205291,Peak_10,3539.2815644748403,5147.46758988427,9009.33562745428,13355.7184761648,18786.4856817826,model,predicted
8205291,Peak_2,672.043164573154,1384.85608442869,2760.36166554575,6361.10146571141,7450.940820429671,model,predicted
8205291,Peak_5,2133.5820000000003,3535.7529999999997,6501.897,11567.96,14776.82,model,predicted
8205291,DS_Dur_WS,119.6725,148.5,182.333333333333,214.833333333333,249.2975,model,predicted
8205291,DS_Mag_50,0.404077825239919,2.94449440544477,8.85869390610326,18.2462021129521,27.6481843447794,model,predicted
8205291,DS_Mag_90,6.96180583368867,14.9508154014025,28.5330421486088,52.5843884881596,93.6842096926838,model,predicted
8205291,DS_Tim,207.189166666666,229.5,253.55,271.689583333334,288.2625,model,predicted
8205291,FA_Dur,2,3,4,6,9,obs,predicted
8205291,FA_Mag,14.5619326775339,30.1398953673219,63.2929394613548,121.676471052993,246.281436600247,model,predicted
8205291,FA_Tim,12.6925,26.2,37.8,45.25,58.3716666666666,model,predicted
8205291,Peak_Dur_10,1,1,1,2,3,obs,predicted
8205291,Peak_Fre_10,1,1,1,1,2,obs,predicted
8205291,SP_Dur,31.7133333333334,44.8,62.6791666666666,83.6354166666667,116.765,model,predicted
8205291,SP_Mag,69.6373846500189,167.098834069468,377.970036672719,941.463403998124,2415.76111655987,model,predicted
8205291,SP_ROC,0.0377445093584334,0.0500000000000001,0.0666666666666667,0.0943396226415094,0.151475888975889,obs,predicted
8205291,SP_Tim,155.5125,168.864583333333,178.3125,189,212.6325,model,predicted
8205291,Wet_BFL_Dur,53.5,73.2875,91.375,124.28125,152.2,model,predicted
8205291,Wet_BFL_Mag_10,9.75418461929351,21.908420977569,42.1061389264395,72.5804481786445,119.277329618142,model,predicted
8205291,Wet_BFL_Mag_50,32.0473803883491,59.3259526588096,122.172919190919,224.01713789139,339.67111873331,model,predicted
8205291,Wet_Tim,51.2416666666666,69.425,85.1666666666667,98,108.8325,model,predicted
