p10,p25,p50,p75,p90,metric,comid,result_type
172.8,195,208,236,265.40000000000003,DS_Dur_WS,8210533,observed
186.7,217,238.5,252.5,266.7,DS_Tim,8210533,observed
0,0,0,0,0.06700000000000039,DS_Mag_50,8210533,observed
0,0.9700000000000017,12.2,38,53.02000000000001,DS_Mag_90,8210533,observed
2,2,4,10.25,15,FA_Dur,8210533,observed
16.713216990622207,41.2424650399483,169.98154479063766,436.72665425816353,522.9892263718696,FA_Mag,8210533,observed
41.5,45.5,52,64.25,69.5,FA_Tim,8210533,observed
0.04120727781431572,0.04761904761904761,0.05863526441950746,0.07024956168578975,0.0776404942208051,SP_ROC,8210533,observed
31.300000000000004,52,62,71.25,95.5,SP_Dur,8210533,observed
96.16,234.5,635,1332.5,2298.999999999999,SP_Mag,8210533,observed
133.3,155.25,176,189.25,200.7,SP_Tim,8210533,observed
43.099999999999994,55.75,80,113.25,131.7,Wet_BFL_Dur,8210533,observed
5.291399999999999,10.56,29.05,69.9,116.66,Wet_BFL_Mag_10,8210533,observed
26.049999999999997,53.375,128.5,310.625,481.7,Wet_BFL_Mag_50,8210533,observed
53,68.25,82.5,101.25,117.6,Wet_Tim,8210533,observed
91,116.5,122.5,134.5,148.5,Peak_Tim_10,8210533,observed
98.3,116.5,133.75,144,154.3,Peak_Tim_2,8210533,observed
93,103.25,119,128,137.5,Peak_Tim_5,8210533,observed
1,1.25,2,2,2.5,Peak_Dur_10,8210533,observed
1,2,4.5,8,12.3,Peak_Dur_2,8210533,observed
1,1.5,3,4,5,Peak_Dur_5,8210533,observed
6676.000000000002,6676.000000000002,6676.000000000002,6676.000000000002,6676.000000000002,Peak_10,8210533,observed
1910,1910,1910,1910,1910,Peak_2,8210533,observed
4150.000000000001,4150.000000000001,4150.000000000001,4150.000000000001,4150.000000000001,Peak_5,8210533,observed
1,1,1,1.75,2.5,Peak_Fre_10,8210533,observed
1,1,2,4,4,Peak_Fre_2,8210533,observed
1,1,2,2.5,4,Peak_Fre_5,8210533,observed
