p10,p25,p50,p75,p90,metric,comid,result_type
90.19999999999999,104.75,123.5,148.25,172,DS_Dur_WS,4442602,observed
272.2,284,297,303,307.8,DS_Tim,4442602,observed
1490.5,1947.5,2165,2510,3073,DS_Mag_50,4442602,observed
2178.6,2521.0000000000005,3101.5,3980.5000000000005,5390.200000000001,DS_Mag_90,4442602,observed
2,2,3,5,6,FA_Dur,4442602,observed
3015.997952104808,3627.4919926486837,4679.995073885671,5932.457283134037,10079.908967243438,FA_Mag,4442602,observed
4,13.5,24,34,40,FA_Tim,4442602,observed
0.02634501385590783,0.031055900621118012,0.038038217831661926,0.054016620498614956,0.06305617423264481,SP_ROC,4442602,observed
57,65,90,120,152,SP_Dur,4442602,observed
10880.000000000002,14600,22100,33800,53879.999999999985,SP_Mag,4442602,observed
137,166,194,230,241.6,SP_Tim,4442602,observed
60,100,145,173,199.9,Wet_BFL_Dur,4442602,observed
2952.4,3742.75,4721.5,5996.75,7073.8,Wet_BFL_Mag_10,4442602,observed
5214,6750,8995,13887.5,18625,Wet_BFL_Mag_50,4442602,observed
21.199999999999996,38,52.5,69,84.9,Wet_Tim,4442602,observed
81.80000000000001,84.25,99.5,113.25,140.5,Peak_Tim_10,4442602,observed
63.2,95.5,119,137,157.2,Peak_Tim_2,4442602,observed
87.4,96,120,138.5,143.4,Peak_Tim_5,4442602,observed
1,1,1.5,2.75,3,Peak_Dur_10,4442602,observed
1,1,2,6.5,10.799999999999997,Peak_Dur_2,4442602,observed
1,1,3,5.5,6,Peak_Dur_5,4442602,observed
141599.99999999994,141599.99999999994,141599.99999999994,141599.99999999994,141599.99999999994,Peak_10,4442602,observed
53100,53100,53100,53100,53100,Peak_2,4442602,observed
84860.00000000003,84860.00000000003,84860.00000000003,84860.00000000003,84860.00000000003,Peak_5,4442602,observed
1,1,1,1,1,Peak_Fre_10,4442602,observed
1,1,1,2,3,Peak_Fre_2,4442602,observed
1,1,1,2,2.1999999999999993,Peak_Fre_5,4442602,observed
