p10,p25,p50,p75,p90,metric,comid,result_type
109.4,138.5,158,180,209.20000000000002,DS_Dur_WS,2804929,observed
222.5,241.25,269.5,296.75,310.8,DS_Tim,2804929,observed
0.754,1.145,1.82,2.325,2.902,DS_Mag_50,2804929,observed
1.6112000000000026,2.8,5.35,8.769000000000004,12.159999999999998,DS_Mag_90,2804929,observed
2,2,3,5,5.399999999999999,FA_Dur,2804929,observed
3.458294203136023,15.993311110648726,27.981187779353355,68.9926043506524,83.02200301190831,FA_Mag,2804929,observed
3,8,14,23,29.4,FA_Tim,2804929,observed
0.03975714285714281,0.0538131381584892,0.07101328903654484,0.09473188102220365,0.11557481949894896,SP_ROC,2804929,observed
22.200000000000003,28,52,106.5,161.49999999999997,SP_Dur,2804929,observed
13.570000000000002,43.650000000000006,127.5,302.25,838.5999999999996,SP_Mag,2804929,observed
157.10000000000002,178,192.5,216.25,241.9,SP_Tim,2804929,observed
77,96,130,168,208,Wet_BFL_Dur,2804929,observed
0.87,1.7600000000000002,6.068,15.000000000000014,26,Wet_BFL_Mag_10,2804929,observed
2.4,6.8,20.1,42,55,Wet_BFL_Mag_50,2804929,observed
18,35,58,90,101,Wet_Tim,2804929,observed
96.2,101,104,112,119.8,Peak_Tim_10,2804929,observed
76,104,109.5,136,173,Peak_Tim_2,2804929,observed
101.4,104.5,112,129,174,Peak_Tim_5,2804929,observed
1,1,1,1,1,Peak_Dur_10,2804929,observed
1,1,1,2,5,Peak_Dur_2,2804929,observed
1,1,1,2,3,Peak_Dur_5,2804929,observed
1532,1532,1532,1532,1532,Peak_10,2804929,observed
681,681,681,681,681,Peak_2,2804929,observed
1078.0000000000002,1078.0000000000002,1078.0000000000002,1078.0000000000002,1078.0000000000002,Peak_5,2804929,observed
1,1,1,1,1,Peak_Fre_10,2804929,observed
1,1,1,2,4,Peak_Fre_2,2804929,observed
1,1,1,1,2.1999999999999993,Peak_Fre_5,2804929,observed
