comid,metric,p10,p25,p50,p75,p90,source,result_type
8200523,Peak_10,17278.7412441447,31958.001470329702,38910.290450979,69126.4025684721,114471.43265130301,model,predicted
8200523,Peak_2,3318.1634794373604,5113.54151635612,8063.63552951721,13200.1942992459,23506.533106696097,model,predicted
8200523,Peak_5,12635.31,17163.66,31626.3,50700.49,102012.1,model,predicted
8200523,DS_Dur_WS,107.3,150.725,193.366666666667,235.808333333334,276.445,model,predicted
8200523,DS_Mag_50,-7.25964038883475e-14,0,9.91287213305118,47.2041647074524,88.8175199738943,model,predicted
8200523,DS_Mag_90,2.09892517598876,18.9152650755003,56.5880335740933,140.526228507049,333.480333966833,model,predicted
8200523,DS_Tim,191.295,215.822916666667,239.3,269.775,297.904166666666,model,predicted
8200523,FA_Mag,60.4978796394954,136.441607296003,371.452035682241,942.302721624603,2317.67218550903,model,predicted
8200523,FA_Tim,9.99,21.9416666666666,41,51.025,62.1066666666667,model,predicted
8200523,SP_Dur,19.9,29,46.2916666666667,80.5604166666666,115,model,predicted
8200523,SP_Mag,146.177772609059,400.056424220652,1348.0523977741,3998.04721696776,11267.8554889874,model,predicted
8200523,SP_Tim,148.975,159.075,176.9375,198.85,223.533333333334,model,predicted
8200523,Wet_BFL_Dur,40.5875,65.425,98.4166666666667,138.25,169,model,predicted
8200523,Wet_BFL_Mag_10,0.519544351957588,15.4759645628137,44.4408474851725,106.606715079138,177.396041054247,model,predicted
8200523,Wet_BFL_Mag_50,39.0739084152249,107.268262820694,217.794204245088,446.538420312291,772.781366071476,model,predicted
8200523,Wet_Tim,38,62.5291666666667,84,97.5,106.425,model,predicted
