p10,p25,p50,p75,p90,metric,comid,result_type
89.5,101,172.5,203.75,275,DS_Dur_WS,22558244,observed
294.9,301,311.5,339,381.4,DS_Tim,22558244,observed
0.01,0.13999999999999999,0.49,1.7312500000000002,4.952500000000001,DS_Mag_50,22558244,observed
0.06,0.3525,1.5800000000000005,5.563750000000001,9.020000000000007,DS_Mag_90,22558244,observed
2,3,3.5,4.75,5.700000000000001,FA_Dur,22558244,observed
3.1390263243941847,6.517688764651991,9.673615525902408,16.006861775095835,17.255185296864227,FA_Mag,22558244,observed
0.5999999999999996,2.5,9.5,26.25,56.400000000000034,FA_Tim,22558244,observed
0.03183488612836442,0.04672979459564832,0.05395578085123175,0.08085424133811232,0.11631578947368419,SP_ROC,22558244,observed
12,39.75,84.5,124.5,192.49999999999997,SP_Dur,22558244,observed
6.98,15.25,20,30.225,39.5,SP_Mag,22558244,observed
143.5,192.25,243.5,295.5,316,SP_Tim,22558244,observed
47.2,51,98,174,215.8,Wet_BFL_Dur,22558244,observed
0,0.15,0.755,3.1340000000000003,9.3124,Wet_BFL_Mag_10,22558244,observed
0.227,1.5,6.6,18.65,26.540000000000006,Wet_BFL_Mag_50,22558244,observed
9.2,31,94,163,219.8,Wet_Tim,22558244,observed
101.39999999999999,156.75,249,273,287.4,Peak_Tim_10,22558244,observed
98,169.5,199,213,252,Peak_Tim_2,22558244,observed
90,125,162,263.25,290.3,Peak_Tim_5,22558244,observed
3.4000000000000004,4,5,26,38.599999999999994,Peak_Dur_10,22558244,observed
1,1,7,29,71.8,Peak_Dur_2,22558244,observed
1,1.5,2,13.5,47.00000000000002,Peak_Dur_5,22558244,observed
41.52,41.52,41.52,41.52,41.52,Peak_10,22558244,observed
27.1,27.1,27.1,27.1,27.1,Peak_2,22558244,observed
38,38,38,38,38,Peak_5,22558244,observed
1,1,1,4.5,6.599999999999999,Peak_Fre_10,22558244,observed
1,1,2,3,6.199999999999999,Peak_Fre_2,22558244,observed
1,1,1,1.5,4.8000000000000025,Peak_Fre_5,22558244,observed
