p10,p25,p50,p75,p90,metric,comid,result_type
165.8,187,214,243,269.4,DS_Dur_WS,5329621,observed
181,197,221,249,264.4,DS_Tim,5329621,observed
5.72,7.1,8.27,8.77,10.02,DS_Mag_50,5329621,observed
9.12,12,16,23,28.712,DS_Mag_90,5329621,observed
2,3,3.5,5.75,6.5,FA_Dur,5329621,observed
17.9539857353061,26.497980644477806,38.80162770838518,51.48541146956711,78.47994379451968,FA_Mag,5329621,observed
16.5,24.25,41.5,46.75,49.5,FA_Tim,5329621,observed
0.020039682539682534,0.053468131979898234,0.07692307692307693,0.1111111111111111,0.13363374904515682,SP_ROC,5329621,observed
13.5,17,24,46.5,67.5,SP_Dur,5329621,observed
20.6,72,160,321,912.5999999999998,SP_Mag,5329621,observed
151.5,166,185.5,205.5,233,SP_Tim,5329621,observed
64.5,97.5,111.5,140.75,168.5,Wet_BFL_Dur,5329621,observed
10.5,15,20.590000000000003,26.235,29.880000000000003,Wet_BFL_Mag_10,5329621,observed
19.9,26.425,40.275000000000006,77.625,121,Wet_BFL_Mag_50,5329621,observed
37.2,47,72,89,101.8,Wet_Tim,5329621,observed
101.2,116.5,127,133.75,142.3,Peak_Tim_10,5329621,observed
92.19999999999999,110.25,134,142.75,166.39999999999998,Peak_Tim_2,5329621,observed
91.7,109.25,125.5,139.75,147.1,Peak_Tim_5,5329621,observed
1,1,1,1,1,Peak_Dur_10,5329621,observed
1,1,4,5.5,13,Peak_Dur_2,5329621,observed
1,1,1.5,2.25,4.199999999999999,Peak_Dur_5,5329621,observed
2707.9999999999995,2707.9999999999995,2707.9999999999995,2707.9999999999995,2707.9999999999995,Peak_10,5329621,observed
861,861,861,861,861,Peak_2,5329621,observed
1732.0000000000002,1732.0000000000002,1732.0000000000002,1732.0000000000002,1732.0000000000002,Peak_5,5329621,observed
1,1,1,1,1,Peak_Fre_10,5329621,observed
1,1,2,2.5,3.599999999999998,Peak_Fre_2,5329621,observed
1,1,1,1.25,2.5999999999999996,Peak_Fre_5,5329621,observed
