Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1974,237,246,3.9,6.5,5,6.774242361276983,7,0.07692307692307693,60,686,186,156,8,21,30,NA,166.5,NA,NA,2,NA,1721.9999999999995,644,986.6000000000001,NA,2,NA
1975,NA,237,NA,NA,10,16.99294204867968,27,0.07417582417582418,44,173,193,76,7.45,23,117,NA,171,NA,NA,1,NA,1721.9999999999995,644,986.6000000000001,NA,1,NA
1976,NA,340,NA,NA,9,30.00644047130699,9,0.05882352941176463,63,2.8,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1721.9999999999995,644,986.6000000000001,NA,NA,NA
1977,151,284,0.13,0.42,8,17.00208503541516,0,0.08474576271186429,114,70,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1721.9999999999995,644,986.6000000000001,NA,NA,NA
1978,225,231,2.2,4.159999999999999,4,122.96193264519997,51,0.08695652173913043,69,287,162,93,3.9000000000000004,20,69,NA,107,NA,NA,1,NA,1721.9999999999995,644,986.6000000000001,NA,1,NA
1979,138,303,2.5,4.849999999999999,7,7.6963656611904145,43,0.062499999999999965,81,25,222,132,6.109999999999999,12,90,NA,102,NA,NA,1,NA,1721.9999999999995,644,986.6000000000001,NA,1,NA
1980,171,298,2.7,3.5,5,37.99321279932188,18,0.07142857142857142,138,255,160,85,7.64,30,75,NA,140.5,122.5,NA,5,2,1721.9999999999995,644,986.6000000000001,NA,4,2
1981,209,229,2.9,9.560000000000006,7,43.99336699826382,64,0.05815263306110956,54,101,175,72,3.6900000000000004,9.850000000000001,103,NA,NA,NA,NA,NA,NA,1721.9999999999995,644,986.6000000000001,NA,NA,NA
1982,219,221,8.5,20,5,9.797192206277101,6,0.06186224489795918,25,446,196,124,20.3,43,72,138,137,137,2,4,4,1721.9999999999995,644,986.6000000000001,2,3,3
1983,164,232,9.149999999999999,15,3,70.99439136935081,24,0.04733893557422969,54,1130,178,104,11.3,162,74,NA,146,163,NA,8,4,1721.9999999999995,644,986.6000000000001,NA,6,4
1984,161,228,6.3,7.6,3,27.999964321443834,0,0.09677419354838712,24,32,204,174,14,22,30,NA,85,NA,NA,1,NA,1721.9999999999995,644,986.6000000000001,NA,1,NA
1985,155,328,4.1,18.19999999999999,2,60.96904624169958,10,0.05714804063860664,147,84,181,158,6,9.95,23,NA,130,NA,NA,1,NA,1721.9999999999995,644,986.6000000000001,NA,1,NA
1986,282,193,6.3,17,6,45.99417241857063,20,0.10909090909090909,29,771,164,47,14,60,117,139,158,139,1,6,3,1721.9999999999995,644,986.6000000000001,1,3,1
1987,33,351,2.5,3.08,8,15.996515355917532,65,0.03846153846153849,183,60,168,59,7.78,11,109,NA,NA,NA,NA,NA,NA,1721.9999999999995,644,986.6000000000001,NA,NA,NA
1988,95,306,0.74,1.060000000000001,NA,NA,NA,0.07692307692307698,100,42,206,188,3.6,6.2,18,NA,NA,NA,NA,NA,NA,1721.9999999999995,644,986.6000000000001,NA,NA,NA
1989,120,262,1.1,1.810000000000001,3,7.696835908346532,13,0.059649122807017535,54,14,208,173,2.3,6.1,35,NA,NA,NA,NA,NA,NA,1721.9999999999995,644,986.6000000000001,NA,NA,NA
1990,227,257,1.4,2.7400000000000007,NA,NA,NA,0.10897435897435902,14,53,243,227,2.16,3.7,16,NA,NA,NA,NA,NA,NA,1721.9999999999995,644,986.6000000000001,NA,NA,NA
1991,31,353,0.74,0.88,2,3.411429576156322,16,0.07692307692307698,173,278,180,62,2.0100000000000002,6.550000000000001,118,NA,NA,NA,NA,NA,NA,1721.9999999999995,644,986.6000000000001,NA,NA,NA
1992,94,290,0.74,1.1700000000000004,NA,NA,NA,0.05239726027397259,92,28,198,180,1.8,4.65,18,NA,NA,NA,NA,NA,NA,1721.9999999999995,644,986.6000000000001,NA,NA,NA
