comid,metric,p10,p25,p50,p75,p90,source,result_type
20247386,Peak_Dur_2,1,1,3,7,14,inferred,predicted
20247386,Peak_Dur_5,1,1,2,3,5,inferred,predicted
20247386,Peak_Fre_2,1,1,2,3,5,inferred,predicted
20247386,Peak_Fre_5,1,1,1,2,3,inferred,predicted
20247386,Peak_10,5545.322691156539,8754.741468026841,21062.3123326643,40813.6068695218,55717.575238132304,model,predicted
20247386,Peak_2,896.1098587413229,1491.41515834605,3533.7556231127205,8741.68997102316,17274.9242806663,model,predicted
20247386,Peak_5,2499.337,5743.5740000000005,13582.88,25546.59,35054.31,model,predicted
20247386,DS_Dur_WS,54.6333333333333,97.64375,153.966666666666,228,284,model,predicted
20247386,DS_Mag_50,9.13769234134126,91.5669505447946,180.543114937614,350.265105336434,568.639501363385,model,predicted
20247386,DS_Mag_90,23.5214536185683,104.814369720402,268.967912076906,454.243601022758,772.895958124087,model,predicted
20247386,DS_Tim,200.146666666667,236.4125,281.35,313,334.75,model,predicted
20247386,FA_Dur,2,3,5,7,13.4,obs,predicted
20247386,FA_Mag,233.470995920198,598.273165621744,1702.04265991593,4063.39928228949,5119.7491760835,model,predicted
20247386,FA_Tim,4.6633333333333304,12,37.1208333333334,55.14375,62,model,predicted
20247386,Peak_Dur_10,1,1,1,2,3.4,obs,predicted
20247386,Peak_Fre_10,1,1,1,2,2,obs,predicted
20247386,SP_Dur,31,70,130,184.5,240.338333333333,model,predicted
20247386,SP_Mag,317.15509784312,960.572189603881,3027.83992110623,8075.89183234794,11999.8920786463,model,predicted
20247386,SP_ROC,0.048079693221675,0.0595744680851064,0.0759493670886077,0.106203007518797,0.177875188536953,obs,predicted
20247386,SP_Tim,90.6925,136.63125,180.6,248.04375,309.82,model,predicted
20247386,Wet_BFL_Dur,30.545,61.475,139.966666666666,209.525,256,model,predicted
20247386,Wet_BFL_Mag_10,29.825859679503,118.087787822607,297.037342383332,449.249823846262,593.467651010611,model,predicted
20247386,Wet_BFL_Mag_50,35.5874807620328,128.825012732483,429.652053950962,637.130397447568,998.865333981228,model,predicted
20247386,Wet_Tim,13.9666666666667,30.33125,58.825,118,131,model,predicted
