Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1957,178,300,0.2,2.780000000000007,3,73.97780550498948,3,0.5,100,388,200,110,0,0.35,90,NA,NA,NA,NA,NA,NA,3521.0000000000005,1310,2200.0000000000027,NA,NA,NA
1958,247,203,0.9,2.4,2,248.959053959243,10,0.6842105263157894,12,1200,191,79,1.5600000000000003,152,112,NA,NA,NA,NA,NA,NA,3521.0000000000005,1310,2200.0000000000027,NA,NA,NA
1959,169,272,2,2.6,5,108.98222913522758,24,0.5866935483870968,61,200,211,127,0.2,0.7,84,NA,NA,NA,NA,NA,NA,3521.0000000000005,1310,2200.0000000000027,NA,NA,NA
1960,58,330,1.85,2.460000000000001,NA,NA,NA,0.46428571428571425,117,734,213,138,0.2,0.5,75,NA,NA,NA,NA,NA,NA,3521.0000000000005,1310,2200.0000000000027,NA,NA,NA
1961,279,187,1,2.6,7,5.801299199853089,8,0.6666666666666666,18,133,169,147,0.1,0.3,22,NA,NA,NA,NA,NA,NA,3521.0000000000005,1310,2200.0000000000027,NA,NA,NA
1962,247,236,1,2.5,3,4.502684812695928,6,0.5,97,1590,139,39,0.4,1.2,100,NA,134,133,NA,2,1,3521.0000000000005,1310,2200.0000000000027,NA,2,1
1963,NA,300,NA,NA,3,5.995213233524151,3,0.30434782608695643,89,252,211,94,0.3,0.9,117,NA,NA,NA,NA,NA,NA,3521.0000000000005,1310,2200.0000000000027,NA,NA,NA
1964,79,321,1.8,2.3200000000000003,3,122.94031344520903,15,0.3333333333333333,134,326,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3521.0000000000005,1310,2200.0000000000027,NA,NA,NA
1965,35,366,2.5,2.7,2,7.897525884756511,26,0.2678571428571428,172,616,194,160,0.6,1.3,34,NA,NA,NA,NA,NA,NA,3521.0000000000005,1310,2200.0000000000027,NA,NA,NA
1966,209,186,2.1,3.1,NA,NA,NA,0.37500000000000006,54,565,132,97,1.0600000000000003,6.8,35,NA,70.5,NA,NA,4,NA,3521.0000000000005,1310,2200.0000000000027,NA,4,NA
1967,38,381,3.6,9.160000000000005,NA,NA,NA,0.22727272727272735,175,274,206,177,1.1,2.9,29,NA,114,NA,NA,2,NA,3521.0000000000005,1310,2200.0000000000027,NA,2,NA
1968,190,276,2.9,4.129999999999998,2,17.027842487267424,4,0.19047619047619052,89,305,187,149,1.48,2.3,38,NA,159,NA,NA,1,NA,3521.0000000000005,1310,2200.0000000000027,NA,1,NA
1969,81,315,5.1,16,10,10.998826302078188,2,0.14457831325301204,164,5620,151,51,2.5,250,100,131.5,130,130.5,3,13,6,3521.0000000000005,1310,2200.0000000000027,2,4,2
1970,222,190,2.7,3.8,NA,NA,NA,0.2066518847006652,35,1290,155,125,1.7,4.4,30,NA,150,NA,NA,1,NA,3521.0000000000005,1310,2200.0000000000027,NA,1,NA
1971,186,250,2.9,4.4,NA,NA,NA,0.20238095238095233,83,246,167,121,1.6,6.6,46,NA,59,NA,NA,1,NA,3521.0000000000005,1310,2200.0000000000027,NA,1,NA
1972,73,328,2.5,3.739999999999999,6,59.99502835915121,15,0.1441558441558442,240,1090,88,18,1.2,1.65,70,NA,NA,NA,NA,NA,NA,3521.0000000000005,1310,2200.0000000000027,NA,NA,NA
1973,127,314,2.6,8.540000000000001,4,51.99517316406368,18,0.1379310344827586,117,68,197,162,1.0100000000000002,4.6,35,NA,NA,NA,NA,NA,NA,3521.0000000000005,1310,2200.0000000000027,NA,NA,NA
1974,192,222,2.2,3.8,3,8.563856116828878,4,0.38591050066459903,17,146,205,130,1.2,1.9,75,NA,98,NA,NA,1,NA,3521.0000000000005,1310,2200.0000000000027,NA,1,NA
1975,167,316,0.92,2.2,3,26.99519590896808,6,0.150375939849624,81,28,235,187,1.2,2.2,48,NA,NA,NA,NA,NA,NA,3521.0000000000005,1310,2200.0000000000027,NA,NA,NA
1976,56,324,1.4,5.449999999999999,3,9.99910228219133,5,0.260643115942029,125,132,199,82,0.661,1.3,117,NA,NA,NA,NA,NA,NA,3521.0000000000005,1310,2200.0000000000027,NA,NA,NA
1977,84,334,0.62,1.5,NA,NA,NA,0.2690412186379928,111,705,223,209,0.31,0.67,14,NA,NA,NA,NA,NA,NA,3521.0000000000005,1310,2200.0000000000027,NA,NA,NA
1978,173,260,1.9,4.560000000000002,3,22.989346568009214,35,0.19804287045666358,102,3780,158,106,2.2,104.5,52,154,142.5,151,1,8,4,3521.0000000000005,1310,2200.0000000000027,1,4,3
1979,191,283,1.7,143,2,7.238187150633423,14,0.3235294117647059,17,76,266,199,2.18,7.5,67,NA,NA,NA,NA,NA,NA,3521.0000000000005,1310,2200.0000000000027,NA,NA,NA
