Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1953,187,269,21,32,5,178.98985137753073,45,0.047765617875056995,56,261,213,156,76,123,57,NA,67,NA,NA,1,NA,7320,3070,4550,NA,1,NA
1954,118,283,7.55,12,2,46.010383499000966,41,0.04800307219662058,70,158,213,123,33.400000000000006,106,90,NA,NA,NA,NA,NA,NA,7320,3070,4550,NA,NA,NA
1955,146,278,6.15,14,4,15.983457074973225,19,0.06060606060606061,67,192,211,176,32.5,83,35,NA,NA,NA,NA,NA,NA,7320,3070,4550,NA,NA,NA
1956,168,297,17,22,3,162.99724660784517,44,0.04201680672268908,148,1400,149,91,36,547,58,83,84,82,1,4,2,7320,3070,4550,1,2,1
1957,190,287,25,67,5,108.9700019620832,29,0.06400409626216078,51,328,236,137,36,52,99,NA,NA,NA,NA,NA,NA,7320,3070,4550,NA,NA,NA
1958,223,231,20,70,NA,NA,NA,0.04022855675398049,43,4150,188,77,266,686,111,NA,141,162,NA,5,2,7320,3070,4550,NA,3,2
1959,271,191,14,30,NA,NA,NA,0.625,54,400,137,49,270,270,88,NA,NA,NA,NA,NA,NA,7320,3070,4550,NA,NA,NA
1960,NA,290,NA,NA,NA,NA,NA,0.08333333333333333,107,61,183,87,41.6,69,96,NA,NA,NA,NA,NA,NA,7320,3070,4550,NA,NA,NA
1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,162,277,1.8,12,2,11.997787376579367,23,0.09838709677419355,53,36,224,184,11,21.5,40,NA,NA,NA,NA,NA,NA,7320,3070,4550,NA,NA,NA
1989,157,222,2.6,12,3,4.4814709654374605,13,0.08333333333333333,43,387,179,106,16.5,23,73,NA,NA,NA,NA,NA,NA,7320,3070,4550,NA,NA,NA
1990,213,296,2.5,8.18,NA,NA,NA,0.1111111111111111,53,328,243,230,11.900000000000002,22,13,NA,NA,NA,NA,NA,NA,7320,3070,4550,NA,NA,NA
1991,289,197,5.6,28,3,17.99843339141484,30,0.10810810810810811,18,1020,179,36,4.1,115.5,143,NA,NA,NA,NA,NA,NA,7320,3070,4550,NA,NA,NA
1992,231,216,4,20,3,239.97755204181865,25,0.05086758934104524,45,237,171,51,16,139,120,NA,134,NA,NA,1,NA,7320,3070,4550,NA,1,NA
1993,192,228,11,42.900000000000006,6,160.9848940670134,28,0.03076923076923077,48,246,180,99,103.20000000000002,227,81,NA,104,NA,NA,1,NA,7320,3070,4550,NA,1,NA
1994,176,279,3.9,52,4,49.9891353915401,41,0.07692307692307693,133,1180,146,92,13,21,54,NA,NA,NA,NA,NA,NA,7320,3070,4550,NA,NA,NA
1995,190,279,18,49,11,22.999672221860198,4,0.03546343910698607,48,211,231,142,123.1,244,89,160,130,130.5,1,3,2,7320,3070,4550,1,2,2
1996,145,283,19,39.599999999999994,3,1159.8722011536481,72,0.0260840108401084,49,303,234,131,84,261,103,NA,141,NA,NA,1,NA,7320,3070,4550,NA,1,NA
1997,300,161,35,93.10000000000002,6,89.99589914959414,28,0.055248618784530384,41,3680,120,58,119.1,418.5,62,92,104,92,1,6,2,7320,3070,4550,1,4,1
1998,171,298,30,54,2,128.99990023322403,46,0.04811507936507936,150,2500,148,53,314.2,1220,95,127,124,126.5,2,9,5,7320,3070,4550,2,3,2
1999,218,253,21,40,5,43.97796389430138,24,0.0297029702970297,56,557,197,94,171.3,271.5,103,NA,131,NA,NA,1,NA,7320,3070,4550,NA,1,NA
2000,194,269,31,42,2,105.99181585942297,38,0.030309988518943745,66,635,203,98,118.4,252.5,105,NA,125,125,NA,3,3,7320,3070,4550,NA,2,2
2001,130,273,6.890000000000001,11,2,165.98357130739348,25,0.05,51,62,222,125,49,92,97,NA,NA,NA,NA,NA,NA,7320,3070,4550,NA,NA,NA
2002,180,250,9.625,19.209999999999997,5,40.19016621348708,29,0.03820470717022441,72,223,178,141,30,119,37,NA,62,NA,NA,1,NA,7320,3070,4550,NA,1,NA
