Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1917,205,310,0.2,1.6,NA,NA,NA,0.33333333333333326,94,35,216,80,2.87,18,136,NA,181,NA,NA,48,NA,2596.0000000000005,13.5,1010.4000000000007,NA,7,NA
1918,212,187,0,0.2,NA,NA,NA,0.3901952085181899,21,750,166,17,0.6400000000000001,4,149,NA,159,NA,NA,17,NA,2596.0000000000005,13.5,1010.4000000000007,NA,1,NA
1919,280,226,0,0.3,NA,NA,NA,0.4166666666666667,55,6.5,171,138,0.14000000000000024,0.6,33,NA,NA,NA,NA,NA,NA,2596.0000000000005,13.5,1010.4000000000007,NA,NA,NA
1920,NA,222,NA,NA,NA,NA,NA,0.21428571428571416,19,130,203,63,0.6,45,140,NA,154,NA,NA,42,NA,2596.0000000000005,13.5,1010.4000000000007,NA,3,NA
1921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1922,231,242,0,0.3,NA,NA,NA,0.0826829268292683,68,303,174,102,4.920000000000002,225.5,72,NA,100,86,NA,145,2,2596.0000000000005,13.5,1010.4000000000007,NA,2,1
1923,222,209,0,0,8,4.509339940478939,74,0.264957264957265,11,57,198,91,0.2,0.6,107,NA,193,NA,NA,4,NA,2596.0000000000005,13.5,1010.4000000000007,NA,1,NA
1924,NA,225,NA,NA,NA,NA,NA,0.28571428571428564,32,2.1,193,128,0.1,0.2,65,NA,178,NA,NA,1,NA,2596.0000000000005,13.5,1010.4000000000007,NA,1,NA
1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1926,281,212,0,0.2,NA,NA,NA,0.3671373555840821,18,714,194,17,0.1,0.2,177,NA,172,189,NA,24,1,2596.0000000000005,13.5,1010.4000000000007,NA,4,1
1927,NA,212,NA,NA,22,31.995077770021293,68,0.10569105691056911,68,8340,144,17,0.46,1.2,127,139,136,138,3,78,7,2596.0000000000005,13.5,1010.4000000000007,1,3,1
1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2596.0000000000005,13.5,1010.4000000000007,NA,NA,NA
