p10,p25,p50,p75,p90,metric,comid,result_type
147.10000000000002,189.5,216.5,228.75,237.7,DS_Dur_WS,20286400,observed
332,341,348,363,382,DS_Tim,20286400,observed
3.850000000000001,6.674999999999999,8.5,11,13,DS_Mag_50,20286400,observed
5.408000000000001,9.025,13.049999999999997,17.5,24.139999999999997,DS_Mag_90,20286400,observed
3.3,3.75,7,11.75,14.9,FA_Dur,20286400,observed
9.902227405208606,16.413008393846322,23.44132482833833,27.171766989042045,27.746374284860828,FA_Mag,20286400,observed
1,1,1.5,7.25,16.700000000000003,FA_Tim,20286400,observed
0.014285714285714285,0.019717057844241076,0.04771146616541354,0.07820314360562039,0.09849845201238391,SP_ROC,20286400,observed
40.8,52.25,67,81.5,100,SP_Dur,20286400,observed
34,38,84,94,183,SP_Mag,20286400,observed
269.7,276,282,291.5,304,SP_Tim,20286400,observed
72,78,82,107,144.8,Wet_BFL_Dur,20286400,observed
5.9,10.460000000000003,14,19,24.60000000000001,Wet_BFL_Mag_10,20286400,observed
20.8,32,60,65.5,70.5,Wet_BFL_Mag_50,20286400,observed
137.7,186.25,195.5,207.25,220.10000000000002,Wet_Tim,20286400,observed
250.4,255.5,264,269,272,Peak_Tim_10,20286400,observed
243,256,266,279,283,Peak_Tim_2,20286400,observed
269.7,273,283.5,288,295.2,Peak_Tim_5,20286400,observed
1.4,2,3,5,6.199999999999999,Peak_Dur_10,20286400,observed
13,24.5,45,51.5,75,Peak_Dur_2,20286400,observed
4.199999999999999,9,12,17,27.79999999999999,Peak_Dur_5,20286400,observed
216,216,216,216,216,Peak_10,20286400,observed
84,84,84,84,84,Peak_2,20286400,observed
141,141,141,141,141,Peak_5,20286400,observed
1,1,1,1,1,Peak_Fre_10,20286400,observed
1,1,1,2,3,Peak_Fre_2,20286400,observed
1,1,3,4,5.199999999999999,Peak_Fre_5,20286400,observed
