p10,p25,p50,p75,p90,metric,comid,result_type
159.2,164.5,187,235.5,258.2,DS_Dur_WS,20331178,observed
198,218.5,241,256,323,DS_Tim,20331178,observed
0.01,0.03,0.32,0.555,0.6940000000000001,DS_Mag_50,20331178,observed
0.053600000000000037,0.19799999999999995,0.82,1.8950000000000005,2.4720000000000004,DS_Mag_90,20331178,observed
1.6,2,4,6,7,FA_Dur,20331178,observed
1.5692114630917553,3.4786667767486286,11.996722215488358,35.98397163337743,42.577495869691404,FA_Mag,20331178,observed
9.6,14,19,26,44.60000000000001,FA_Tim,20331178,observed
0.07820512820512823,0.1038289953011985,0.14037725533078185,0.21468253968253964,0.24857142857142864,SP_ROC,20331178,observed
14.4,23,81,105,146,SP_Dur,20331178,observed
9.16,12.5,74,267,421.6,SP_Mag,20331178,observed
118,160.5,178,187,208.60000000000002,SP_Tim,20331178,observed
42.6,62,92,137,152.6,Wet_BFL_Dur,20331178,observed
0.06000000000000001,0.17300000000000004,0.502,0.8260000000000001,1.3760000000000003,Wet_BFL_Mag_10,20331178,observed
0.242,0.8574999999999999,1.8,7.425,27.200000000000006,Wet_BFL_Mag_50,20331178,observed
34.400000000000006,38.5,63,104,134.60000000000002,Wet_Tim,20331178,observed
109.10000000000001,117.5,131.5,141.25,147.1,Peak_Tim_10,20331178,observed
123.3,135,151.25,167.75,187.10000000000002,Peak_Tim_2,20331178,observed
116.8,128.5,140,152,159.2,Peak_Tim_5,20331178,observed
1.2,1.5,2,2,2,Peak_Dur_10,20331178,observed
1.1,2,4,8.25,12,Peak_Dur_2,20331178,observed
2,2,2,4,5.199999999999999,Peak_Dur_5,20331178,observed
922.8,922.8,922.8,922.8,922.8,Peak_10,20331178,observed
187,187,187,187,187,Peak_2,20331178,observed
495.8000000000003,495.8000000000003,495.8000000000003,495.8000000000003,495.8000000000003,Peak_5,20331178,observed
1.2,1.5,2,2,2,Peak_Fre_10,20331178,observed
1,1,3,5,5.9,Peak_Fre_2,20331178,observed
1.4,2,2,3,4.199999999999999,Peak_Fre_5,20331178,observed
