metric,status_code,status,alteration_type,median_in_iqr,comid
DS_Dur_WS,0,indeterminate,low,FALSE,8943577
DS_Tim,0,indeterminate,early,FALSE,8943577
DS_Mag_50,1,likely_unaltered,none_found,TRUE,8943577
DS_Mag_90,1,likely_unaltered,none_found,FALSE,8943577
FA_Mag,1,likely_unaltered,none_found,TRUE,8943577
FA_Tim,-1,likely_altered,early,FALSE,8943577
SP_Dur,0,indeterminate,low,FALSE,8943577
SP_Mag,1,likely_unaltered,none_found,TRUE,8943577
SP_Tim,1,likely_unaltered,none_found,FALSE,8943577
Wet_BFL_Dur,-1,likely_altered,high,FALSE,8943577
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,8943577
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,8943577
Wet_Tim,-1,likely_altered,early,FALSE,8943577
Peak_10,1,likely_unaltered,none_found,FALSE,8943577
Peak_2,1,likely_unaltered,none_found,TRUE,8943577
Peak_5,1,likely_unaltered,none_found,FALSE,8943577
