Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1934,229,217,0.1,1,10,42.95765803603513,29,0.0666666666666667,65,74,152,93,0.8400000000000003,3.7,59,NA,92,NA,NA,1,NA,576.0000000000002,187,384.19999999999993,NA,1,NA
1935,214,268,0.8,1.8,5,2.095332983436687,45,0.09090909090909091,75,80,193,113,3.3,7,80,NA,NA,NA,NA,NA,NA,576.0000000000002,187,384.19999999999993,NA,NA,NA
1936,202,267,0.4,1.3900000000000006,3,1.6073522947578631,14,0.07692307692307693,77,53,190,74,2.73,10,116,NA,NA,NA,NA,NA,NA,576.0000000000002,187,384.19999999999993,NA,NA,NA
1937,187,243,0.6,2.6,2,1.2984079830766309,30,0.0625,65,140,178,75,2.3600000000000003,16,103,NA,153,NA,NA,2,NA,576.0000000000002,187,384.19999999999993,NA,2,NA
1938,206,248,1.1,2.4,3,1.398475132169867,13,0.07142857142857142,70,116,178,114,3.2,34.5,64,NA,124,NA,NA,8,NA,576.0000000000002,187,384.19999999999993,NA,5,NA
1939,240,214,0,0.6,2,2.343389884144671,29,0.125,51,63,163,75,1.1400000000000001,1.8,88,NA,NA,NA,NA,NA,NA,576.0000000000002,187,384.19999999999993,NA,NA,NA
1940,213,226,1,4,2,7.997113606487712,70,0.08054054054054055,40,250,186,98,7.700000000000001,20,88,149,165,149,1,5,2,576.0000000000002,187,384.19999999999993,1,2,1
1941,216,220,1.6,10,NA,NA,NA,0.058823529411764705,31,303,189,116,16,45,73,NA,181,NA,NA,7,NA,576.0000000000002,187,384.19999999999993,NA,3,NA
1942,189,277,1.7,3.020000000000002,2,7.490076019674402,63,0.06666666666666667,75,56,202,132,5.550000000000001,19.5,70,NA,115,NA,NA,1,NA,576.0000000000002,187,384.19999999999993,NA,1,NA
1943,242,242,1.1,2.7,6,19.9969689126657,48,0.0625,78,58,164,64,2.2,20,100,NA,112,112,NA,1,1,576.0000000000002,187,384.19999999999993,NA,1,1
