p10,p25,p50,p75,p90,metric,comid,result_type
117.80000000000001,161,197,242.5,271.00000000000006,DS_Dur_WS,948070372,observed
198.2,219,263,309,330.2,DS_Tim,948070372,observed
0,0.10500000000000001,0.99,5.3125,12.600000000000009,DS_Mag_50,948070372,observed
0.15159999999999996,0.8780000000000003,3.878,14.950000000000003,53.580000000000034,DS_Mag_90,948070372,observed
2,3,4,6,14,FA_Dur,948070372,observed
3.5497447285757175,8.899668826178512,19.997314498157003,56.991503199025345,260.39465816520254,FA_Mag,948070372,observed
8,19,43,56,68.4,FA_Tim,948070372,observed
0.04017859555064585,0.053900264433051334,0.08618480710120706,0.15431397306397307,0.1920673076923078,SP_ROC,948070372,observed
18.1,35.25,55,86.75,136.8,SP_Dur,948070372,observed
2.986,9.8,175,1840,5622.000000000006,SP_Mag,948070372,observed
138.4,160.25,189,227,270.30000000000007,SP_Tim,948070372,observed
26.6,57,94,141,175.60000000000002,Wet_BFL_Dur,948070372,observed
0,0.43,4.5,16,39.320000000000036,Wet_BFL_Mag_10,948070372,observed
0.4680000000000004,4.2,20,53,417.0000000000002,Wet_BFL_Mag_50,948070372,observed
49,76.75,98,118.25,130,Wet_Tim,948070372,observed
105.5,115.875,133,148.875,152.3,Peak_Tim_10,948070372,observed
96,115.5,135.25,151,166.5,Peak_Tim_2,948070372,observed
116,125.25,136,143.25,154.2,Peak_Tim_5,948070372,observed
1,1,1,2.75,3.0999999999999996,Peak_Dur_10,948070372,observed
1,1,3.5,9,18,Peak_Dur_2,948070372,observed
1,1,2,3,3.3999999999999986,Peak_Dur_5,948070372,observed
10400,10400,10400,10400,10400,Peak_10,948070372,observed
1200,1200,1200,1200,1200,Peak_2,948070372,observed
6340,6340,6340,6340,6340,Peak_5,948070372,observed
1,1,1,2,2,Peak_Fre_10,948070372,observed
1,1,2,3.75,5,Peak_Fre_2,948070372,observed
1,1,1,2,3,Peak_Fre_5,948070372,observed
