Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1913,191,279,0.2,5,1,24.980388712609,2,0.1111111111111111,100,49,179,55,7,21,124,NA,146.5,NA,NA,2,NA,1400.000000000001,96,1068,NA,2,NA
1914,201,275,0.4,6.7,19,27.995446139800173,43,0.08333333333333333,128,1490,147,43,8.2,24,104,143,129,130.5,1,12,2,1400.000000000001,96,1068,1,2,2
1915,169,295,5.5,11,8,1.3796565594126344,22,0.06666666666666667,75,850,220,110,38,101.5,110,NA,202,132,NA,74,2,1400.000000000001,96,1068,NA,5,1
1916,195,246,13,25,5,37.997023680955934,64,0.05,123,9740,123,25,25,611,98,113,107,113,7,93,8,1400.000000000001,96,1068,2,1,2
1917,217,285,4.4,9,2,49.99895470821406,1,0.07142857142857142,45,71,240,165,23,38,75,NA,110,145,NA,20,1,1400.000000000001,96,1068,NA,7,1
1918,136,280,1.4,7.5,4,18.997367358135673,37,0.12,114,1300,166,30,9,20,136,NA,161,162,NA,8,1,1400.000000000001,96,1068,NA,3,1
1919,232,265,0.2,5.5,1,4.546810230969362,5,0.16666666666666666,32,7,233,183,7,12,50,NA,164,NA,NA,1,NA,1400.000000000001,96,1068,NA,1,NA
1920,146,288,0.6,2.9,8,2.647129703866911,24,0.07692307692307689,86,173,202,71,8,60,131,NA,167,NA,NA,21,NA,1400.000000000001,96,1068,NA,6,NA
1921,161,277,0,1,3,3.844840249116062,19,0.11111111111111109,39,69,238,170,2.9,7,68,NA,NA,NA,NA,NA,NA,1400.000000000001,96,1068,NA,NA,NA
1922,NA,282,NA,NA,9,5.0020900929047265,0,0.08333333333333333,58,332,224,152,72.30000000000001,170.5,72,83,163.5,85,2,121,4,1400.000000000001,96,1068,2,4,3
1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,228,280,3.35,12,3,8.199796313025821,67,0.0625,110,184,170,41,11,105,129,NA,153.5,NA,NA,25,NA,1400.000000000001,96,1068,NA,2,NA
1945,99,333,1.1,2.6,3,154.7884826898355,42,0.08791208791208792,156,332,177,35,12,40,142,NA,154,NA,NA,19,NA,1400.000000000001,96,1068,NA,5,NA
1946,134,252,0,0.1,3,3.4192683857658994,38,0.08333333333333333,165,1260,87,21,3,3.5,66,NA,82,83,NA,2,1,1400.000000000001,96,1068,NA,1,1
1947,199,225,0,0.3,7,3.5992985224257827,0,0.20913461538461542,17,6.8,208,188,2.04,6.8,20,NA,53,NA,NA,2,NA,1400.000000000001,96,1068,NA,1,NA
1948,193,267,0,0,NA,NA,NA,0.33333333333333337,51,6,216,158,1.37,3.4,58,NA,NA,NA,NA,NA,NA,1400.000000000001,96,1068,NA,NA,NA
1949,180,276,0,0,NA,NA,NA,0.1538461538461538,43,21,233,139,5.840000000000001,20,94,NA,130,NA,NA,1,NA,1400.000000000001,96,1068,NA,1,NA
1950,207,254,0,0,NA,NA,NA,0.19999999999999996,35,9.6,219,129,3.3,5.7,90,NA,129,NA,NA,1,NA,1400.000000000001,96,1068,NA,1,NA
1951,199,250,0,0,NA,NA,NA,0.28571428571428564,20,5.3,230,135,1.1,2.7,95,NA,NA,NA,NA,NA,NA,1400.000000000001,96,1068,NA,NA,NA
1952,148,275,0,2.3,NA,NA,NA,0.06101190476190476,60,109,215,132,14,57,83,NA,171,138,NA,39,2,1400.000000000001,96,1068,NA,8,2
1953,264,262,0,1.8400000000000034,15,8.156896849828867,46,0.45925925925925926,18,4.5,244,187,2.9200000000000004,6.1,57,NA,NA,NA,NA,NA,NA,1400.000000000001,96,1068,NA,NA,NA
1954,235,225,0,0.35999999999999943,NA,NA,NA,0.09847610251673972,46,209,179,19,1.18,5.2,160,NA,173.5,NA,NA,3,NA,1400.000000000001,96,1068,NA,2,NA
1955,176,296,0,0,NA,NA,NA,NA,45,0,251,157,0,0.3,94,NA,NA,NA,NA,NA,NA,1400.000000000001,96,1068,NA,NA,NA
1956,243,227,0,0,NA,NA,NA,0.16666666666666663,105,214,122,16,0,0,106,NA,118,NA,NA,1,NA,1400.000000000001,96,1068,NA,1,NA
1957,266,252,0,0.6,NA,NA,NA,0.19999999999999996,15,6.8,237,133,0,0.3,104,NA,NA,NA,NA,NA,NA,1400.000000000001,96,1068,NA,NA,NA
1958,NA,242,NA,NA,NA,NA,NA,0.09090909090909091,54,749,188,36,5.05,35.5,152,NA,172,NA,NA,14,NA,1400.000000000001,96,1068,NA,5,NA
1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,NA,270,NA,NA,NA,NA,NA,0.33333333333333326,49,6.4,221,111,0,0.8,110,NA,NA,NA,NA,NA,NA,1400.000000000001,96,1068,NA,NA,NA
1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,NA,268,NA,NA,NA,NA,NA,0.46428571428571425,25,1.9,243,116,0.1,1.4,127,NA,NA,NA,NA,NA,NA,1400.000000000001,96,1068,NA,NA,NA
1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,192,227,0,0,NA,NA,NA,0.10626959247648897,170,1060,57,17,0,0.1,40,NA,52,NA,NA,2,NA,1400.000000000001,96,1068,NA,1,NA
1967,170,260,0,0.3,NA,NA,NA,0.09506777108433742,190,2620,70,17,0,0,53,66,65,66,1,3,1,1400.000000000001,96,1068,1,1,1
