p10,p25,p50,p75,p90,metric,comid,result_type
96,139,207,251,279,DS_Dur_WS,22534666,observed
186.7,212,238,298,322.9,DS_Tim,22534666,observed
0,0,0.2,0.49,0.95,DS_Mag_50,22534666,observed
0.18200000000000016,0.3239999999999999,0.9499999999999995,1.5919999999999999,3.7,DS_Mag_90,22534666,observed
3,4,5.5,7.25,10,FA_Dur,22534666,observed
1.813691454344642,2.280776550167027,6.259249211500714,20.577000995869536,33.90007217018184,FA_Mag,22534666,observed
4.600000000000003,19,52,66.25,70.1,FA_Tim,22534666,observed
0.07012987012987013,0.08974358974358974,0.16760224538893342,0.29166666666666663,0.4571428571428575,SP_ROC,22534666,observed
16,24.5,63.5,100.5,122,SP_Dur,22534666,observed
0.632,1.775,35,565,1967.9999999999998,SP_Mag,22534666,observed
122.69999999999999,152,182,208,232.19999999999996,SP_Tim,22534666,observed
20.1,33.5,75.5,133.5,194.70000000000002,Wet_BFL_Dur,22534666,observed
0.1,0.31224999999999997,0.6910000000000001,1.8017500000000006,7.3640000000000105,Wet_BFL_Mag_10,22534666,observed
0.452,0.7875000000000001,2.21,11.5,194.30000000000004,Wet_BFL_Mag_50,22534666,observed
13.500000000000007,59.25,89.5,127.25,141.9,Wet_Tim,22534666,observed
113,127,139,146.5,151,Peak_Tim_10,22534666,observed
110.15,128,152.5,172,181.4,Peak_Tim_2,22534666,observed
98,114,138,151,167,Peak_Tim_5,22534666,observed
1,1,2,3,6,Peak_Dur_10,22534666,observed
2,8.25,22,72,107.4,Peak_Dur_2,22534666,observed
1,1,2,5,8,Peak_Dur_5,22534666,observed
2596.0000000000005,2596.0000000000005,2596.0000000000005,2596.0000000000005,2596.0000000000005,Peak_10,22534666,observed
13.5,13.5,13.5,13.5,13.5,Peak_2,22534666,observed
1010.4000000000007,1010.4000000000007,1010.4000000000007,1010.4000000000007,1010.4000000000007,Peak_5,22534666,observed
1,1,1,1.5,2,Peak_Fre_10,22534666,observed
1,2,3,4.75,7,Peak_Fre_2,22534666,observed
1,1,1,1,2,Peak_Fre_5,22534666,observed
