p10,p25,p50,p75,p90,metric,comid,result_type
72.8,80,119,134,136.4,DS_Dur_WS,17055724,observed
295.5,315,315,316.25,323.5,DS_Tim,17055724,observed
3.42,3.5,3.5,3.6,3.7,DS_Mag_50,17055724,observed
3.62,3.800000000000003,5.5,5.9,5.9,DS_Mag_90,17055724,observed
NA,NA,NA,NA,NA,FA_Dur,17055724,observed
NA,NA,NA,NA,NA,FA_Mag,17055724,observed
NA,NA,NA,NA,NA,FA_Tim,17055724,observed
0.015909090909090852,0.01694915254237297,0.017392619479733834,0.023507315533177593,0.030222951218030522,SP_ROC,17055724,observed
81.5,108.5,141.5,153.25,156.5,SP_Dur,17055724,observed
11,13,22,36.5,39,SP_Mag,17055724,observed
161,163.5,172,206.75,223.5,SP_Tim,17055724,observed
88.6,121,131.5,146,177.3,Wet_BFL_Dur,17055724,observed
5.618,5.7250000000000005,5.8,6.1,7.41,Wet_BFL_Mag_10,17055724,observed
7.6,7.624999999999999,7.7,7.95,8.975000000000001,Wet_BFL_Mag_50,17055724,observed
26.7,33.5,38,76.75,84,Wet_Tim,17055724,observed
141.25,143.125,146.25,149.375,151.25,Peak_Tim_10,17055724,observed
121.85000000000002,143,150.5,152.625,158.1,Peak_Tim_2,17055724,observed
98,125,144.5,149.875,151.45,Peak_Tim_5,17055724,observed
1.2000000000000002,1.5,2,2.5,2.8,Peak_Dur_10,17055724,observed
1,1,2,3.25,4.6,Peak_Dur_2,17055724,observed
1.3,1.75,3,4.25,4.7,Peak_Dur_5,17055724,observed
46,46,46,46,46,Peak_10,17055724,observed
38.5,38.5,38.5,38.5,38.5,Peak_2,17055724,observed
40,40,40,40,40,Peak_5,17055724,observed
1.1,1.25,1.5,1.75,1.9,Peak_Fre_10,17055724,observed
1,1,1,2,2.3,Peak_Fre_2,17055724,observed
1,1,1.5,2,2,Peak_Fre_5,17055724,observed
