p10,p25,p50,p75,p90,metric,comid,result_type
139,198,234,247,285,DS_Dur_WS,22548441,observed
191,216.5,240,263.5,272.8,DS_Tim,22548441,observed
0,0,0,0.09,0.985,DS_Mag_50,22548441,observed
0,0.27,1.8,2.460000000000002,3.1660000000000004,DS_Mag_90,22548441,observed
4,4,4,6.25,16.000000000000004,FA_Dur,22548441,observed
1.8243343016648126,2.431162473244606,8.040989489355125,19.49231497127063,63.891740961476486,FA_Mag,22548441,observed
17.2,25,47.5,62.25,72.30000000000001,FA_Tim,22548441,observed
0.07652680652680655,0.08793621245966737,0.10063291139240509,0.16145668923779874,0.347160760587727,SP_ROC,22548441,observed
26.6,44,63,84,114,SP_Dur,22548441,observed
1.368,23.9,95,625.5,1232.4000000000003,SP_Mag,22548441,observed
124.80000000000001,147,163,193,214.39999999999998,SP_Tim,22548441,observed
25.400000000000002,38,61,87.5,142.8,Wet_BFL_Dur,22548441,observed
0.016000000000000014,0.202,0.885,2.5915,17.008000000000006,Wet_BFL_Mag_10,22548441,observed
1.086,3.3449999999999998,8.415,20.325,50.22,Wet_BFL_Mag_50,22548441,observed
36.60000000000001,64.5,99,121,128.8,Wet_Tim,22548441,observed
102.2,104,107,121.5,130.2,Peak_Tim_10,22548441,observed
114,117,135.5,148,180,Peak_Tim_2,22548441,observed
91.5,102.5,110,130.25,140.5,Peak_Tim_5,22548441,observed
1,1,1,1.5,1.7999999999999998,Peak_Dur_10,22548441,observed
1,3,4,15,21.400000000000002,Peak_Dur_2,22548441,observed
1,1,1.5,2,2,Peak_Dur_5,22548441,observed
1512,1512,1512,1512,1512,Peak_10,22548441,observed
142,142,142,142,142,Peak_2,22548441,observed
1131.6000000000006,1131.6000000000006,1131.6000000000006,1131.6000000000006,1131.6000000000006,Peak_5,22548441,observed
1,1,1,1.5,1.7999999999999998,Peak_Fre_10,22548441,observed
1,1,2,4,5.800000000000001,Peak_Fre_2,22548441,observed
1,1,1,1,1.5,Peak_Fre_5,22548441,observed
