Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1932,311,153,0.35,1,2,14.978842736644618,45,0.17981945253348866,18,763,135,70,0.377,0.725,65,NA,NA,NA,NA,NA,NA,6522,2075,4130,NA,NA,NA
1933,311,134,0.4,0.98,NA,NA,NA,0.5862068965517241,20,1010,114,16,0.46,0.55,98,NA,NA,NA,NA,NA,NA,6522,2075,4130,NA,NA,NA
1934,NA,160,NA,NA,NA,NA,NA,0.07692307692307698,64,1910,96,17,0.48,0.74,79,NA,NA,NA,NA,NA,NA,6522,2075,4130,NA,NA,NA
1935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1936,115,332,0.5,4.5,5,1.826758845573778,47,0.14285714285714282,146,13,186,69,0.8,4.1,117,NA,NA,NA,NA,NA,NA,6522,2075,4130,NA,NA,NA
1937,NA,192,NA,NA,7,1.7951426494638452,16,0.09090909090909091,23,285,169,88,4.5,11,81,NA,NA,NA,NA,NA,NA,6522,2075,4130,NA,NA,NA
1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1939,257,199,2.3,3,NA,NA,NA,0.06060606060606053,83,355,116,52,5,9,64,NA,NA,NA,NA,NA,NA,6522,2075,4130,NA,NA,NA
1940,241,249,3.9,8,NA,NA,NA,0.06486676016830295,121,635,128,38,1.9,3.1500000000000004,90,NA,NA,NA,NA,NA,NA,6522,2075,4130,NA,NA,NA
1941,224,205,9.75,15,8,12.998697759548,24,0.19062901155327344,20,756,185,61,20,87,124,NA,148,NA,NA,2,NA,6522,2075,4130,NA,2,NA
1942,138,326,9.5,15,NA,NA,NA,0.08333333333333333,104,10,222,159,6.5,9.5,63,NA,NA,NA,NA,NA,NA,6522,2075,4130,NA,NA,NA
1943,283,213,8,12,NA,NA,NA,0.13333333333333333,55,1650,158,60,28.8,59.5,98,NA,114,NA,NA,1,NA,6522,2075,4130,NA,1,NA
