p10,p25,p50,p75,p90,metric,comid,result_type
173.79999999999998,201.5,246,303,333.2,DS_Dur_WS,22558244,observed
218.79999999999998,230.5,261,298,332.8,DS_Tim,22558244,observed
0,0.025,0.11,1.19,6.477999999999998,DS_Mag_50,22558244,observed
0.23760000000000034,0.41000000000000003,3.4739999999999993,12,20.95,DS_Mag_90,22558244,observed
2.5,3,5,8,13,FA_Dur,22558244,observed
1.7324171269896569,2.3125942545280243,7.829293293379841,18.898386903046582,64.34858102868402,FA_Mag,22558244,observed
3,5,22,63.25,67,FA_Tim,22558244,observed
0.028438567493112958,0.038962837211037035,0.06422018348623854,0.20096738231380587,0.4655861946272906,SP_ROC,22558244,observed
16.4,24.5,60,112.5,133.8,SP_Dur,22558244,observed
46.160000000000004,81.4,205,397,880.8000000000001,SP_Mag,22558244,observed
140.8,169.5,204,220.5,233.6,SP_Tim,22558244,observed
21,27,40,76,133,Wet_BFL_Dur,22558244,observed
0,0.01,5.245,18.2,49,Wet_BFL_Mag_10,22558244,observed
0,0.44,54.7,140,248,Wet_BFL_Mag_50,22558244,observed
46,104,150,184,186,Wet_Tim,22558244,observed
144.4,145,146,150.5,153.2,Peak_Tim_10,22558244,observed
127.45,138.25,154,188.75,219.5,Peak_Tim_2,22558244,observed
130,144.375,149.75,176.125,203.75,Peak_Tim_5,22558244,observed
1.2,1.5,2,4.5,5.999999999999999,Peak_Dur_10,22558244,observed
6.1,11.5,23,62.75,76.7,Peak_Dur_2,22558244,observed
1,1,2.5,7,8.5,Peak_Dur_5,22558244,observed
1124.5,1124.5,1124.5,1124.5,1124.5,Peak_10,22558244,observed
157.5,157.5,157.5,157.5,157.5,Peak_2,22558244,observed
837,837,837,837,837,Peak_5,22558244,observed
1.2,1.5,2,2.5,2.8,Peak_Fre_10,22558244,observed
1,1.75,3,3.5,5.9,Peak_Fre_2,22558244,observed
1,1,1.5,2.75,3.5,Peak_Fre_5,22558244,observed
