Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1996,236,197,0.02,1.2,2,41.02467573242662,73,0.3582887700534759,9,101,188,84,0.4890000000000001,9.2,104,NA,134.5,142,NA,2,1,1329.0000000000005,464,714.4000000000001,NA,2,1
1997,315,142,0.22,2.6600000000000135,NA,NA,NA,0.1423684210526316,21,585,121,54,4.33,23.5,67,103.5,104,103,2,7,3,1329.0000000000005,464,714.4000000000001,2,4,2
1998,223,250,0.19,2.280000000000001,2,1.4224086961075548,4,0.26339712918660285,102,266,148,57,5.000000000000001,73,91,125,127,127.5,1,4,3,1329.0000000000005,464,714.4000000000001,1,2,2
1999,149,322,0.18,1.1,10,2.608706877944811,23,0.2953877790834312,175,292,147,40,6.750000000000001,22,107,NA,131,NA,NA,1,NA,1329.0000000000005,464,714.4000000000001,NA,1,NA
2000,153,325,0.15,1.3,3,1.318503877776593,3,0.3,162,120,163,58,2.8000000000000003,19,105,NA,139.5,NA,NA,4,NA,1329.0000000000005,464,714.4000000000001,NA,4,NA
2001,59,344,0.19,0.98,5,9.684303677597093,28,0.2222222222222222,185,268,159,47,0.614,5.7,112,NA,NA,NA,NA,NA,NA,1329.0000000000005,464,714.4000000000001,NA,NA,NA
2002,111,283,0.88,1.66,3,1.0728652260821643,5,0.22591706539074957,185,470,98,61,0.14,4.04,37,NA,94,NA,NA,1,NA,1329.0000000000005,464,714.4000000000001,NA,1,NA
2003,103,328,0.73,2.2939999999999996,NA,NA,NA,0.1320754716981132,110,17.6,218,190,0,1.61,28,NA,NA,NA,NA,NA,NA,1329.0000000000005,464,714.4000000000001,NA,NA,NA
2004,279,167,0.73,2.4380000000000015,2,2.0061265740233085,33,0.3561548526449148,15,361,152,87,0.832,4.86,65,NA,NA,NA,NA,NA,NA,1329.0000000000005,464,714.4000000000001,NA,NA,NA
2005,206,233,1.2,2.8049999999999997,7,39.4934931702236,19,0.22543352601156064,55,70.6,178,98,1.1070000000000002,5.279999999999999,80,NA,91,NA,NA,1,NA,1329.0000000000005,464,714.4000000000001,NA,1,NA
2006,279,210,1.16,2.79,2,38.105857787677174,62,0.2533608238834567,21,441,189,116,1.0750000000000002,23.1,73,91,92.5,91,1,3,2,1329.0000000000005,464,714.4000000000001,1,2,1
2007,202,226,0.49,1.1,4,2.9241130498244425,4,0.3333333333333333,73,305,153,30,0.11,4.525,123,NA,NA,NA,NA,NA,NA,1329.0000000000005,464,714.4000000000001,NA,NA,NA
2008,136,359,0.195,6.67,3,5.951617385173628,9,0.15564516129032258,240,181,119,57,9.764000000000003,24.1,62,NA,NA,NA,NA,NA,NA,1329.0000000000005,464,714.4000000000001,NA,NA,NA
2009,239,227,0.49,1.0920000000000003,2,1.5642090279172924,3,0.23790117167600613,34,12.8,193,64,0.4,1.7599999999999998,129,NA,NA,NA,NA,NA,NA,1329.0000000000005,464,714.4000000000001,NA,NA,NA
2010,167,257,0.25,0.97,4,45.695329980080245,13,0.2660832159015055,99,384,158,58,0.486,9.594999999999999,100,NA,NA,NA,NA,NA,NA,1329.0000000000005,464,714.4000000000001,NA,NA,NA
2011,NA,195,NA,NA,2,37.794153570945895,24,0.21739130434782597,16,608,179,121,0.68,6.73,58,NA,127,NA,NA,2,NA,1329.0000000000005,464,714.4000000000001,NA,2,NA
2012,87,322,0.45,2.1980000000000004,4,6.225557244461812,4,0.37837837837837834,122,114,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1329.0000000000005,464,714.4000000000001,NA,NA,NA
2013,230,255,0.07,1.0879999999999996,2,2.3402139612933417,0,0.28048780487804875,153,104,102,59,0.6140000000000001,6.78,43,NA,NA,NA,NA,NA,NA,1329.0000000000005,464,714.4000000000001,NA,NA,NA
2014,201,217,0.38,2.25,9,8.959908504346911,50,0.4285714285714285,62,114,155,36,0,0.53,119,NA,NA,NA,NA,NA,NA,1329.0000000000005,464,714.4000000000001,NA,NA,NA
2015,150,307,0.195,0.6839999999999998,NA,NA,NA,0.24074074074074084,172,126,135,83,0,1.89,52,NA,72,NA,NA,1,NA,1329.0000000000005,464,714.4000000000001,NA,1,NA
2016,92,362,1.725,13.940000000000003,2,1.0458292029152325,40,0.14482758620689654,193,314,169,78,0.04700000000000001,0.6,91,NA,NA,NA,NA,NA,NA,1329.0000000000005,464,714.4000000000001,NA,NA,NA
2017,248,208,0.94,2.07,6,51.18654999731524,15,0.3317580567580568,32,61.7,176,88,1.6370000000000002,19.1,88,NA,136,102,NA,6,1,1329.0000000000005,464,714.4000000000001,NA,4,1
2018,112,344,0.515,1.61,8,34.877376598867656,46,0.22159090909090903,152,223,192,102,0,2.31,90,NA,173,NA,NA,1,NA,1329.0000000000005,464,714.4000000000001,NA,1,NA
