p10,p25,p50,p75,p90,metric,comid,result_type
212,221.5,229.5,240.5,246.5,DS_Dur_WS,8922717,observed
267.8,280,286,302,304,DS_Tim,8922717,observed
0,0,0.005,0.017499999999999998,0.025,DS_Mag_50,8922717,observed
0.04,0.07,0.07500000000000001,0.14150000000000013,0.178,DS_Mag_90,8922717,observed
NA,NA,NA,NA,NA,FA_Dur,8922717,observed
NA,NA,NA,NA,NA,FA_Mag,8922717,observed
NA,NA,NA,NA,NA,FA_Tim,8922717,observed
0.09578000691802142,0.10912698412698416,0.12499999999999993,0.13664596273291924,0.1550769230769231,SP_ROC,8922717,observed
48,53,79,86,94.19999999999999,SP_Dur,8922717,observed
1.282,1.68,3.87,6.98,7.581999999999999,SP_Mag,8922717,observed
194.8,210,222,223,225,SP_Tim,8922717,observed
46.4,49,67,87,92.79999999999998,Wet_BFL_Dur,8922717,observed
0,0.01,0.09700000000000002,0.23,0.32959999999999995,Wet_BFL_Mag_10,8922717,observed
0.162,0.22,0.33,1.355,2.6179999999999994,Wet_BFL_Mag_50,8922717,observed
130.8,141,147,155,166.60000000000002,Wet_Tim,8922717,observed
200.70000000000002,203.25,207.5,211.75,214.29999999999998,Peak_Tim_10,8922717,observed
166.8,186.5,188,193,216.4,Peak_Tim_2,8922717,observed
166.2,186,201,205.75,207.1,Peak_Tim_5,8922717,observed
2.3000000000000003,2.75,3.5,4.25,4.7,Peak_Dur_10,8922717,observed
1,3,17,29,49.8,Peak_Dur_2,8922717,observed
3.8000000000000003,6.5,9,11,12.8,Peak_Dur_5,8922717,observed
7.464,7.464,7.464,7.464,7.464,Peak_10,8922717,observed
1.98,1.98,1.98,1.98,1.98,Peak_2,8922717,observed
5.062000000000001,5.062000000000001,5.062000000000001,5.062000000000001,5.062000000000001,Peak_5,8922717,observed
1,1,1,1,1,Peak_Fre_10,8922717,observed
1,1,2,4,5.199999999999999,Peak_Fre_2,8922717,observed
1.3,1.75,3,4.25,4.7,Peak_Fre_5,8922717,observed
