p10,p25,p50,p75,p90,metric,comid,result_type
77.6,108,167,216.75,248.29999999999998,DS_Dur_WS,22556372,observed
193,222.5,262,320,340,DS_Tim,22556372,observed
0.25700000000000006,0.44375,0.845,1.2,1.7,DS_Mag_50,22556372,observed
0.7602000000000001,1.0075,1.8,2.5745,5.972999999999997,DS_Mag_90,22556372,observed
2,2,3,4,6,FA_Dur,22556372,observed
3.4394984624625287,5.835664529618153,30.996478280846944,91.47234910586964,150.9413061006948,FA_Mag,22556372,observed
1,4,13,29,41,FA_Tim,22556372,observed
0.05357142857142862,0.06968787515006,0.10000000000000007,0.1789772727272727,0.25,SP_ROC,22556372,observed
10,14.5,78,121.5,177,SP_Dur,22556372,observed
47.3,81,157,211.5,343,SP_Mag,22556372,observed
143,158,186,211,243,SP_Tim,22556372,observed
61.20000000000001,96.25,120,157,195.29999999999998,Wet_BFL_Dur,22556372,observed
0.21100000000000002,0.35775,0.71,1.1965,1.5965,Wet_BFL_Mag_10,22556372,observed
0.372,0.83375,1.24,2.4675000000000002,58.69999999999994,Wet_BFL_Mag_50,22556372,observed
13.700000000000003,35,52,75,104.89999999999998,Wet_Tim,22556372,observed
101.25,113.875,142,147.25,150.75,Peak_Tim_10,22556372,observed
77.75,113.125,130,142.375,154,Peak_Tim_2,22556372,observed
82.5,104.25,131,142,151,Peak_Tim_5,22556372,observed
1,1,1,1.75,2.5,Peak_Dur_10,22556372,observed
1,1,2,4,7,Peak_Dur_2,22556372,observed
1,1,1,2,5,Peak_Dur_5,22556372,observed
954,954,954,954,954,Peak_10,22556372,observed
373,373,373,373,373,Peak_2,22556372,observed
753,753,753,753,753,Peak_5,22556372,observed
1,1,1,1.75,2,Peak_Fre_10,22556372,observed
1,1,2,3.75,5,Peak_Fre_2,22556372,observed
1,1,1,2,3,Peak_Fre_5,22556372,observed
