comid,metric,p10,p25,p50,p75,p90,source,result_type
22557742,Peak_Dur_2,1,1,4,10,29,inferred,predicted
22557742,Peak_Dur_5,1,1,2,3,6,inferred,predicted
22557742,Peak_Fre_2,1,1,2,3,5,inferred,predicted
22557742,Peak_Fre_5,1,1,1,2,3,inferred,predicted
22557742,Peak_10,247.171464309588,354.37024826573304,484.041877634787,584.830417815975,796.473064293283,model,predicted
22557742,Peak_2,31.5475952724372,52.2189635427557,63.7084892782332,91.1400719756059,166.082673558621,model,predicted
22557742,Peak_5,129.1907,177.6808,263.3849,319.8628,489.2057,model,predicted
22557742,DS_Dur_WS,84.56,119.5625,151.775,191.725,229.4075,model,predicted
22557742,DS_Mag_50,0.259443286219231,0.810732275861188,1.80563530643505,2.6564151170588,3.76395594751929,model,predicted
22557742,DS_Mag_90,0.696552685334289,1.48480919850449,2.8178594001436,4.9184666750697,7.92054118930966,model,predicted
22557742,DS_Tim,252.98,277.875,297,316.275,336.205,model,predicted
22557742,FA_Dur,2,3,4,6,8,obs,predicted
22557742,FA_Mag,1.73052960181156,3.50548708260971,6.25814636311963,12.1906716559043,25.0585689426153,model,predicted
22557742,FA_Tim,9.25,27.58125,41.75,52,62.305,model,predicted
22557742,Peak_Dur_10,1,1,1,2,4,obs,predicted
22557742,Peak_Fre_10,1,1,1,1,2,obs,predicted
22557742,SP_Dur,48.7783333333334,70.65,100.916666666667,142.616666666667,164.755,model,predicted
22557742,SP_Mag,9.30228877400321,16.0510751911025,33.2422816754,74.9007998270395,132.504552566318,model,predicted
22557742,SP_ROC,0.03845705116239,0.0486334288519571,0.0625000000000001,0.0813201980740652,0.114111705288176,obs,predicted
22557742,SP_Tim,140,156.21875,177.15,203.13125,228.285,model,predicted
22557742,Wet_BFL_Dur,41,63.2875,90.95,124.541666666667,158.32,model,predicted
22557742,Wet_BFL_Mag_10,1.09407649175867,1.96970150011558,3.1974653332147,5.06209480176954,7.23552206299261,model,predicted
22557742,Wet_BFL_Mag_50,2.17887347744283,4.08780931677009,7.24773355557223,11.4823047018096,16.7869208369883,model,predicted
22557742,Wet_Tim,43.975,63.84375,87,102.125,125.41,model,predicted
