p10,p25,p50,p75,p90,metric,comid,result_type
125.9,207.25,224.5,254.25,264.8,DS_Dur_WS,8941685,observed
288.59999999999997,300.75,304.5,317.5,332.5,DS_Tim,8941685,observed
0.611,0.70375,0.95,1.3849999999999998,3.4040000000000026,DS_Mag_50,8941685,observed
1.5670000000000004,3.00975,6.746,8.522500000000008,12.335000000000003,DS_Mag_90,8941685,observed
1.6,2,3,3,4.4,FA_Dur,8941685,observed
2.0625993576488844,2.7800894688644604,4.134920639777584,7.147615627833873,13.662420681712318,FA_Mag,8941685,observed
8.8,19,27,38,58,FA_Tim,8941685,observed
0.06989730795536953,0.07488018265391927,0.07911632064174438,0.08270405669599215,0.09022196916327775,SP_ROC,8941685,observed
49.699999999999996,55.75,63,67,70.4,SP_Dur,8941685,observed
38.980000000000004,92.5,112.5,154.75,163.10000000000002,SP_Mag,8941685,observed
229.8,234,243,256.25,267.8,SP_Tim,8941685,observed
52.50000000000001,63.75,76,95.25,133.80000000000007,Wet_BFL_Dur,8941685,observed
5.461,6.723000000000001,8.742500000000001,15.4725,21.1,Wet_BFL_Mag_10,8941685,observed
16.95,20.75,33.525,43.912499999999994,53.85000000000001,Wet_BFL_Mag_50,8941685,observed
101.10000000000001,147.5,167,191,196.8,Wet_Tim,8941685,observed
105.60000000000002,126,160,194,214.4,Peak_Tim_10,8941685,observed
92,198.5,236,244,249,Peak_Tim_2,8941685,observed
91.3,91.75,159.5,227.75,229.1,Peak_Tim_5,8941685,observed
1.1,1.25,1.5,1.75,1.9,Peak_Dur_10,8941685,observed
1,1,2,2.5,4,Peak_Dur_2,8941685,observed
1,1,1.5,2.25,2.7,Peak_Dur_5,8941685,observed
261.20000000000005,261.20000000000005,261.20000000000005,261.20000000000005,261.20000000000005,Peak_10,8941685,observed
166,166,166,166,166,Peak_2,8941685,observed
204.40000000000003,204.40000000000003,204.40000000000003,204.40000000000003,204.40000000000003,Peak_5,8941685,observed
1,1,1,1,1,Peak_Fre_10,8941685,observed
1,1,1,1.5,2,Peak_Fre_2,8941685,observed
1,1,1,1,1,Peak_Fre_5,8941685,observed
