Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1956,144,354,30,136.80000000000007,4,228.00225904403186,0,0.03687007802356482,95,458,259,196,431,782.5,63,82,106,113,1,6,2,15360,7410,12780.000000000002,1,3,2
1957,109,366,106,933.6,2,105.00021131803572,2,0.05489940946852167,98,149,268,136,117.5,178,132,NA,NA,NA,NA,NA,NA,15360,7410,12780.000000000002,NA,NA,NA
1958,205,249,111,164,3,850.9866063106513,9,0.10252968199988068,23,1330,226,117,662.6,2450,109,143.5,140,143.5,3,14,4,15360,7410,12780.000000000002,2,6,2
1959,119,357,19,72.4,NA,NA,NA,0.0962962962962963,171,373,186,98,80.5,238.5,88,NA,138,NA,NA,1,NA,15360,7410,12780.000000000002,NA,1,NA
1960,50,361,28,111.80000000000001,7,155.9476433079112,2,0.1275258194881006,112,191,249,139,53.2,187,110,NA,130,NA,NA,1,NA,15360,7410,12780.000000000002,NA,1,NA
1961,138,353,36,108.49999999999999,2,97.99829445025266,4,0.06195175438596491,70,177,283,238,35.400000000000006,135,45,NA,NA,NA,NA,NA,NA,15360,7410,12780.000000000002,NA,NA,NA
1962,114,366,50,217.4,3,97.99995365306081,0,0.09032549728752261,179,970,187,62,194,692.5,125,NA,NA,NA,NA,NA,NA,15360,7410,12780.000000000002,NA,NA,NA
1963,NA,245,NA,NA,2,1169.9667346919089,12,0.09836065573770492,45,8000,200,86,221,850,114,NA,159.5,NA,NA,3,NA,15360,7410,12780.000000000002,NA,2,NA
1964,73,404,0,55.59999999999998,5,425.4812077454417,28,0.14915966386554622,121,127,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15360,7410,12780.000000000002,NA,NA,NA
1965,103,351,36,112.8,1,89.99990602691314,0,0.050983436853002065,129,575,222,149,0,157,73,84.5,90,90,3,8,6,15360,7410,12780.000000000002,2,2,2
1966,121,350,53,125,5,131.44069209201118,7,0.034482758620689655,124,170,226,138,25.700000000000003,155,88,NA,NA,NA,NA,NA,NA,15360,7410,12780.000000000002,NA,NA,NA
1967,131,378,44,114,1,145.99998919630022,0,0.015789473684210527,97,635,281,176,39,525,105,NA,118,NA,NA,6,NA,15360,7410,12780.000000000002,NA,1,NA
1968,137,327,47,141.4,10,578.0000311830241,0,0.0410958904109589,83,168,244,113,28,402,131,NA,143,NA,NA,4,NA,15360,7410,12780.000000000002,NA,1,NA
1969,112,351,61,119.60000000000002,4,128.94710816457166,0,0.014634146341463415,207,4540,144,46,48,4005,98,NA,112,NA,NA,7,NA,15360,7410,12780.000000000002,NA,1,NA
