Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1967,NA,313,NA,NA,2,191.99994292751373,0,0.2761627906976744,38,76,275,NA,NA,NA,NA,NA,115,NA,NA,1,NA,10850.000000000002,3270,6052.000000000002,NA,1,NA
1968,142,325,75.5,198,3,1109.9692410022392,49,0.4347826086956521,40,226,285,NA,NA,NA,NA,NA,159,NA,NA,1,NA,10850.000000000002,3270,6052.000000000002,NA,1,NA
1969,82,314,13.5,39.00000000000006,3,183.9995692630234,4,0.08,162,14100,152,51,36,665,101,131.5,136.5,130.5,4,13,10,10850.000000000002,3270,6052.000000000002,2,4,2
1970,85,293,12,124.00000000000004,3,24.02599104486132,2,0.28055555555555556,65,36,228,198,30,116,30,NA,NA,NA,NA,NA,NA,10850.000000000002,3270,6052.000000000002,NA,NA,NA
1971,68,324,22,106,1,131.00271187813263,4,0.24493243243243246,48,111,276,264,12.3,106,12,NA,NA,NA,NA,NA,NA,10850.000000000002,3270,6052.000000000002,NA,NA,NA
1972,65,328,0,18.200000000000003,1,56.99998654124951,0,0.27205882352941174,178,37,150,124,30.3,94.5,26,NA,NA,NA,NA,NA,NA,10850.000000000002,3270,6052.000000000002,NA,NA,NA
1973,98,344,111,128.3,4,34.990620193096774,18,0.05242566510172143,66,140,278,251,18,116,27,NA,NA,NA,NA,NA,NA,10850.000000000002,3270,6052.000000000002,NA,NA,NA
1974,11,360,0,17,4,277.9470726204046,48,0.19164989939637828,101,77,259,183,23,102,76,NA,NA,NA,NA,NA,NA,10850.000000000002,3270,6052.000000000002,NA,NA,NA
1975,NA,NA,NA,NA,4,121.00413959575417,5,NA,NA,136,278,273,27,95,5,NA,NA,NA,NA,NA,NA,10850.000000000002,3270,6052.000000000002,NA,NA,NA
1976,151,296,0.96,13,2,87.9938642872173,18,0.12280701754385964,16,57,280,174,0,48.5,106,NA,NA,NA,NA,NA,NA,10850.000000000002,3270,6052.000000000002,NA,NA,NA
