Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1968,156,309,1.85,11,3,10.0014045429912,14,0.11566332218506142,122,59,187,127,1.7600000000000002,13,60,NA,NA,NA,NA,NA,NA,1532,681,1078.0000000000002,NA,NA,NA
1969,214,248,2.9,6.010000000000005,1,3.402450118632092,0,0.05660377358490563,40,34,208,109,20,55,99,NA,NA,NA,NA,NA,NA,1532,681,1078.0000000000002,NA,NA,NA
1970,217,198,1.9,5.580000000000004,2,69.9946097641775,14,0.0717967599410898,40,214,158,62,21.200000000000003,36,96,112,109.5,112,1,2,1,1532,681,1078.0000000000002,1,2,1
1971,176,208,1.5,3.9,5,15.993311110648726,19,0.12547348484848483,28,317,180,131,6.4,20,49,NA,NA,NA,NA,NA,NA,1532,681,1078.0000000000002,NA,NA,NA
1972,157,301,2.4,23.400000000000006,NA,NA,NA,0.10000000000000007,91,16,210,192,1.2100000000000002,2.4,18,NA,NA,NA,NA,NA,NA,1532,681,1078.0000000000002,NA,NA,NA
1973,185,211,2.2,12,4,16.981609795000743,8,0.06458333333333333,27,98,184,92,34.2,74.5,92,NA,109,109,NA,3,1,1532,681,1078.0000000000002,NA,3,1
1974,254,228,1.8,11,2,27.981187779353355,6,0.09090909090909091,42,1400,186,156,13.5,42,30,NA,182,182,NA,1,1,1532,681,1078.0000000000002,NA,1,1
1975,140,240,3.3,10,3,15.99880138750709,3,0.07059800664451826,47,125,193,77,10.040000000000001,44,116,NA,NA,NA,NA,NA,NA,1532,681,1078.0000000000002,NA,NA,NA
1976,34,339,1.1,5.14,2,79.98177233683035,9,0.11111111111111113,182,53,157,143,1.6,2.4,14,NA,NA,NA,NA,NA,NA,1532,681,1078.0000000000002,NA,NA,NA
1977,166,289,0.195,1.3,2,11.000883845673197,0,0.2375,111,40,178,171,0.69,1.1,7,NA,NA,NA,NA,NA,NA,1532,681,1078.0000000000002,NA,NA,NA
