Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1942,46,382,0.4,1.6,NA,NA,NA,0.14285714285714288,97,34,285,277,2.8,20,8,NA,117.5,NA,NA,2,NA,994.2999999999997,46.5,385.00000000000034,NA,2,NA
1943,NA,274,NA,NA,9,5.97404364311876,0,0.027106227106227107,17,43,257,211,0.9,22,46,NA,159.5,NA,NA,20,NA,994.2999999999997,46.5,385.00000000000034,NA,8,NA
1944,55,372,0.3,7.720000000000008,4,57.97076172261334,72,0.04,140,42,232,NA,NA,NA,NA,NA,170,145,NA,34,2,994.2999999999997,46.5,385.00000000000034,NA,6,1
1945,NA,291,NA,NA,1,104.65111867371787,42,0.3807254623044096,23,38,268,213,1,32,55,NA,237.5,NA,NA,37,NA,994.2999999999997,46.5,385.00000000000034,NA,4,NA
1946,NA,364,NA,NA,NA,NA,NA,0.03125,130,38,234,NA,NA,NA,NA,NA,131.5,83,NA,45,1,994.2999999999997,46.5,385.00000000000034,NA,6,1
1947,NA,279,NA,NA,NA,NA,NA,0.03790375741595254,13,44,266,NA,NA,NA,NA,NA,190,NA,NA,29,NA,994.2999999999997,46.5,385.00000000000034,NA,2,NA
1948,NA,295,NA,NA,2,324.7031301343111,61,0.19999999999999996,52,36,243,NA,NA,NA,NA,NA,63,NA,NA,3,NA,994.2999999999997,46.5,385.00000000000034,NA,2,NA
1949,210,271,0,0.2,NA,NA,NA,0.2254464285714286,42,40,229,NA,NA,NA,NA,NA,103,NA,NA,2,NA,994.2999999999997,46.5,385.00000000000034,NA,1,NA
1950,271,219,0,0.2,NA,NA,NA,0.16666666666666663,34,13,185,70,0.4,3.1,115,NA,NA,NA,NA,NA,NA,994.2999999999997,46.5,385.00000000000034,NA,NA,NA
1951,203,262,0,0,NA,NA,NA,0.217391304347826,47,20,215,91,0.2,0.4,124,NA,NA,NA,NA,NA,NA,994.2999999999997,46.5,385.00000000000034,NA,NA,NA
1952,32,363,0.15000000000000002,0.4900000000000002,NA,NA,NA,0.023255813953488372,192,1330,171,72,5.320000000000001,40,99,167,198,162,1,89,4,994.2999999999997,46.5,385.00000000000034,1,17,3
1953,250,268,0,0.5,NA,NA,NA,0.75,55,0.6,213,184,0.1300000000000001,0.4,29,NA,NA,NA,NA,NA,NA,994.2999999999997,46.5,385.00000000000034,NA,NA,NA
1954,NA,290,NA,NA,NA,NA,NA,0.2727272727272727,15,49,275,123,44.2,49,152,NA,187.5,172,NA,106,2,994.2999999999997,46.5,385.00000000000034,NA,8,1
1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,NA,310,NA,NA,NA,NA,NA,0.07317073170731707,31,45,279,116,8.4,46,163,NA,210,186,NA,49,2,994.2999999999997,46.5,385.00000000000034,NA,4,2
1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,124,296,0,0,NA,NA,NA,0.2822695035460993,28,46,268,222,0,1.9,46,NA,53,NA,NA,1,NA,994.2999999999997,46.5,385.00000000000034,NA,1,NA
1967,202,228,0,0.1,NA,NA,NA,0.07142857142857134,158,853,70,16,0,0,54,NA,66,66,NA,3,2,994.2999999999997,46.5,385.00000000000034,NA,1,1
1968,279,198,0,0,NA,NA,NA,0.33333333333333326,18,8.2,180,116,0,0.55,64,NA,79,NA,NA,1,NA,994.2999999999997,46.5,385.00000000000034,NA,1,NA
1969,201,345,0,0.24,NA,NA,NA,0.05131578947368421,87,34,258,147,4.220000000000001,32,111,NA,136.5,148,NA,14,1,994.2999999999997,46.5,385.00000000000034,NA,4,1
1970,101,315,0,0,NA,NA,NA,0.26618589743589743,30,29,285,105,24.4,28,180,NA,NA,NA,NA,NA,NA,994.2999999999997,46.5,385.00000000000034,NA,NA,NA
1971,NA,231,NA,NA,NA,NA,NA,0.23943661971830976,146,91,85,35,0,0.24,50,NA,81,NA,NA,1,NA,994.2999999999997,46.5,385.00000000000034,NA,1,NA
1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,205,323,0,0.1,14,129.76244535747094,41,0.17232237539766698,48,25,275,147,3.8800000000000003,25,128,NA,158,NA,NA,19,NA,994.2999999999997,46.5,385.00000000000034,NA,7,NA
1974,NA,202,NA,NA,NA,NA,NA,0.25000000000000006,16,18,186,24,0.046000000000000006,11.5,162,NA,NA,NA,NA,NA,NA,994.2999999999997,46.5,385.00000000000034,NA,NA,NA
1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,68,311,0,0,NA,NA,NA,0.25806451612903236,107,7.8,204,84,0.703,4.85,120,NA,131,NA,NA,1,NA,994.2999999999997,46.5,385.00000000000034,NA,1,NA
1977,160,330,0,1.7099999999999993,NA,NA,NA,0.25000000000000006,229,6.7,101,88,0,0.05,13,NA,31.5,NA,NA,2,NA,994.2999999999997,46.5,385.00000000000034,NA,2,NA
1978,NA,344,NA,NA,NA,NA,NA,0.14285714285714285,185,1150,159,35,4.82,30,124,153,150,151,3,33,6,994.2999999999997,46.5,385.00000000000034,2,7,1
1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,NA,340,NA,NA,NA,NA,NA,0.041666666666666664,89,25,251,227,9.120000000000001,23,24,NA,137,NA,NA,12,NA,994.2999999999997,46.5,385.00000000000034,NA,7,NA
1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,994.2999999999997,46.5,385.00000000000034,NA,NA,NA
1988,NA,313,NA,NA,NA,NA,NA,0.2777777777777778,25,21,288,194,2.7500000000000004,18,94,NA,116,NA,NA,4,NA,994.2999999999997,46.5,385.00000000000034,NA,2,NA
1989,NA,NA,NA,NA,10,23.076795483409423,1,NA,NA,27,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,994.2999999999997,46.5,385.00000000000034,NA,NA,NA
1990,144,418,0.25,12,NA,NA,NA,0.1460873983739837,129,16,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,994.2999999999997,46.5,385.00000000000034,NA,NA,NA
