comid,metric,p10,p25,p50,p75,p90,source,result_type
22555654,Peak_Dur_2,1,1,3,7,14,inferred,predicted
22555654,Peak_Dur_5,1,1,2,3,5,inferred,predicted
22555654,Peak_Fre_2,1,1,2,3,5,inferred,predicted
22555654,Peak_Fre_5,1,1,1,2,3,inferred,predicted
22555654,Peak_10,920.735165770912,1239.2409995351,1727.1533949123998,2035.28997972492,3031.9276625462,model,predicted
22555654,Peak_2,150.29347151782198,232.765528378432,296.22914406415003,431.24742327544703,725.590300068657,model,predicted
22555654,Peak_5,501.0829,697.5113,1034.0539999999999,1199.963,1706.184,model,predicted
22555654,DS_Dur_WS,70.78,101.725,138.016666666667,172.3875,205.2625,model,predicted
22555654,DS_Mag_50,1.41783923571674,3.98739332967732,7.92630897871027,11.6472088004249,16.2066070693341,model,predicted
22555654,DS_Mag_90,4.25416128881803,7.97644361954861,13.7641788639574,21.8109959439607,34.0279689194745,model,predicted
22555654,DS_Tim,261.8625,283.56875,299,315,334.713333333333,model,predicted
22555654,FA_Dur,2,3,5,7,13.4,obs,predicted
22555654,FA_Mag,8.09811712973877,16.5413541044463,27.89927275569,58.9840006262129,120.60922371089,model,predicted
22555654,FA_Tim,9.225,23.65,40.7,49.875,61,model,predicted
22555654,Peak_Dur_10,1,1,1,2,3.4,obs,predicted
22555654,Peak_Fre_10,1,1,1,2,2,obs,predicted
22555654,SP_Dur,56.05,75.2875,99.9,137.3,164,model,predicted
22555654,SP_Mag,48.7804775827171,73.1636853148804,131.760914883189,266.615136976402,552.957949235242,model,predicted
22555654,SP_ROC,0.048079693221675,0.0595744680851064,0.0759493670886077,0.106203007518797,0.177875188536953,obs,predicted
22555654,SP_Tim,146.576666666666,160.55,187.75,218.75625,236.145833333333,model,predicted
22555654,Wet_BFL_Dur,49.4,67.1666666666667,101.295833333333,133.21875,161.9275,model,predicted
22555654,Wet_BFL_Mag_10,6.36179741579444,10.9403293071309,16.219707243055,24.6110903580826,37.3879728388675,model,predicted
22555654,Wet_BFL_Mag_50,14.8365374797853,25.1729515821491,40.4281432449099,67.6881734017389,100.149341122442,model,predicted
22555654,Wet_Tim,47,64.5,87.1125,100,113.41,model,predicted
