p10,p25,p50,p75,p90,metric,comid,result_type
124.8,174.25,209.5,240.75,288.90000000000003,DS_Dur_WS,20348919,observed
194,211.5,228,270,283,DS_Tim,20348919,observed
0,0,0,0.4875,2.679000000000001,DS_Mag_50,20348919,observed
0,0.03,0.6345000000000001,4.824999999999999,9.636000000000006,DS_Mag_90,20348919,observed
2.5,4,4.5,10,14.5,FA_Dur,20348919,observed
1.319244749632601,1.4614741123247703,3.5956556864748395,14.607652241663807,27.72672685386796,FA_Mag,20348919,observed
13.5,18.5,30.5,43.75,54,FA_Tim,20348919,observed
0.06962025316455706,0.08382644969546732,0.12690355329949238,0.19499999999999998,0.3675213675213675,SP_ROC,20348919,observed
20,34,67,119.5,145,SP_Dur,20348919,observed
9,24,144,535,2110,SP_Mag,20348919,observed
105,142,161,193.5,207,SP_Tim,20348919,observed
22,40,64,110.5,154,Wet_BFL_Dur,20348919,observed
0,0,1.91,3.4370000000000003,11.2,Wet_BFL_Mag_10,20348919,observed
1.01,1.7675,5.59,15.75,76,Wet_BFL_Mag_50,20348919,observed
46,57.5,83,100,124,Wet_Tim,20348919,observed
88,97,124,148.25,152.3,Peak_Tim_10,20348919,observed
106.15,116.625,125.25,146.75,158.4,Peak_Tim_2,20348919,observed
102.60000000000001,120.5,136,140,147.8,Peak_Tim_5,20348919,observed
1,1,1,1,1,Peak_Dur_10,20348919,observed
1,2,3,10.75,26.6,Peak_Dur_2,20348919,observed
1,1.5,4,5,5.4,Peak_Dur_5,20348919,observed
4910.000000000003,4910.000000000003,4910.000000000003,4910.000000000003,4910.000000000003,Peak_10,20348919,observed
234,234,234,234,234,Peak_2,20348919,observed
1254,1254,1254,1254,1254,Peak_5,20348919,observed
1,1,1,1,1,Peak_Fre_10,20348919,observed
1,2,2,3.75,6.300000000000001,Peak_Fre_2,20348919,observed
1,1,2,2.5,3,Peak_Fre_5,20348919,observed
