p10,p25,p50,p75,p90,metric,comid,result_type
119.39999999999999,145,171,207,233.2,DS_Dur_WS,20331516,observed
221.39999999999998,229,240,266.75,309,DS_Tim,20331516,observed
0.762,1.3,1.5750000000000002,2.4,4.4239999999999995,DS_Mag_50,20331516,observed
2.0978,3.0339999999999994,5.300000000000001,8.289000000000007,12.079999999999995,DS_Mag_90,20331516,observed
2,2,3,4,5.600000000000001,FA_Dur,20331516,observed
5.129041072842828,7.012620543859492,17.49962754499552,63.07836495312864,233.15045332051142,FA_Mag,20331516,observed
4.7,11.5,16.5,28.25,40.3,FA_Tim,20331516,observed
0.05176419520499567,0.05849209273965067,0.07087388584293064,0.08676948051948052,0.0922334642102084,SP_ROC,20331516,observed
20.8,31.25,57.5,90.75,132.20000000000002,SP_Dur,20331516,observed
48.95,101.35,213.5,650.25,1881.0000000000027,SP_Mag,20331516,observed
142.4,156.5,189,207,219.5,SP_Tim,20331516,observed
63.6,83,119,168,178.79999999999998,Wet_BFL_Dur,20331516,observed
3.474,6.41,8.58,10.8,21.915999999999997,Wet_BFL_Mag_10,20331516,observed
9.344,14,19.45,39,86.39999999999998,Wet_BFL_Mag_50,20331516,observed
21.6,36,62,84,107.39999999999998,Wet_Tim,20331516,observed
102.4,133,151.5,153.75,155.1,Peak_Tim_10,20331516,observed
80.39999999999999,105.75,130,140.5,149.99999999999997,Peak_Tim_2,20331516,observed
99.5,124.25,150.5,153,166.8,Peak_Tim_5,20331516,observed
1,1,1,1,1,Peak_Dur_10,20331516,observed
1,2,3,7.5,11.2,Peak_Dur_2,20331516,observed
1,1,1,1.25,2,Peak_Dur_5,20331516,observed
3759.000000000001,3759.000000000001,3759.000000000001,3759.000000000001,3759.000000000001,Peak_10,20331516,observed
704.5,704.5,704.5,704.5,704.5,Peak_2,20331516,observed
2652.0000000000014,2652.0000000000014,2652.0000000000014,2652.0000000000014,2652.0000000000014,Peak_5,20331516,observed
1,1,1,1,1,Peak_Fre_10,20331516,observed
1,1,2,3,6,Peak_Fre_2,20331516,observed
1,1,1,1,1,Peak_Fre_5,20331516,observed
