Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1971,89,337,24,26,NA,NA,NA,0.08333333333333333,272,37,65,28,21.7,24,37,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
1972,172,282,22,28,NA,NA,NA,0.045454545454545456,193,900,89,29,23,24,60,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
1973,142,296,20,23,4,54.005020701641584,41,0.07142857142857142,159,2520,137,49,27,33,88,NA,133,NA,NA,1,NA,9646.000000000002,2040,5120.000000000006,NA,1,NA
1974,142,267,19,22,2,89.99519381705964,48,0.05555555555555555,165,999,102,30,23,24,72,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
1975,196,279,22,28,NA,NA,NA,0.041666666666666664,115,223,164,121,21,26,43,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
1976,150,287,24,31.099999999999994,NA,NA,NA,NA,NA,2890,346,237,20,27,109,NA,346,NA,NA,1,NA,9646.000000000002,2040,5120.000000000006,NA,1,NA
1977,93,344,26,27,3,94.95285211295146,22,0.07142857142857142,20,483,324,253,24,28,71,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
1978,155,272,32,38,NA,NA,NA,0.06666666666666667,114,6800,158,87,25,44,71,NA,144.5,151,NA,11,4,9646.000000000002,2040,5120.000000000006,NA,6,3
1979,205,245,36,39,5,77.99494863924718,41,0.10931899641577061,63,1330,182,121,30,79,61,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
1980,163,301,24,27,2,387.98456519131605,19,0.057831661092530656,140,3000,161,77,32,230,84,NA,147,130,NA,12,2,9646.000000000002,2040,5120.000000000006,NA,6,2
1981,187,253,20,28,NA,NA,NA,0.06666666666666667,98,464,155,57,25,67,98,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
1982,227,239,50,120.4,3,343.96815146144553,58,0.027450980392156862,53,1670,186,112,37,66.5,74,NA,167,NA,NA,2,NA,9646.000000000002,2040,5120.000000000006,NA,1,NA
1983,NA,342,NA,NA,2,82.99952848434503,26,0.039603960396039604,186,11500,156,56,97,247.5,100,152,133.5,150,1,10,3,9646.000000000002,2040,5120.000000000006,1,6,2
1984,60,336,69,74.2,5,1569.9927182143933,0,0.029411764705882353,245,838,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
1985,162,310,100,125.9,NA,NA,NA,0.045454545454545456,175,560,135,105,75.8,125,30,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
1986,123,268,68,79.19999999999999,4,159.99692384600326,21,0.06172839506172839,98,1370,170,64,90,132.5,106,NA,137,NA,NA,1,NA,9646.000000000002,2040,5120.000000000006,NA,1,NA
1987,NA,307,NA,NA,6,199.97239280477626,9,0.07482517482517483,138,357,169,144,76,102.5,25,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
1988,59,337,77,89,3,333.00337268888495,11,0.08480671261612227,298,1220,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
1989,69,335,65,80,NA,NA,NA,0.04,199,293,136,106,70,83,30,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
1990,135,348,57,78.20000000000002,3,102.9957460806087,21,0.04724702380952381,205,870,143,105,76.4,85,38,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
1991,124,305,40,56.7,3,103.99591357083722,50,0.045454545454545456,149,562,156,39,75.6,83,117,NA,163.5,NA,NA,3,NA,9646.000000000002,2040,5120.000000000006,NA,2,NA
1992,238,196,49,63,3,129.99397293895947,26,0.05555555555555555,18,1280,178,115,53.4,64,63,NA,134,NA,NA,2,NA,9646.000000000002,2040,5120.000000000006,NA,1,NA
1993,199,260,38,54,5,193.99767986275478,30,0.058823529411764705,149,8260,111,43,56,134,68,98,105,102.5,1,12,4,9646.000000000002,2040,5120.000000000006,1,5,2
1994,130,307,49,80.10000000000001,2,63.99387379072141,41,0.07537878787878788,133,826,174,81,45,54,93,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
1995,262,196,59,232,3,164.96809971827338,4,0.08491725925433641,31,6280,165,94,62.6,190,71,NA,136,155,NA,10,4,9646.000000000002,2040,5120.000000000006,NA,5,3
1996,207,175,88,105,NA,NA,NA,0.24031476997578693,24,401,151,59,57,80,92,NA,142,NA,NA,2,NA,9646.000000000002,2040,5120.000000000006,NA,1,NA
1997,332,135,86,111.90000000000003,NA,NA,NA,0.06672222222222222,14,3730,121,105,85,113,16,NA,117,NA,NA,2,NA,9646.000000000002,2040,5120.000000000006,NA,1,NA
1998,61,352,94,108,3,285.99184317013754,6,0.04950495049504951,202,10800,150,49,84.8,201,101,146,144,145,1,5,2,9646.000000000002,2040,5120.000000000006,1,3,1
1999,123,349,84,93,3,147.95181101019926,24,0.054549962806843544,152,392,197,150,93,104.5,47,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
2000,217,230,83,101,NA,NA,NA,0.06382978723404255,70,962,160,54,87,106.5,106,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
2001,61,327,76.2,85.4,2,141.9859526453858,29,0.05813953488372093,173,493,154,73,91,105,81,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
2002,75,306,72.9,79.52,NA,NA,NA,0.037132843791722284,63,118,243,221,83.8,99,22,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
2003,156,274,79.80000000000001,88.95,NA,NA,NA,0.05333333333333334,104,2460,170,155,78,85.6,15,NA,166,NA,NA,1,NA,9646.000000000002,2040,5120.000000000006,NA,1,NA
2004,265,172,70,92,2,233.98521073546354,42,0.07428571428571429,20,3570,152,88,73.7,95.5,64,NA,116.5,NA,NA,2,NA,9646.000000000002,2040,5120.000000000006,NA,2,NA
2005,150,332,93.5,123,4,438.01277324798224,16,0.058758314855875834,226,22000,106,35,71,95,71,100,115,59.5,3,11,4,9646.000000000002,2040,5120.000000000006,1,6,2
2006,33,334,68,71,4,999.9517705346451,17,0.0427807486631016,143,1320,191,75,90.6,121,116,NA,168,NA,NA,2,NA,9646.000000000002,2040,5120.000000000006,NA,2,NA
2007,128,277,67.5,76.83,NA,NA,NA,0.020166143429206328,72,242,205,204,73.36,85.8,1,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
2008,137,267,57.7,74.28,NA,NA,NA,0.04874835309617922,165,1330,102,63,62.94,74,39,NA,96,NA,NA,1,NA,9646.000000000002,2040,5120.000000000006,NA,1,NA
2009,82,332,48.2,52.59,2,86.59784316407374,18,0.0387931034482758,190,1110,142,104,59.3,73.2,38,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
2010,122,300,56.099999999999994,69.27,NA,NA,NA,0.05585585585585588,183,7320,117,69,49.96,72.8,48,NA,119.5,112,NA,4,2,9646.000000000002,2040,5120.000000000006,NA,2,1
2011,176,209,52.8,72.1,4,294.99677437061706,51,0.05,123,17400,86,30,72.26,80.85,56,80,115,80,3,5,3,9646.000000000002,2040,5120.000000000006,1,2,1
2012,159,236,41.8,60.940000000000005,3,239.9929329848885,4,0.04767316017316019,37,236,199,180,59.86,70.4,19,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
2013,68,321,34.5,51.49,2,62.39898814413973,8,0.04309144360204242,244,1390,77,48,47.38,60.650000000000006,29,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
2014,54,355,33.900000000000006,38.07,2,97.39785836601298,9,0.03686635944700464,200,650,155,132,35.7,45.1,23,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
2015,134,306,40.9,53.800000000000004,2,156.98868019007423,31,0.045139853663054494,230,1020,76,33,27.1,36.5,43,NA,NA,NA,NA,NA,NA,9646.000000000002,2040,5120.000000000006,NA,NA,NA
