comid,metric,p10,p25,p50,p75,p90,source,result_type
22563116,Peak_Dur_2,1,1,3,7,16,inferred,predicted
22563116,Peak_Dur_5,1,1,1,3,4.8,inferred,predicted
22563116,Peak_Fre_2,1,1,2,3,5,inferred,predicted
22563116,Peak_Fre_5,1,1,1,2,3,inferred,predicted
22563116,Peak_10,4352.89992624089,9271.88464795077,19389.496742075502,35445.299682543904,61707.7358616617,model,predicted
22563116,Peak_2,510.22178977784796,1643.43496091276,3363.53665849895,6585.52992358609,13375.2264525505,model,predicted
22563116,Peak_5,2473.404,7610.34,15765.52,25908.1,34132.19,model,predicted
22563116,DS_Dur_WS,86.1125,120.98125,169.308333333334,215.03125,267.743333333334,model,predicted
22563116,DS_Mag_50,0,2.60812306192472,19.703746567395,46.5985097761887,75.0571647479131,model,predicted
22563116,DS_Mag_90,6.49707797161926,22.2973612297352,67.6859313264657,186.261061862977,369.419130511951,model,predicted
22563116,DS_Tim,210.185,248.175,284.383333333333,311.875,333.91,model,predicted
22563116,FA_Dur,2,3,4,7,9,obs,predicted
22563116,FA_Mag,63.417263764717,172.834667687994,491.824306248212,1232.36141137941,2452.86532521251,model,predicted
22563116,FA_Tim,7.75,20.95,41.5,53.6333333333334,62.75,model,predicted
22563116,Peak_Dur_10,1,1,1,2,3.2,obs,predicted
22563116,Peak_Fre_10,1,1,1,1,2,obs,predicted
22563116,SP_Dur,25.275,44.6770833333333,73.5541666666667,113.71875,150.5475,model,predicted
22563116,SP_Mag,228.284252330981,575.652629413372,1665.28055494573,4385.59936131989,10217.2473762911,model,predicted
22563116,SP_ROC,0.0426683716965046,0.055194810813607303,0.0714285714285714,0.102555203630074,0.166666666666667,obs,predicted
22563116,SP_Tim,143.4,161.45,188,224.83125,253.66,model,predicted
22563116,Wet_BFL_Dur,41.4,69.85,107.316666666666,152.5625,193.0125,model,predicted
22563116,Wet_BFL_Mag_10,2.17800021801843,17.1667779054332,47.5982394282819,104.861665124621,177.058138377551,model,predicted
22563116,Wet_BFL_Mag_50,58.336103895653,124.313902292097,239.740436962932,449.523654989498,765.73577936689,model,predicted
22563116,Wet_Tim,28.9,49.7875,81,101,115.788333333333,model,predicted
