p10,p25,p50,p75,p90,metric,comid,result_type
159.3,176.75,199.5,227.5,255.3,DS_Dur_WS,8271917,observed
185,202.75,237,259,278.09999999999997,DS_Tim,8271917,observed
0.8980000000000001,1.1412499999999999,1.76,2.1475,2.6725000000000003,DS_Mag_50,8271917,observed
3.013000000000001,6.0397500000000015,8.759,11.070000000000002,14.778000000000016,DS_Mag_90,8271917,observed
2,3,5,6,7.300000000000001,FA_Dur,8271917,observed
4.540405355015367,5.938692248950559,14.481680034357154,56.48200090531853,94.86289563237975,FA_Mag,8271917,observed
6.800000000000001,17,24.5,35.75,44.800000000000004,FA_Tim,8271917,observed
0.047461959682108965,0.056219733353451554,0.07376521116678597,0.10880476592550896,0.20662087912087912,SP_ROC,8271917,observed
13.9,19.75,34,83.25,132.1,SP_Dur,8271917,observed
152.2,202.75,418,709.25,1152,SP_Mag,8271917,observed
131.7,156.5,179,202.5,234,SP_Tim,8271917,observed
50.2,66.75,98,147.25,169.10000000000002,Wet_BFL_Dur,8271917,observed
3.92,5.82,10.273000000000001,14.915000000000001,17.17,Wet_BFL_Mag_10,8271917,observed
13.9,25.4625,49.95,66.025,97.80000000000003,Wet_BFL_Mag_50,8271917,observed
35.8,46.75,59.5,98.75,120.30000000000001,Wet_Tim,8271917,observed
93.4,97,114,131.5,136,Peak_Tim_10,8271917,observed
71,89.5,114,136,153,Peak_Tim_2,8271917,observed
85,94,114.5,139,141.7,Peak_Tim_5,8271917,observed
1,1,1,1.5,2.4000000000000004,Peak_Dur_10,8271917,observed
1,1,2,3,5,Peak_Dur_2,8271917,observed
1,1,1,1.25,2.3,Peak_Dur_5,8271917,observed
2924,2924,2924,2924,2924,Peak_10,8271917,observed
1190,1190,1190,1190,1190,Peak_2,8271917,observed
2012.0000000000005,2012.0000000000005,2012.0000000000005,2012.0000000000005,2012.0000000000005,Peak_5,8271917,observed
1,1,1,1.25,1.7000000000000002,Peak_Fre_10,8271917,observed
1,1,1,2,3,Peak_Fre_2,8271917,observed
1,1,1,1.25,2,Peak_Fre_5,8271917,observed
