metric,status_code,status,alteration_type,median_in_iqr,comid
DS_Dur_WS,NA,not_enough_data,undeterminable,NA,20350869
DS_Tim,1,likely_unaltered,none_found,FALSE,20350869
DS_Mag_50,NA,not_enough_data,undeterminable,NA,20350869
DS_Mag_90,NA,not_enough_data,undeterminable,NA,20350869
FA_Dur,0,indeterminate,unknown,TRUE,20350869
FA_Mag,1,likely_unaltered,none_found,TRUE,20350869
FA_Tim,1,likely_unaltered,none_found,FALSE,20350869
SP_ROC,1,likely_unaltered,none_found,FALSE,20350869
SP_Dur,1,likely_unaltered,none_found,TRUE,20350869
SP_Mag,-1,likely_altered,high,FALSE,20350869
SP_Tim,1,likely_unaltered,none_found,FALSE,20350869
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,20350869
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,20350869
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,20350869
Wet_Tim,1,likely_unaltered,none_found,FALSE,20350869
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,20350869
Peak_Dur_2,-1,likely_altered,high,FALSE,20350869
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,20350869
Peak_10,1,likely_unaltered,none_found,FALSE,20350869
Peak_2,-1,likely_altered,low,FALSE,20350869
Peak_5,1,likely_unaltered,none_found,FALSE,20350869
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,20350869
Peak_Fre_2,1,likely_unaltered,none_found,FALSE,20350869
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,20350869
