p10,p25,p50,p75,p90,metric,comid,result_type
74,98.75,135,183.75,208,DS_Dur_WS,20355520,observed
219.2,248.5,298,311.5,339,DS_Tim,20355520,observed
0.35,0.42,0.49,0.58375,0.635,DS_Mag_50,20355520,observed
0.5445000000000001,0.605,0.7045000000000001,0.8175,1.0829999999999997,DS_Mag_90,20355520,observed
2,2,2,3.75,5.400000000000002,FA_Dur,20355520,observed
1.4292780456067897,2.3823270056818653,6.185150635774322,8.410086509598628,10.878066846428371,FA_Mag,20355520,observed
4.3,8.5,12.5,16,30.4,FA_Tim,20355520,observed
0.06332465796429253,0.07110917537746803,0.07659713168187741,0.08898164433104606,0.10023843776641089,SP_ROC,20355520,observed
47.6,76,112,150.5,164.2,SP_Dur,20355520,observed
4.883999999999999,9.93,30.4,78.4,280.79999999999995,SP_Mag,20355520,observed
138.4,145,161,203.5,230.6,SP_Tim,20355520,observed
49.5,79.75,112.5,150.75,175.5,Wet_BFL_Dur,20355520,observed
0.345,0.38,0.495,0.60775,0.6695,Wet_BFL_Mag_10,20355520,observed
0.5475,0.61,0.7775000000000001,1.03625,2.425,Wet_BFL_Mag_50,20355520,observed
27,36.75,50.5,66.25,81,Wet_Tim,20355520,observed
85.95,91.875,101.75,111.625,117.55,Peak_Tim_10,20355520,observed
55.24999999999999,94.5,107,131,149.7,Peak_Tim_2,20355520,observed
86.7,95.25,106.5,118.75,129.1,Peak_Tim_5,20355520,observed
1.1,1.25,1.5,1.75,1.9,Peak_Dur_10,20355520,observed
1,1,1.5,2.75,5.399999999999999,Peak_Dur_2,20355520,observed
1,1,1.5,3,4.800000000000001,Peak_Dur_5,20355520,observed
280.79999999999995,280.79999999999995,280.79999999999995,280.79999999999995,280.79999999999995,Peak_10,20355520,observed
64.1,64.1,64.1,64.1,64.1,Peak_2,20355520,observed
137.8,137.8,137.8,137.8,137.8,Peak_5,20355520,observed
1.1,1.25,1.5,1.75,1.9,Peak_Fre_10,20355520,observed
1,1,1.5,2,3.1999999999999993,Peak_Fre_2,20355520,observed
1,1,1.5,2.75,4.1000000000000005,Peak_Fre_5,20355520,observed
