Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1904,148,290,20,36,2,137.95469419256193,42,0.0883500557413601,60,960,230,111,17,496,119,NA,157,145,NA,47,2,2314.0000000000005,648,1690.0000000000014,NA,9,2
1905,NA,269,NA,NA,4,45.98795112006211,10,0.056910569105691054,58,262,211,139,20,123,72,NA,90,NA,NA,1,NA,2314.0000000000005,648,1690.0000000000014,NA,1,NA
1906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1918,240,279,11,23.099999999999994,7,33.98327761555903,61,0.08641975308641975,85,422,194,47,19,94,147,NA,NA,NA,NA,NA,NA,2314.0000000000005,648,1690.0000000000014,NA,NA,NA
1919,193,313,5,11.800000000000011,3,32.0004256605559,1,0.0851063829787234,105,338,208,55,25.4,208,153,NA,NA,NA,NA,NA,NA,2314.0000000000005,648,1690.0000000000014,NA,NA,NA
1920,NA,290,NA,NA,NA,NA,NA,0.179144385026738,24,86,266,126,15,63,140,NA,NA,NA,NA,NA,NA,2314.0000000000005,648,1690.0000000000014,NA,NA,NA
1921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951,209,317,15,85,NA,NA,NA,0.05310150375939848,90,165,227,220,17.900000000000002,115,7,NA,48,NA,NA,4,NA,2314.0000000000005,648,1690.0000000000014,NA,1,NA
1952,117,327,9.8,18.400000000000006,8,226.86987597004395,61,0.05789473684210526,107,1240,220,60,59.8,649,160,NA,192,NA,NA,44,NA,2314.0000000000005,648,1690.0000000000014,NA,6,NA
1953,132,336,11.5,20.80000000000001,4,27.984547707618823,44,0.05525030525030525,99,474,237,159,22,100,78,NA,100,NA,NA,1,NA,2314.0000000000005,648,1690.0000000000014,NA,1,NA
1954,177,335,10,17,6,39.995330071716914,44,0.05666131621187803,129,298,206,104,22.200000000000003,77,102,NA,159,NA,NA,2,NA,2314.0000000000005,648,1690.0000000000014,NA,1,NA
1955,151,275,3.9,7,5,36.97469317315173,45,0.11627906976744186,30,164,245,99,20,63,146,NA,NA,NA,NA,NA,NA,2314.0000000000005,648,1690.0000000000014,NA,NA,NA
1956,157,330,17,25,6,40.997374768708895,51,0.06299603174603174,110,1240,220,160,16.8,169,60,82,170,82,2,30,2,2314.0000000000005,648,1690.0000000000014,1,4,1
1957,150,324,15,34.099999999999994,5,51.99808908886139,29,0.03125000000000003,27,149,297,176,20.5,107.5,121,NA,146,NA,NA,3,NA,2314.0000000000005,648,1690.0000000000014,NA,1,NA
1958,110,330,11,15,8,91.97498153071871,44,0.06904761904761905,104,978,226,118,46.60000000000002,149.5,108,NA,202,NA,NA,18,NA,2314.0000000000005,648,1690.0000000000014,NA,3,NA
1959,183,290,8.8,10,4,25.969926679844413,40,0.12771836007130122,17,106,273,199,15,69,74,NA,NA,NA,NA,NA,NA,2314.0000000000005,648,1690.0000000000014,NA,NA,NA
1960,179,290,3.8,17.200000000000017,NA,NA,NA,0.125,30,124,260,153,13.200000000000001,64,107,NA,130,NA,NA,1,NA,2314.0000000000005,648,1690.0000000000014,NA,1,NA
1961,235,288,7.3,17,2,17.97998499835614,42,0.09756097560975598,33,161,255,152,13,66,103,NA,NA,NA,NA,NA,NA,2314.0000000000005,648,1690.0000000000014,NA,NA,NA
1962,NA,309,NA,NA,3,18.98648482962457,62,0.06153846153846159,109,412,200,43,22,72,157,NA,NA,NA,NA,NA,NA,2314.0000000000005,648,1690.0000000000014,NA,NA,NA
1963,182,337,18,24.900000000000006,3,1189.4980004117485,11,0.06035714285714286,119,565,218,NA,NA,NA,NA,NA,122,123,NA,9,1,2314.0000000000005,648,1690.0000000000014,NA,3,1
1964,116,302,3.8,9.5,10,49.85819053251761,36,0.062499999999999965,38,141,264,111,23,87,153,NA,NA,NA,NA,NA,NA,2314.0000000000005,648,1690.0000000000014,NA,NA,NA
1965,164,333,16,24,2,11.90702525746375,32,0.08163265306122448,120,640,213,161,20,162,52,82,81,82,2,7,2,2314.0000000000005,648,1690.0000000000014,1,1,1
1966,177,287,3.7,54.400000000000006,4,24.02608300512351,45,0.05194805194805199,38,172,249,118,24,90.5,131,NA,NA,NA,NA,NA,NA,2314.0000000000005,648,1690.0000000000014,NA,NA,NA
1967,142,333,11,15,2,54.98374907877544,46,0.08403954802259886,93,1160,240,142,52.50000000000001,116,98,NA,176,NA,NA,10,NA,2314.0000000000005,648,1690.0000000000014,NA,2,NA
1968,142,312,7.7,20,3,31.996243617314683,2,0.02857142857142857,59,135,253,144,34.3,101,109,NA,145,NA,NA,1,NA,2314.0000000000005,648,1690.0000000000014,NA,1,NA
1969,126,326,15,57,2,17.018459714936075,33,0.06578947368421052,99,1150,227,139,30.6,139,88,NA,181,NA,NA,29,NA,2314.0000000000005,648,1690.0000000000014,NA,5,NA
1970,156,299,20,60,4,36.99609282516007,16,0.05555555555555555,180,3460,119,33,32,126,86,113,109.5,112,3,10,4,2314.0000000000005,648,1690.0000000000014,1,2,1
1971,137,344,17,27,9,40.00593949637781,36,0.04708489128929511,99,581,245,156,46,195,89,NA,174.5,NA,NA,2,NA,2314.0000000000005,648,1690.0000000000014,NA,2,NA
1972,121,326,17,25,8,37.984760827070865,57,0.047619047619047616,134,325,192,77,32,125,115,NA,NA,NA,NA,NA,NA,2314.0000000000005,648,1690.0000000000014,NA,NA,NA
1973,125,314,10,91.20000000000006,NA,NA,NA,0.05134821992837582,28,123,286,205,32.400000000000006,89,81,NA,NA,NA,NA,NA,NA,2314.0000000000005,648,1690.0000000000014,NA,NA,NA
1974,136,351,16,20.5,4,42.994590542823545,22,0.04308922124806601,127,837,224,151,72,200,73,NA,163.5,180,NA,16,1,2314.0000000000005,648,1690.0000000000014,NA,4,1
1975,156,336,19,37.5,3,45.95983486266868,64,0.058823529411764705,98,648,238,117,32.6,120,121,NA,236,NA,NA,2,NA,2314.0000000000005,648,1690.0000000000014,NA,2,NA
1976,128,246,5.1,7.6,6,53.90438099691667,29,0.10727969348659003,29,161,217,91,19,42,126,NA,NA,NA,NA,NA,NA,2314.0000000000005,648,1690.0000000000014,NA,NA,NA
1977,142,306,4.7,10.900000000000006,NA,NA,NA,0.07843137254901951,115,17,191,183,6.42,9.1,8,NA,NA,NA,NA,NA,NA,2314.0000000000005,648,1690.0000000000014,NA,NA,NA
1978,150,335,8.149999999999999,12,4,15.873738820153164,52,0.03774928774928775,97,205,238,156,40,146,82,NA,NA,NA,NA,NA,NA,2314.0000000000005,648,1690.0000000000014,NA,NA,NA
1979,161,284,3,12,6,16.99165413928063,61,0.08622062923138188,39,153,245,126,16,66,119,NA,NA,NA,NA,NA,NA,2314.0000000000005,648,1690.0000000000014,NA,NA,NA
1980,122,346,9.8,18,3,11.999677257605223,19,0.045454545454545456,131,224,215,136,11,95.5,79,104,121.5,104,1,5,1,2314.0000000000005,648,1690.0000000000014,1,2,1
1981,110,274,2.8,7.230000000000003,3,21.98718468299688,60,0.08012820512820512,32,123,242,140,20,61.5,102,NA,NA,NA,NA,NA,NA,2314.0000000000005,648,1690.0000000000014,NA,NA,NA
1982,132,333,21,70,NA,NA,NA,0.03571428571428571,120,680,213,195,22.60000000000001,196,18,NA,137,138,NA,27,3,2314.0000000000005,648,1690.0000000000014,NA,7,3
1983,29,355,18,22.2,6,37.00466819890077,22,0.05128205128205128,116,1070,239,140,71.5,272.5,99,NA,163,163,NA,26,1,2314.0000000000005,648,1690.0000000000014,NA,5,1
1984,182,332,18,36.900000000000006,NA,NA,NA,0.04065040650406504,127,318,205,187,31.60000000000001,109,18,NA,NA,NA,NA,NA,NA,2314.0000000000005,648,1690.0000000000014,NA,NA,NA
1985,209,272,8.4,21,3,59.97714925416004,43,0.07142857142857142,28,132,244,96,38.5,84.5,148,NA,NA,NA,NA,NA,NA,2314.0000000000005,648,1690.0000000000014,NA,NA,NA
1986,137,330,13,23,7,29.995885004991823,63,0.03597122302158273,183,727,147,32,35.1,106.5,115,139,146.5,148.5,2,13,4,2314.0000000000005,648,1690.0000000000014,1,2,2
1987,91,279,4.3,5.7,NA,NA,NA,0.06666666666666667,47,112,232,131,17,51,101,NA,NA,NA,NA,NA,NA,2314.0000000000005,648,1690.0000000000014,NA,NA,NA
1988,201,292,6.3,12,NA,NA,NA,0.08893280632411062,86,61,206,202,7.1,12,4,NA,NA,NA,NA,NA,NA,2314.0000000000005,648,1690.0000000000014,NA,NA,NA
