Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,SP_ROC,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5
1985,NA,407,NA,NA,2,130.0101451276503,41,0.04225352112676056,107,70,300,249,97.60000000000001,222,51,NA,NA,NA,NA,NA,NA,1004.8999999999999,492,743.4000000000001,NA,NA,NA
1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,734,278,NA,NA,NA,NA,NA,322,327,NA,51,12,1004.8999999999999,492,743.4000000000001,NA,11,5
1987,NA,202,NA,NA,3,653.9840685825586,3,0.9,19,448,183,NA,NA,NA,NA,NA,86.5,96,NA,129,5,1004.8999999999999,492,743.4000000000001,NA,10,3
1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,190,181,0,4.959999999999997,NA,NA,NA,0.027548418432396332,28,196,153,130,0,0,23,NA,NA,NA,NA,NA,NA,1004.8999999999999,492,743.4000000000001,NA,NA,NA
1991,339,190,0,0,2,170.00050925048106,1,NA,NA,NA,NA,NA,NA,NA,5,NA,151,NA,NA,1,NA,1004.8999999999999,492,743.4000000000001,NA,1,NA
1992,178,214,0.75,10.300000000000011,NA,NA,NA,0.15384615384615385,14,570,200,37,3.7199999999999998,276,163,NA,185,NA,NA,12,NA,1004.8999999999999,492,743.4000000000001,NA,1,NA
1993,86,315,156,170,NA,NA,NA,0.039473684210526314,109,135,206,180,0,64,26,102.5,120,102.5,2,9,4,1004.8999999999999,492,743.4000000000001,2,4,2
1994,132,346,4.65,16,NA,NA,NA,0.17573529411764705,180,181,166,131,153,176,35,NA,NA,NA,NA,NA,NA,1004.8999999999999,492,743.4000000000001,NA,NA,NA
1995,NA,352,NA,NA,5,24.005446938053133,6,0.02976190476190476,89,202,263,151,12,77,112,NA,NA,NA,NA,NA,NA,1004.8999999999999,492,743.4000000000001,NA,NA,NA
1996,14,449,255,257.4,NA,NA,NA,0.008257568018524194,162,247,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004.8999999999999,492,743.4000000000001,NA,NA,NA
1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,191,177,8.7,179,14,NA,NA,NA,NA,NA,NA,1004.8999999999999,492,743.4000000000001,NA,NA,NA
1998,NA,327,NA,NA,4,268.00304945176265,0,0.024691358024691377,56,555,271,NA,NA,NA,NA,NA,250,NA,NA,25,NA,1004.8999999999999,492,743.4000000000001,NA,3,NA
1999,149,347,1.6,3.5400000000000036,2,385.99766417514826,0,0.029850746268656744,143,430,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004.8999999999999,492,743.4000000000001,NA,NA,NA
2000,148,231,0,0,2,3.7523740533398486,2,0.0714285714285715,68,537,163,33,5.800000000000001,408,130,NA,155,NA,NA,10,NA,1004.8999999999999,492,743.4000000000001,NA,1,NA
2001,186,211,0,0.7949999999999999,NA,NA,NA,0.7142857142857143,122,147,89,76,0,106,13,NA,NA,NA,NA,NA,NA,1004.8999999999999,492,743.4000000000001,NA,NA,NA
2002,196,200,0,0,2,2.0465376837213145,8,0.5212765957446808,44,1.7,156,125,0.184,2.1,31,NA,NA,NA,NA,NA,NA,1004.8999999999999,492,743.4000000000001,NA,NA,NA
2003,222,178,0,0.1760000000000002,2,32.977346534926696,2,0.4347826086956521,9,79,169,139,0,12,30,NA,48,NA,NA,3,NA,1004.8999999999999,492,743.4000000000001,NA,2,NA
2004,257,202,0.06,54.400000000000034,NA,NA,NA,0.391304347826087,50,30,152,118,0,0.8,34,NA,NA,NA,NA,NA,NA,1004.8999999999999,492,743.4000000000001,NA,NA,NA
2005,13,449,280,544.8,2,276.942959592884,19,0.08545034642032333,179,455,270,177,0,70,93,102,290,102,1,25,1,1004.8999999999999,492,743.4000000000001,1,7,1
2006,NA,285,NA,NA,3,549.9735812830857,1,0.12809311011805513,26,499,259,246,14,255.5,13,NA,38,NA,NA,29,NA,1004.8999999999999,492,743.4000000000001,NA,5,NA
2007,NA,305,NA,NA,NA,NA,NA,NA,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004.8999999999999,492,743.4000000000001,NA,NA,NA
2008,17,367,16,17,1,79.99775106628877,0,0.09717868338557994,84,37,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004.8999999999999,492,743.4000000000001,NA,NA,NA
2009,NA,222,NA,NA,NA,NA,NA,0.11324786324786325,177,194,45,28,50.00000000000001,171.5,17,NA,NA,NA,NA,NA,NA,1004.8999999999999,492,743.4000000000001,NA,NA,NA
2010,10,462,665,680.1,2,409.99953645789344,0,0.01050362465667072,171,591,291,NA,NA,NA,NA,NA,169,173,NA,107,1,1004.8999999999999,492,743.4000000000001,NA,9,1
2011,85,393,124,167,NA,NA,NA,0.05199306759098787,175,633,218,208,7.54,408.5,10,81,206,70.5,1,184,6,1004.8999999999999,492,743.4000000000001,1,13,4
2012,9,404,37,83.4,2,645.9994453291586,0,0.04669953947062381,140,665,264,179,18,514,85,NA,214,NA,NA,139,NA,1004.8999999999999,492,743.4000000000001,NA,12,NA
2013,236,141,3.8,8.95,8,84.99366476215222,1,0.0331582804103566,10,304,131,122,91,98,9,NA,NA,NA,NA,NA,NA,1004.8999999999999,492,743.4000000000001,NA,NA,NA
2014,93,316,1.9,11,NA,NA,NA,0.27731092436974786,64,220,252,241,0,4.9,11,NA,NA,NA,NA,NA,NA,1004.8999999999999,492,743.4000000000001,NA,NA,NA
2015,210,317,2.95,5.119999999999998,4,4.905086341616127,0,0.08333333333333323,230,27,87,44,1.3,2.05,43,NA,NA,NA,NA,NA,NA,1004.8999999999999,492,743.4000000000001,NA,NA,NA
2016,95,366,2.6,9.06,6,18.12578809631496,4,0.0800865800865801,186,227,180,19,0,183,161,NA,NA,NA,NA,NA,NA,1004.8999999999999,492,743.4000000000001,NA,NA,NA
2017,NA,NA,NA,NA,3,10.114270053356195,57,NA,NA,609,275,180,4.665000000000001,421,95,NA,250,NA,NA,133,NA,1004.8999999999999,492,743.4000000000001,NA,17,NA
2018,98,376,0,1.2479999999999996,3,634.9742721041607,6,0.04968652037617555,90,356,286,274,0.9390000000000001,175,12,NA,309.5,NA,NA,110,NA,1004.8999999999999,492,743.4000000000001,NA,6,NA
2019,NA,400,NA,NA,9,20.60368716174635,59,0.03296703296703297,112,674,288,190,0,245.5,98,136,303,136,1,103,1,1004.8999999999999,492,743.4000000000001,1,9,1
2020,NA,253,NA,NA,NA,NA,NA,0.06585365853658542,169,503,84,NA,NA,NA,NA,NA,352,NA,NA,8,NA,1004.8999999999999,492,743.4000000000001,NA,5,NA
