comid,metric,p10,p25,p50,p75,p90,source,result_type
948040323,Peak_Dur_2,1,4,13,29,47,inferred,predicted
948040323,Peak_Dur_5,1,1,2,5,12,inferred,predicted
948040323,Peak_Fre_2,1,1,2,3,5,inferred,predicted
948040323,Peak_Fre_5,1,1,1,2,3,inferred,predicted
948040323,Peak_10,1238.03134309569,1765.1846741349802,2307.33945107732,3309.0091097352397,5359.89235345042,model,predicted
948040323,Peak_2,532.013939778539,810.7099168669071,997.164741708047,1115.11662877701,1613.42267343486,model,predicted
948040323,Peak_5,1047.411,1424.9260000000002,1636.479,2339.516,3029.738,model,predicted
948040323,DS_Dur_WS,140.64,180.46875,207,230,246.5125,model,predicted
948040323,DS_Mag_50,5.40357524168409,10.3526376323564,18.4933310845297,27.9067619086007,42.1454026080923,model,predicted
948040323,DS_Mag_90,20.909968517108,33.3335054155044,51.7372316635606,72.8663629501346,108.075933672216,model,predicted
948040323,DS_Tim,290.166666666667,300.45,313.775,332.125,344.326666666666,model,predicted
948040323,FA_Dur,2,2,3,5,7,obs,predicted
948040323,FA_Mag,21.1930569776455,36.5257106629251,62.7231369419243,99.3022814886958,169.29850068734,model,predicted
948040323,FA_Tim,10.3625,27.5,42.125,50.3625,61.625,model,predicted
948040323,Peak_Dur_10,1,1,1,2,4,obs,predicted
948040323,Peak_Fre_10,1,1,1,1,1,obs,predicted
948040323,SP_Dur,43,51.1,62.5,77.025,91.8,model,predicted
948040323,SP_Mag,446.383216751706,563.479951030082,785.642922858231,971.895842536127,1302.32836731947,model,predicted
948040323,SP_ROC,0.0426981687605065,0.05,0.0614035087719298,0.0764956229646436,0.0894094122687995,obs,predicted
948040323,SP_Tim,231.733333333334,238.75,247.6125,255.125,264.666666666667,model,predicted
948040323,Wet_BFL_Dur,61.43,74,85.1,104.475,128.1575,model,predicted
948040323,Wet_BFL_Mag_10,26.4427298909035,37.6442401304532,52.0011306370545,75.2849518699713,104.403926482234,model,predicted
948040323,Wet_BFL_Mag_50,120.317908948845,171.38840174894,226.107625932252,295.918122059655,403.427824010983,model,predicted
948040323,Wet_Tim,114.916666666667,147,160.375,173.2375,184.588333333333,model,predicted
