metric,status_code,status,alteration_type,median_in_iqr,comid
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,2775536
DS_Tim,1,likely_unaltered,none_found,FALSE,2775536
DS_Mag_50,-1,likely_altered,high,FALSE,2775536
DS_Mag_90,-1,likely_altered,high,FALSE,2775536
FA_Mag,-1,likely_altered,high,FALSE,2775536
FA_Tim,-1,likely_altered,early,FALSE,2775536
SP_Dur,0,indeterminate,low,FALSE,2775536
SP_Mag,-1,likely_altered,high,FALSE,2775536
SP_Tim,-1,likely_altered,late,FALSE,2775536
Wet_BFL_Dur,-1,likely_altered,high,FALSE,2775536
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,2775536
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,2775536
Wet_Tim,1,likely_unaltered,none_found,FALSE,2775536
Peak_10,-1,likely_altered,high,FALSE,2775536
Peak_2,-1,likely_altered,high,FALSE,2775536
Peak_5,-1,likely_altered,high,FALSE,2775536
