p10,p25,p50,p75,p90,metric,comid,result_type
35.5,52.25,96,130.75,158.50000000000003,DS_Dur_WS,19771685,observed
270.8,291,319,342.5,351,DS_Tim,19771685,observed
4.51,5.512499999999999,15.2,34.75,46.989999999999995,DS_Mag_50,19771685,observed
8.716,12.667500000000008,36.75,67.57000000000001,132.41,DS_Mag_90,19771685,observed
2.5,3,5,7.5,9,FA_Dur,19771685,observed
11.407780565753756,76.407815141322,130.48999080323142,150.44102735814488,206.43268191553972,FA_Mag,19771685,observed
7,9.25,12.5,16.75,25.5,FA_Tim,19771685,observed
0.057146231986770615,0.07359672888989757,0.09798994974874368,0.1245689655172414,0.17937399870470738,SP_ROC,19771685,observed
26.000000000000004,46.5,58,139.5,168,SP_Dur,19771685,observed
52.32,69.8,101,185,429.6,SP_Mag,19771685,observed
167,177.5,244,275,290.8,SP_Tim,19771685,observed
87.30000000000001,108,197,236.5,250.8,Wet_BFL_Dur,19771685,observed
13.100000000000001,16.3,44.205,65.0525,93.90400000000004,Wet_BFL_Mag_10,19771685,observed
45.3,58.537499999999994,110.75,137.25,181.55000000000007,Wet_BFL_Mag_50,19771685,observed
2.3000000000000003,10,45,81,97.50000000000001,Wet_Tim,19771685,observed
112.4,120.5,130,142.75,156.70000000000002,Peak_Tim_10,19771685,observed
76.45,104.75,133.75,143.5,149.45,Peak_Tim_2,19771685,observed
100.7,110.75,128.5,153.5,164.4,Peak_Tim_5,19771685,observed
1.6,2.5,7.5,18.5,30.200000000000006,Peak_Dur_10,19771685,observed
3.8000000000000007,8.25,13,26.25,51.800000000000004,Peak_Dur_2,19771685,observed
4.2,5.5,8,25,35.00000000000001,Peak_Dur_5,19771685,observed
620,620,620,620,620,Peak_10,19771685,observed
347,347,347,347,347,Peak_2,19771685,observed
529.2000000000002,529.2000000000002,529.2000000000002,529.2000000000002,529.2000000000002,Peak_5,19771685,observed
1,1,1,1.25,1.7000000000000002,Peak_Fre_10,19771685,observed
1,1,2,2.75,3,Peak_Fre_2,19771685,observed
1,1,2,2,2.8000000000000007,Peak_Fre_5,19771685,observed
