comid,metric,p10,p25,p50,p75,p90,source,result_type
22549093,Peak_Dur_2,1,1,3,7,16,inferred,predicted
22549093,Peak_Dur_5,1,1,1,3,4.8,inferred,predicted
22549093,Peak_Fre_2,1,1,2,3,5,inferred,predicted
22549093,Peak_Fre_5,1,1,1,2,3,inferred,predicted
22549093,Peak_10,36.1391044574401,90.0226415094338,178.843556883966,258.314857123707,458.05511048113505,model,predicted
22549093,Peak_2,4.19930123946812,15.1185983827493,25.007663860683497,72.477984496973,107.770930011534,model,predicted
22549093,Peak_5,29.87095,70.89697,134.55,182.4302,368.37199999999996,model,predicted
22549093,DS_Dur_WS,101.15,143.075,190.95,231.958333333333,273.105,model,predicted
22549093,DS_Mag_50,-2.45197612214199e-16,0,0.0314922441947047,0.130265144184246,0.296311676138194,model,predicted
22549093,DS_Mag_90,0.00697030270022811,0.0468490932285462,0.168315070759193,0.424064483927643,1.11566987124727,model,predicted
22549093,DS_Tim,186.99,211.858333333333,242.279166666666,278.029166666666,312.9225,model,predicted
22549093,FA_Dur,2,3,4,7,9,obs,predicted
22549093,FA_Mag,0.515736065506223,1.35338348451401,3.24814527586099,10.408348146746,21.1522462310502,model,predicted
22549093,FA_Tim,4.67083333333333,11.3666666666666,33.15,53.3083333333334,63,model,predicted
22549093,Peak_Dur_10,1,1,1,2,3.2,obs,predicted
22549093,Peak_Fre_10,1,1,1,1,2,obs,predicted
22549093,SP_Dur,21.09,36.5229166666666,62.9,101.083333333333,142.433333333334,model,predicted
22549093,SP_Mag,0.888195811808682,3.6523903353311,13.4976726691448,34.135342723518,68.6295767993648,model,predicted
22549093,SP_ROC,0.0426683716965046,0.055194810813607303,0.0714285714285714,0.102555203630074,0.166666666666667,obs,predicted
22549093,SP_Tim,142.3,160.23125,185.0625,209.25,239.945,model,predicted
22549093,Wet_BFL_Dur,38.49,66.65,109.75,157.375,194.455,model,predicted
22549093,Wet_BFL_Mag_10,0,0.045725963116586,0.1492151707091,0.288836386172811,0.4936284709584,model,predicted
22549093,Wet_BFL_Mag_50,0.0737174737526224,0.213782196766073,0.443308794188909,0.906137212337695,1.52517713136078,model,predicted
22549093,Wet_Tim,29.295,46.84375,77.7875,99.7125,120.8875,model,predicted
