comid,metric,p10,p25,p50,p75,p90,source,result_type
8205489,Peak_Dur_2,1,1,3,6,10,inferred,predicted
8205489,Peak_Dur_5,1,1,1,2,4,inferred,predicted
8205489,Peak_Fre_2,1,1,2,3,5,inferred,predicted
8205489,Peak_Fre_5,1,1,1,2,2,inferred,predicted
8205489,Peak_10,3211.3120587269395,4918.70458003363,7507.67256841442,13796.4694932276,19041.545889799298,model,predicted
8205489,Peak_2,466.674387146364,897.961213100198,1897.0325586497,3900.8799149577794,7754.525240993249,model,predicted
8205489,Peak_5,1216.003,2521.437,4460.784000000001,9214.216,15533.49,model,predicted
8205489,DS_Dur_WS,100.97,137,176.95,215.36875,252.366666666667,model,predicted
8205489,DS_Mag_50,0.372133591091782,3.00343440088022,9.32385911413072,20.1486724168308,32.4163195289226,model,predicted
8205489,DS_Mag_90,5.97666358321515,13.9438688857736,30.6386218448435,50.7675421128516,89.006725814612,model,predicted
8205489,DS_Tim,200.36,224.691666666666,251.6,273.9375,296.7175,model,predicted
8205489,FA_Dur,2,3,4,6,9,obs,predicted
8205489,FA_Mag,14.7572651551928,33.8905782629994,74.8823896272571,145.5389009673,330.967605637839,model,predicted
8205489,FA_Tim,12.335,27.5,39,48.1354166666667,60.3,model,predicted
8205489,Peak_Dur_10,1,1,1,2,3,obs,predicted
8205489,Peak_Fre_10,1,1,1,1,2,obs,predicted
8205489,SP_Dur,28.3975,41.375,62.7833333333333,92.9875,129.275,model,predicted
8205489,SP_Mag,58.6819926338638,155.117138815041,407.996963835392,920.591295109357,2317.17164009768,model,predicted
8205489,SP_ROC,0.0377445093584334,0.0500000000000001,0.0666666666666667,0.0943396226415094,0.151475888975889,obs,predicted
8205489,SP_Tim,151.625,162.658333333334,178.833333333333,189.775,214,model,predicted
8205489,Wet_BFL_Dur,50.795,72.5,93.225,124.3375,155.22,model,predicted
8205489,Wet_BFL_Mag_10,7.51279754417323,18.5485415690665,37.6000686700865,68.3591214028256,112.178605038786,model,predicted
8205489,Wet_BFL_Mag_50,24.6220494686473,43.5122378789308,86.0761913762638,184.987806711567,285.941147985247,model,predicted
8205489,Wet_Tim,51.3275,64.4270833333333,84.225,99,109.51,model,predicted
