p10,p25,p50,p75,p90,metric,comid,result_type
71.3,119,149.5,186.25,208.39999999999998,DS_Dur_WS,17562626,observed
203.8,244,300,321,335.8,DS_Tim,17562626,observed
3.1765000000000017,6.1,9.65,14.75,19.7,DS_Mag_50,17562626,observed
5.9701,9.625,15.5,23.5,28.099999999999998,DS_Mag_90,17562626,observed
2,2,3,3,5,FA_Dur,17562626,observed
13.914093589736627,25.241049777603248,48.58987162505936,78.2386459281714,135.4669206285456,FA_Mag,17562626,observed
3,7,22.5,35.75,42,FA_Tim,17562626,observed
0.07443609022556388,0.09349312041133193,0.13043478260869565,0.2000475401791191,0.25406162464986,SP_ROC,17562626,observed
23,55,113,154.5,181.4,SP_Dur,17562626,observed
21.58,163,858,2410,5594.000000000002,SP_Mag,17562626,observed
121.39999999999999,149,160,206.5,231.8,SP_Tim,17562626,observed
32.4,51.5,97,154,189.8,Wet_BFL_Dur,17562626,observed
4.76,6.572,9.96,18,23,Wet_BFL_Mag_10,17562626,observed
8.36,11.05,20.5,28.5,46.2,Wet_BFL_Mag_50,17562626,observed
26,44.5,64,90,110,Wet_Tim,17562626,observed
117.64999999999999,120.125,136.25,151.75,153.1,Peak_Tim_10,17562626,observed
87.4,118.125,129,136.25,148.45,Peak_Tim_2,17562626,observed
127.5,134.75,145,152.5,160.4,Peak_Tim_5,17562626,observed
1,1,1,1.25,1.7000000000000002,Peak_Dur_10,17562626,observed
1,2,2.5,4.75,6.900000000000002,Peak_Dur_2,17562626,observed
1,1,1,2,2.4000000000000004,Peak_Dur_5,17562626,observed
6296.000000000002,6296.000000000002,6296.000000000002,6296.000000000002,6296.000000000002,Peak_10,17562626,observed
1470,1470,1470,1470,1470,Peak_2,17562626,observed
4524.000000000002,4524.000000000002,4524.000000000002,4524.000000000002,4524.000000000002,Peak_5,17562626,observed
1,1,1,1.25,1.7000000000000002,Peak_Fre_10,17562626,observed
1,2,2,3,4.300000000000001,Peak_Fre_2,17562626,observed
1,1,1,1.5,2,Peak_Fre_5,17562626,observed
